timestamp_local,t2m,rh2m,ws10m,wd10m,ps,ghi,ghi_clear,precip,t2mdew
2024-01-01 18:30:00+05:30,15.71,62.05,2.45,2.3,1005.6999999999999,0.0,0.0,0.0,8.49
2024-01-01 19:30:00+05:30,15.04,64.7,2.49,6.2,1006.1,0.0,0.0,0.0,8.48
2024-01-01 20:30:00+05:30,14.42,67.36,2.49,5.5,1006.3,0.0,0.0,0.0,8.48
2024-01-01 21:30:00+05:30,13.86,69.85,2.45,2.6,1006.4,0.0,0.0,0.0,8.49
2024-01-01 22:30:00+05:30,13.37,72.21,2.36,0.2,1006.2,0.0,0.0,0.0,8.5
2024-01-01 23:30:00+05:30,13.01,74.03,2.18,355.8,1006.1,0.0,0.0,0.0,8.51
2024-01-02 00:30:00+05:30,12.86,74.75,1.88,349.0,1006.0,0.0,0.0,0.0,8.52
2024-01-02 01:30:00+05:30,12.78,75.12,1.55,338.7,1005.6999999999999,0.0,0.0,0.0,8.51
2024-01-02 02:30:00+05:30,12.78,75.1,0.98,317.5,1005.4000000000001,0.0,0.0,0.0,8.51
2024-01-02 03:30:00+05:30,12.39,76.94,0.81,263.6,1005.4000000000001,0.0,0.0,0.0,8.5
2024-01-02 04:30:00+05:30,11.71,80.62,1.16,232.3,1005.8,0.0,0.0,0.0,8.51
2024-01-02 05:30:00+05:30,11.03,84.4,1.46,223.1,1006.5999999999999,0.0,0.0,0.0,8.54
2024-01-02 06:30:00+05:30,10.8,86.01,1.57,221.1,1007.3000000000001,5.45,5.75,0.0,8.57
2024-01-02 07:30:00+05:30,12.79,75.68,1.59,222.4,1007.9000000000001,35.83,53.1,0.0,8.63
2024-01-02 08:30:00+05:30,14.68,67.34,0.97,230.4,1008.5,71.53,132.75,0.0,8.73
2024-01-02 09:30:00+05:30,18.73,53.41,0.4,184.3,1008.6,103.28,219.82,0.0,9.11
2024-01-02 10:30:00+05:30,21.1,48.13,0.11,248.2,1007.8,185.5,283.4,0.14,9.74
2024-01-02 11:30:00+05:30,22.22,46.32,0.65,330.7,1006.5999999999999,298.4,357.88,3.02,10.18
2024-01-02 12:30:00+05:30,22.72,45.99,1.44,340.1,1005.5,293.5,329.25,4.57,10.53
2024-01-02 13:30:00+05:30,22.68,46.82,2.13,344.8,1004.8000000000001,250.52,257.05,6.0,10.76
2024-01-02 14:30:00+05:30,22.17,48.81,2.47,346.6,1004.3000000000001,162.35,167.73,1.79,10.93
2024-01-02 15:30:00+05:30,20.8,55.28,1.94,348.4,1004.0999999999999,73.82,75.9,0.02,11.54
2024-01-02 16:30:00+05:30,17.93,64.09,2.16,354.2,1004.3000000000001,13.48,13.77,0.0,11.08
2024-01-02 17:30:00+05:30,16.55,68.61,2.33,2.0,1004.7,0.0,0.0,0.0,10.78
2024-01-02 18:30:00+05:30,16.04,70.55,2.21,9.4,1005.1,0.0,0.0,0.0,10.72
2024-01-02 19:30:00+05:30,15.7,71.76,2.01,12.7,1005.4000000000001,0.0,0.0,0.0,10.66
2024-01-02 20:30:00+05:30,15.44,72.71,1.85,9.0,1005.6999999999999,0.0,0.0,0.0,10.59
2024-01-02 21:30:00+05:30,15.17,73.62,1.7,7.1,1005.6999999999999,0.0,0.0,0.0,10.52
2024-01-02 22:30:00+05:30,14.93,74.28,1.5,10.3,1005.5,0.0,0.0,0.0,10.42
2024-01-02 23:30:00+05:30,14.65,75.13,1.34,20.6,1005.3,0.0,0.0,0.0,10.32
2024-01-03 00:30:00+05:30,14.29,76.31,1.23,40.7,1005.1999999999999,0.0,0.0,0.0,10.21
2024-01-03 01:30:00+05:30,13.79,78.21,1.26,59.6,1005.1,0.0,0.0,0.01,10.08
2024-01-03 02:30:00+05:30,13.11,81.22,1.46,75.8,1005.0,0.0,0.0,0.01,9.98
2024-01-03 03:30:00+05:30,12.35,85.04,1.74,90.3,1005.1,0.0,0.0,0.01,9.91
2024-01-03 04:30:00+05:30,11.75,88.64,1.98,100.5,1005.6999999999999,0.0,0.0,0.1,9.93
2024-01-03 05:30:00+05:30,11.39,91.56,2.1,109.5,1006.5,0.0,0.0,0.47,10.07
2024-01-03 06:30:00+05:30,11.44,92.89,2.02,117.1,1007.4,3.3,6.03,1.73,10.33
2024-01-03 07:30:00+05:30,13.49,84.35,2.24,124.6,1008.1,27.7,56.05,9.24,10.92
2024-01-03 08:30:00+05:30,15.04,79.43,2.21,122.3,1008.7,58.6,139.43,1.13,11.53
2024-01-03 09:30:00+05:30,17.51,68.74,2.36,114.8,1008.7,98.7,231.55,0.1,11.73
2024-01-03 10:30:00+05:30,20.45,56.88,2.58,117.8,1007.5,96.07,305.12,0.46,11.64
2024-01-03 11:30:00+05:30,22.46,50.75,2.07,119.8,1006.1,103.72,279.48,3.65,11.77
2024-01-03 12:30:00+05:30,23.59,48.04,1.48,102.4,1004.7,115.43,267.9,3.19,11.99
2024-01-03 13:30:00+05:30,24.09,47.1,1.52,73.1,1003.5,139.32,218.12,1.87,12.14
2024-01-03 14:30:00+05:30,24.12,47.24,1.9,58.2,1002.6999999999999,80.43,144.77,0.73,12.23
2024-01-03 15:30:00+05:30,22.83,54.37,1.62,47.7,1002.5,45.12,68.85,0.14,13.16
2024-01-03 16:30:00+05:30,19.54,63.81,2.23,39.2,1002.6,7.78,13.2,0.33,12.53
2024-01-03 17:30:00+05:30,17.88,68.34,2.55,40.1,1003.1,0.0,0.0,0.43,12.0
2024-01-03 18:30:00+05:30,17.19,71.43,2.57,41.4,1003.7,0.0,0.0,0.49,12.01
2024-01-03 19:30:00+05:30,16.62,74.11,2.52,42.4,1004.4,0.0,0.0,1.55,12.02
2024-01-03 20:30:00+05:30,16.13,76.5,2.44,42.8,1005.0,0.0,0.0,1.76,12.03
2024-01-03 21:30:00+05:30,15.68,78.74,2.33,46.9,1005.1,0.0,0.0,2.02,12.02
2024-01-03 22:30:00+05:30,15.24,80.89,2.2,53.7,1004.9,0.0,0.0,1.28,12.01
2024-01-03 23:30:00+05:30,14.87,82.63,2.05,61.4,1004.5999999999999,0.0,0.0,1.23,11.98
2024-01-04 00:30:00+05:30,14.48,84.62,1.95,70.5,1004.4,0.0,0.0,0.74,11.95
2024-01-04 01:30:00+05:30,14.32,85.4,1.7,75.7,1004.4,0.0,0.0,0.39,11.94
2024-01-04 02:30:00+05:30,14.07,86.78,1.55,81.1,1004.0999999999999,0.0,0.0,0.12,11.92
2024-01-04 03:30:00+05:30,13.97,87.64,1.4,83.4,1004.2,0.0,0.0,0.02,11.97
2024-01-04 04:30:00+05:30,14.12,86.86,1.08,80.4,1005.0,0.0,0.0,0.05,12.0
2024-01-04 05:30:00+05:30,13.98,87.73,1.0,69.6,1005.8,0.0,0.0,0.21,12.0
2024-01-04 06:30:00+05:30,13.9,88.48,0.96,45.8,1006.8000000000001,4.68,6.3,0.59,12.05
2024-01-04 07:30:00+05:30,14.53,85.79,1.36,39.9,1007.6999999999999,31.2,61.28,0.57,12.19
2024-01-04 08:30:00+05:30,14.86,84.81,1.61,46.0,1008.5,60.42,155.12,1.73,12.34
2024-01-04 09:30:00+05:30,15.83,81.29,1.67,54.0,1008.6,63.08,259.95,2.02,12.65
2024-01-04 10:30:00+05:30,16.84,77.6,1.71,57.9,1007.9000000000001,90.2,344.33,0.92,12.93
2024-01-04 11:30:00+05:30,17.82,73.71,1.3,66.0,1006.8000000000001,78.43,215.98,4.02,13.09
2024-01-04 12:30:00+05:30,18.93,69.34,0.79,69.3,1005.8,78.3,211.1,6.65,13.22
2024-01-04 13:30:00+05:30,20.45,63.37,0.29,36.5,1004.9,71.72,174.98,4.26,13.28
2024-01-04 14:30:00+05:30,21.03,61.04,0.65,24.6,1004.2,56.85,118.55,0.33,13.26
2024-01-04 15:30:00+05:30,20.57,63.43,1.1,46.8,1003.8,34.33,58.22,0.0,13.42
2024-01-04 16:30:00+05:30,18.24,72.88,1.43,61.6,1004.0,9.82,11.85,0.0,13.32
2024-01-04 17:30:00+05:30,16.61,79.3,1.79,69.4,1004.3000000000001,0.0,0.0,0.0,13.05
2024-01-04 18:30:00+05:30,15.87,83.06,1.84,69.6,1004.5,0.0,0.0,0.0,13.02
2024-01-04 19:30:00+05:30,15.68,83.91,1.55,70.7,1004.7,0.0,0.0,0.0,13.0
2024-01-04 20:30:00+05:30,15.57,84.52,1.23,75.9,1004.9,0.0,0.0,0.0,13.0
2024-01-04 21:30:00+05:30,15.28,86.13,0.9,78.4,1005.1,0.0,0.0,0.0,13.0
2024-01-04 22:30:00+05:30,15.38,85.58,0.66,79.5,1005.1,0.0,0.0,0.0,13.01
2024-01-04 23:30:00+05:30,15.04,87.57,0.51,93.4,1005.1999999999999,0.0,0.0,0.0,13.02
2024-01-05 00:30:00+05:30,14.56,90.42,0.52,110.2,1005.1,0.0,0.0,0.01,13.04
2024-01-05 01:30:00+05:30,13.92,94.43,0.62,137.0,1004.9,0.0,0.0,0.05,13.06
2024-01-05 02:30:00+05:30,13.06,99.87,0.79,161.6,1005.0,0.0,0.0,0.31,13.06
2024-01-05 03:30:00+05:30,12.74,100.0,0.93,167.6,1005.0,0.0,0.0,1.28,12.92
2024-01-05 04:30:00+05:30,12.59,100.0,0.93,164.5,1005.6,0.0,0.0,4.71,12.73
2024-01-05 05:30:00+05:30,12.46,100.0,0.8,152.5,1006.2,0.0,0.0,7.02,12.55
2024-01-05 06:30:00+05:30,12.52,99.27,0.84,126.7,1007.0,3.47,5.1,7.18,12.43
2024-01-05 07:30:00+05:30,13.81,92.94,1.17,108.0,1007.9000000000001,25.45,49.62,7.18,12.72
2024-01-05 08:30:00+05:30,15.75,85.21,1.66,100.1,1008.7,52.38,123.53,2.44,13.3
2024-01-05 09:30:00+05:30,17.97,75.89,2.06,99.5,1008.8,77.28,203.95,3.84,13.68
2024-01-05 10:30:00+05:30,19.62,68.81,2.07,98.1,1007.9000000000001,63.3,267.08,5.63,13.77
2024-01-05 11:30:00+05:30,20.81,64.11,2.0,98.9,1006.5999999999999,94.5,283.4,4.93,13.8
2024-01-05 12:30:00+05:30,21.55,61.37,1.78,91.9,1005.3,72.45,266.98,2.42,13.84
2024-01-05 13:30:00+05:30,22.0,59.47,1.39,73.3,1004.5,61.42,215.5,0.55,13.78
2024-01-05 14:30:00+05:30,21.89,59.48,1.55,41.6,1004.0,45.1,143.18,0.08,13.68
2024-01-05 15:30:00+05:30,20.83,64.25,2.03,20.1,1004.0,24.95,68.93,0.01,13.86
2024-01-05 16:30:00+05:30,18.73,75.66,1.88,4.0,1004.5,4.72,13.52,0.02,14.37
2024-01-05 17:30:00+05:30,17.54,82.5,2.19,357.6,1005.5,0.0,0.0,0.04,14.56
2024-01-05 18:30:00+05:30,16.8,87.28,2.13,7.6,1006.4,0.0,0.0,0.05,14.71
2024-01-05 19:30:00+05:30,16.34,90.08,2.01,27.8,1006.8000000000001,0.0,0.0,0.06,14.74
2024-01-05 20:30:00+05:30,15.95,92.45,1.51,42.3,1006.9,0.0,0.0,0.05,14.74
2024-01-05 21:30:00+05:30,15.73,93.77,1.16,50.3,1007.0,0.0,0.0,0.15,14.75
2024-01-05 22:30:00+05:30,15.59,94.71,0.93,44.6,1007.0999999999999,0.0,0.0,0.47,14.77
2024-01-05 23:30:00+05:30,15.46,95.42,0.78,24.9,1007.0999999999999,0.0,0.0,1.37,14.75
2024-01-06 00:30:00+05:30,15.18,96.57,0.85,23.6,1006.9,0.0,0.0,2.89,14.66
2024-01-06 01:30:00+05:30,14.89,97.6,1.07,24.2,1006.5,0.0,0.0,4.37,14.55
2024-01-06 02:30:00+05:30,14.66,98.25,1.3,33.1,1006.1,0.0,0.0,4.79,14.41
2024-01-06 03:30:00+05:30,14.34,99.02,1.54,47.1,1005.9000000000001,0.0,0.0,4.41,14.21
2024-01-06 04:30:00+05:30,13.83,100.0,1.8,57.0,1006.1,0.0,0.0,5.55,13.93
2024-01-06 05:30:00+05:30,13.4,100.0,1.94,67.3,1006.5,0.0,0.0,7.15,13.65
2024-01-06 06:30:00+05:30,13.62,99.78,1.82,76.3,1007.0999999999999,2.55,5.62,5.37,13.62
2024-01-06 07:30:00+05:30,15.07,93.53,2.5,89.3,1008.0,17.1,56.15,2.51,14.06
2024-01-06 08:30:00+05:30,16.38,88.83,2.24,109.3,1008.9,32.83,142.52,0.0,14.56
2024-01-06 09:30:00+05:30,18.24,80.42,2.06,134.2,1008.9,42.45,239.95,0.0,14.84
2024-01-06 10:30:00+05:30,20.18,70.39,1.7,161.9,1008.0,70.75,317.9,0.0,14.64
2024-01-06 11:30:00+05:30,21.81,62.02,1.41,206.6,1006.9,38.35,185.52,0.0,14.25
2024-01-06 12:30:00+05:30,22.92,56.88,1.68,252.3,1005.6999999999999,46.12,181.07,0.0,13.96
2024-01-06 13:30:00+05:30,23.34,54.78,2.25,283.4,1004.7,40.7,149.6,0.0,13.77
2024-01-06 14:30:00+05:30,23.27,54.83,3.05,305.5,1004.3000000000001,22.83,101.15,0.0,13.71
2024-01-06 15:30:00+05:30,22.08,59.19,3.58,323.7,1004.5999999999999,14.65,50.17,0.0,13.78
2024-01-06 16:30:00+05:30,20.12,67.88,3.34,341.5,1005.1999999999999,4.15,10.68,0.0,14.03
2024-01-06 17:30:00+05:30,18.69,73.45,3.9,352.9,1006.1,0.0,0.0,0.0,13.87
2024-01-06 18:30:00+05:30,17.7,77.44,3.57,358.9,1006.9,0.0,0.0,0.0,13.72
2024-01-06 19:30:00+05:30,16.77,81.26,2.77,0.6,1007.5,0.0,0.0,0.0,13.57
2024-01-06 20:30:00+05:30,15.91,85.06,2.06,357.2,1007.6999999999999,0.0,0.0,0.0,13.43
2024-01-06 21:30:00+05:30,15.1,88.66,1.85,348.4,1007.6999999999999,0.0,0.0,0.0,13.27
2024-01-06 22:30:00+05:30,14.48,91.58,1.82,338.1,1007.4,0.0,0.0,0.0,13.15
2024-01-06 23:30:00+05:30,13.91,94.71,1.82,328.5,1007.3000000000001,0.0,0.0,0.0,13.11
2024-01-07 00:30:00+05:30,13.33,98.24,1.89,321.4,1007.2,0.0,0.0,0.0,13.08
2024-01-07 01:30:00+05:30,12.75,100.0,2.02,320.6,1007.0999999999999,0.0,0.0,0.0,13.05
2024-01-07 02:30:00+05:30,12.25,100.0,2.07,326.6,1007.0999999999999,0.0,0.0,0.0,12.99
2024-01-07 03:30:00+05:30,11.79,100.0,2.09,335.6,1007.3000000000001,0.0,0.0,0.0,12.89
2024-01-07 04:30:00+05:30,11.42,100.0,2.08,344.4,1007.8,0.0,0.0,0.0,12.63
2024-01-07 05:30:00+05:30,11.1,100.0,2.03,352.9,1008.5,0.0,0.0,0.0,12.35
2024-01-07 06:30:00+05:30,11.27,100.0,1.81,3.5,1009.3000000000001,5.68,5.9,0.0,12.07
2024-01-07 07:30:00+05:30,13.67,88.98,1.97,15.0,1010.1,50.55,59.5,0.0,11.92
2024-01-07 08:30:00+05:30,16.49,74.86,1.44,27.6,1010.9000000000001,118.1,153.02,0.0,12.03
2024-01-07 09:30:00+05:30,19.9,61.33,0.95,22.8,1011.0,179.75,250.48,0.0,12.27
2024-01-07 10:30:00+05:30,22.16,52.43,0.74,294.8,1010.1,265.83,332.17,0.0,12.0
2024-01-07 11:30:00+05:30,23.58,46.23,1.63,279.9,1008.8,405.8,504.23,0.0,11.4
2024-01-07 12:30:00+05:30,24.2,43.1,2.15,284.8,1007.6,332.42,480.2,0.0,10.91
2024-01-07 13:30:00+05:30,24.31,41.57,2.4,291.2,1006.5999999999999,242.8,396.45,0.0,10.45
2024-01-07 14:30:00+05:30,24.12,41.0,2.59,298.6,1006.0,173.6,276.75,0.0,10.08
2024-01-07 15:30:00+05:30,23.1,43.99,2.41,308.3,1005.8,81.22,134.85,0.0,10.21
2024-01-07 16:30:00+05:30,19.47,59.98,2.13,324.4,1005.8,15.95,26.02,0.0,11.52
2024-01-07 17:30:00+05:30,17.32,62.9,2.57,332.1,1005.9000000000001,0.0,0.0,0.0,10.22
2024-01-07 18:30:00+05:30,16.37,64.6,2.68,334.6,1006.2,0.0,0.0,0.0,9.72
2024-01-07 19:30:00+05:30,15.52,66.31,2.72,333.6,1006.5999999999999,0.0,0.0,0.0,9.29
2024-01-07 20:30:00+05:30,14.75,67.79,2.76,330.9,1006.8000000000001,0.0,0.0,0.0,8.87
2024-01-07 21:30:00+05:30,14.08,69.0,2.76,327.9,1006.9,0.0,0.0,0.0,8.5
2024-01-07 22:30:00+05:30,13.44,70.27,2.76,326.4,1007.0,0.0,0.0,0.0,8.17
2024-01-07 23:30:00+05:30,12.84,71.68,2.74,326.8,1007.0,0.0,0.0,0.0,7.88
2024-01-08 00:30:00+05:30,12.25,73.28,2.66,328.2,1007.0999999999999,0.0,0.0,0.0,7.63
2024-01-08 01:30:00+05:30,11.67,74.97,2.56,329.4,1007.2,0.0,0.0,0.0,7.4
2024-01-08 02:30:00+05:30,11.12,76.55,2.37,332.4,1007.3000000000001,0.0,0.0,0.0,7.17
2024-01-08 03:30:00+05:30,10.63,77.71,2.13,337.0,1007.4,0.0,0.0,0.0,6.93
2024-01-08 04:30:00+05:30,10.34,77.86,1.83,341.2,1007.8,0.0,0.0,0.0,6.68
2024-01-08 05:30:00+05:30,10.31,76.91,1.47,344.2,1008.5,0.0,0.0,0.0,6.46
2024-01-08 06:30:00+05:30,10.52,75.4,1.08,347.8,1009.4,8.4,9.65,0.0,6.38
2024-01-08 07:30:00+05:30,12.26,66.91,0.79,353.4,1010.4000000000001,91.45,103.6,0.0,6.32
2024-01-08 08:30:00+05:30,14.62,58.29,0.2,2.9,1011.2,214.52,250.73,0.0,6.55
2024-01-08 09:30:00+05:30,19.75,45.78,0.58,312.2,1011.5,355.27,395.02,0.0,7.75
2024-01-08 10:30:00+05:30,22.75,40.55,1.26,310.2,1010.6,489.0,497.27,0.0,8.67
2024-01-08 11:30:00+05:30,24.28,37.15,1.56,314.7,1009.4,495.52,500.98,0.0,8.74
2024-01-08 12:30:00+05:30,25.27,34.57,1.83,315.7,1008.1,471.6,476.02,0.0,8.57
2024-01-08 13:30:00+05:30,25.69,33.26,2.01,318.6,1007.4,381.2,382.7,0.0,8.36
2024-01-08 14:30:00+05:30,25.17,33.88,2.2,323.7,1006.8000000000001,263.12,264.65,0.0,8.18
2024-01-08 15:30:00+05:30,23.85,40.83,1.73,330.6,1006.5,149.57,150.6,0.0,9.68
2024-01-08 16:30:00+05:30,20.79,52.18,1.75,339.6,1006.3,27.1,27.25,0.0,10.62
2024-01-08 17:30:00+05:30,19.35,51.63,1.88,343.0,1006.5,0.0,0.0,0.0,9.16
2024-01-08 18:30:00+05:30,18.58,52.69,1.9,343.2,1006.9,0.0,0.0,0.0,8.75
2024-01-08 19:30:00+05:30,17.82,53.88,1.92,340.5,1007.4,0.0,0.0,0.0,8.38
2024-01-08 20:30:00+05:30,17.26,54.44,1.85,334.0,1007.5,0.0,0.0,0.0,8.02
2024-01-08 21:30:00+05:30,16.91,54.16,1.67,324.5,1007.5,0.0,0.0,0.0,7.6
2024-01-08 22:30:00+05:30,16.5,54.73,1.51,313.7,1007.5,0.0,0.0,0.0,7.38
2024-01-08 23:30:00+05:30,16.03,56.13,1.33,303.7,1007.5,0.0,0.0,0.0,7.31
2024-01-09 00:30:00+05:30,15.56,57.67,1.12,294.3,1007.5,0.0,0.0,0.0,7.28
2024-01-09 01:30:00+05:30,15.47,57.81,0.97,284.3,1007.3000000000001,0.0,0.0,0.0,7.22
2024-01-09 02:30:00+05:30,14.89,59.99,0.94,279.2,1007.0,0.0,0.0,0.0,7.22
2024-01-09 03:30:00+05:30,13.92,63.96,1.01,280.3,1006.7,0.0,0.0,0.0,7.24
2024-01-09 04:30:00+05:30,13.35,66.38,1.03,283.0,1006.8000000000001,0.0,0.0,0.0,7.24
2024-01-09 05:30:00+05:30,13.15,67.06,0.86,280.7,1007.0999999999999,0.0,0.0,0.0,7.2
2024-01-09 06:30:00+05:30,13.38,66.71,0.59,252.2,1007.5,8.65,9.25,0.0,7.33
2024-01-09 07:30:00+05:30,14.63,63.66,0.74,206.6,1007.9000000000001,78.85,96.32,0.0,7.82
2024-01-09 08:30:00+05:30,16.78,55.76,0.7,191.5,1008.6,170.25,235.73,0.0,7.91
2024-01-09 09:30:00+05:30,21.35,42.95,0.43,222.2,1008.8,245.2,366.7,0.0,8.28
2024-01-09 10:30:00+05:30,23.78,39.65,0.94,282.3,1008.1999999999999,345.75,459.23,0.0,9.27
2024-01-09 11:30:00+05:30,25.02,38.14,1.41,292.6,1007.0999999999999,325.48,391.55,0.0,9.81
2024-01-09 12:30:00+05:30,25.72,37.42,1.71,296.0,1006.2,296.17,350.58,0.0,10.14
2024-01-09 13:30:00+05:30,25.89,37.66,1.97,301.3,1005.6999999999999,258.48,264.83,0.0,10.38
2024-01-09 14:30:00+05:30,25.5,38.87,2.21,308.7,1005.5,160.9,165.02,0.0,10.52
2024-01-09 15:30:00+05:30,24.38,44.64,1.86,320.2,1005.1999999999999,82.3,83.45,0.0,11.55
2024-01-09 16:30:00+05:30,21.07,57.7,2.06,339.8,1005.3,16.15,16.55,0.0,12.42
2024-01-09 17:30:00+05:30,19.23,59.45,2.56,347.4,1005.8,0.0,0.0,0.0,11.16
2024-01-09 18:30:00+05:30,18.44,60.16,2.72,349.6,1006.4,0.0,0.0,0.0,10.6
2024-01-09 19:30:00+05:30,18.01,60.04,2.66,348.5,1006.8000000000001,0.0,0.0,0.0,10.16
2024-01-09 20:30:00+05:30,17.63,59.91,2.44,345.1,1006.8000000000001,0.0,0.0,0.0,9.78
2024-01-09 21:30:00+05:30,17.13,60.26,2.28,337.3,1006.5999999999999,0.0,0.0,0.0,9.39
2024-01-09 22:30:00+05:30,16.68,60.39,2.29,328.4,1006.3,0.0,0.0,0.0,9.0
2024-01-09 23:30:00+05:30,16.17,61.07,2.44,319.7,1006.3,0.0,0.0,0.0,8.69
2024-01-10 00:30:00+05:30,15.66,62.1,2.96,312.5,1006.4,0.0,0.0,0.0,8.46
2024-01-10 01:30:00+05:30,15.18,63.96,3.59,309.5,1006.5,0.0,0.0,0.0,8.44
2024-01-10 02:30:00+05:30,14.73,66.41,3.96,308.2,1006.3,0.0,0.0,0.0,8.58
2024-01-10 03:30:00+05:30,14.29,69.2,3.86,305.0,1006.2,0.0,0.0,0.0,8.76
2024-01-10 04:30:00+05:30,13.93,71.85,3.67,298.4,1006.3,0.0,0.0,0.0,8.97
2024-01-10 05:30:00+05:30,13.55,74.93,3.59,289.2,1006.8000000000001,0.0,0.0,0.0,9.21
2024-01-10 06:30:00+05:30,13.07,78.63,3.67,281.5,1007.2,7.35,8.07,0.0,9.46
2024-01-10 07:30:00+05:30,13.84,76.53,4.36,278.0,1007.6999999999999,57.53,87.22,0.0,9.81
2024-01-10 08:30:00+05:30,15.83,69.22,4.65,278.4,1008.1999999999999,122.03,223.02,0.0,10.24
2024-01-10 09:30:00+05:30,18.12,61.34,4.77,280.9,1008.3,167.73,361.6,0.0,10.6
2024-01-10 10:30:00+05:30,20.27,53.87,4.97,283.5,1007.4,201.3,461.58,0.0,10.64
2024-01-10 11:30:00+05:30,21.77,47.46,5.21,286.0,1006.0,186.88,412.6,0.0,10.13
2024-01-10 12:30:00+05:30,22.86,41.66,5.41,288.5,1004.8000000000001,179.62,412.2,0.0,9.18
2024-01-10 13:30:00+05:30,23.37,37.3,5.43,290.1,1003.8,194.93,351.42,0.0,8.0
2024-01-10 14:30:00+05:30,23.13,34.89,5.38,290.7,1003.5,133.75,241.77,0.0,6.8
2024-01-10 15:30:00+05:30,22.06,35.12,4.82,290.5,1003.5,79.85,125.45,0.0,5.96
2024-01-10 16:30:00+05:30,18.53,46.18,2.91,288.4,1004.0,20.55,27.2,0.0,6.78
2024-01-10 17:30:00+05:30,16.15,51.89,3.05,286.2,1004.7,0.0,0.0,0.0,6.28
2024-01-10 18:30:00+05:30,15.19,53.36,3.07,285.5,1005.5,0.0,0.0,0.0,5.81
2024-01-10 19:30:00+05:30,14.28,55.24,3.07,286.5,1006.0,0.0,0.0,0.0,5.46
2024-01-10 20:30:00+05:30,13.43,57.25,3.02,288.0,1006.4,0.0,0.0,0.0,5.18
2024-01-10 21:30:00+05:30,12.67,59.08,2.96,288.1,1006.5999999999999,0.0,0.0,0.0,4.92
2024-01-10 22:30:00+05:30,11.96,60.75,2.87,286.4,1006.4,0.0,0.0,0.0,4.64
2024-01-10 23:30:00+05:30,11.3,62.25,2.75,284.7,1006.3,0.0,0.0,0.0,4.35
2024-01-11 00:30:00+05:30,10.68,63.88,2.66,284.8,1006.5,0.0,0.0,0.0,4.16
2024-01-11 01:30:00+05:30,10.12,65.56,2.54,286.4,1006.8000000000001,0.0,0.0,0.0,3.99
2024-01-11 02:30:00+05:30,9.53,67.27,2.46,288.7,1007.0,0.0,0.0,0.0,3.8
2024-01-11 03:30:00+05:30,8.94,68.87,2.39,290.3,1007.0,0.0,0.0,0.0,3.56
2024-01-11 04:30:00+05:30,8.44,70.1,2.24,289.8,1007.3000000000001,0.0,0.0,0.0,3.33
2024-01-11 05:30:00+05:30,8.03,71.39,2.08,287.0,1008.0,0.0,0.0,0.0,3.19
2024-01-11 06:30:00+05:30,8.1,71.1,1.88,281.7,1008.7,10.05,14.07,0.0,3.18
2024-01-11 07:30:00+05:30,10.89,59.59,2.31,276.0,1009.4,81.65,162.88,0.0,3.37
2024-01-11 08:30:00+05:30,13.89,49.16,2.02,275.4,1010.1,175.48,363.95,0.0,3.42
2024-01-11 09:30:00+05:30,18.75,30.47,2.74,296.5,1010.3,263.0,537.2,0.0,1.07
2024-01-11 10:30:00+05:30,20.95,25.13,3.17,301.2,1009.5,402.75,655.42,0.0,0.29
