site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,mud_brick,0.15,brick,0.23,xps,0.15,west,1.2,1.2,0.35,2.0,34.818,35.964,0.0,13.756,22.401,0.9167
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,aerated_concrete,0.3,concrete,0.15,mineral_wool,0.05,east,1.8,0.9,0.55,5.8,36.12,38.233,0.0,13.777,22.624,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.3,eps,0.1,east,0.9,1.5,0.35,1.2,36.02,38.411,0.0,13.783,22.716,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,xps,0.05,west,1.8,1.2,0.45,1.2,36.808,38.995,0.0,13.738,21.848,0.9107
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,concrete,0.15,aerated_concrete,0.2,sheep_wool,0.1,east,0.9,0.9,0.45,1.2,35.659,37.372,0.0,13.76,22.58,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,mud_brick,0.45,puf_sandwich_panel,0.15,eps,0.025,east,1.5,1.2,0.75,3.5,35.988,37.608,0.0,13.73,21.746,0.9048
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,rammed_earth,0.3,concrete,0.1,xps,0.1,north,0.9,0.9,0.45,1.6,34.842,35.968,0.0,13.74,21.807,0.9048
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,stone,0.15,timber,0.15,sheep_wool,0.15,north,1.2,0.9,0.45,5.8,35.336,36.854,0.0,13.754,21.62,0.9167
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,aerated_concrete,0.3,puf_sandwich_panel,0.15,xps,0.05,west,0.6,0.6,0.65,1.2,34.581,36.308,0.0,13.805,23.801,0.9464
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,aerated_concrete,0.2,concrete,0.15,xps,0.15,north,0.9,1.2,0.65,1.6,34.713,36.119,0.0,13.791,25.007,0.9405
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,plywood,0.05,brick,0.115,eps,0.2,south,1.5,1.5,0.35,2.0,35.044,37.567,0.0,13.861,23.835,0.9643
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.05,concrete,0.1,mineral_wool,0.15,west,0.9,1.5,0.45,2.6,34.668,36.846,0.006,13.876,24.083,0.9643
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,rammed_earth,0.3,brick,0.23,mineral_wool,0.05,west,1.5,0.6,0.35,2.0,35.527,36.958,0.0,13.736,21.354,0.9048
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,mud_brick,0.3,gi_sheet,0.002,eps,0.05,north,0.6,0.6,0.55,2.6,35.407,36.817,0.0,13.741,21.608,0.9107
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,rammed_earth,0.3,brick,0.115,mineral_wool,0.05,west,1.8,0.6,0.75,2.0,36.155,37.886,0.0,13.74,21.665,0.9107
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.3,xps,0.05,north,0.9,1.2,0.45,1.2,36.621,39.609,0.0,13.784,22.236,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,brick,0.115,stone,0.3,sheep_wool,0.1,north,1.2,0.6,0.55,3.5,35.435,36.888,0.0,13.751,22.215,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,plywood,0.03,timber,0.15,eps,0.1,north,1.2,0.6,0.85,1.2,35.584,39.625,0.0238,13.928,24.083,0.9702
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,concrete,0.2,none,0.0,east,1.2,0.6,0.55,3.5,39.705,46.339,0.0119,13.829,23.1,0.9464
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,concrete,0.3,stone,0.15,eps,0.15,north,1.8,0.9,0.55,2.6,35.017,36.14,0.0,13.731,22.282,0.8988
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,timber,0.1,concrete,0.15,xps,0.1,south,1.5,1.5,0.85,3.5,36.714,39.794,0.0,13.814,23.65,0.9464
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,timber,0.2,stone,0.15,eps,0.2,west,1.5,0.9,0.65,2.6,35.69,37.812,0.0,13.785,23.722,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,concrete,0.3,brick,0.23,xps,0.05,west,1.8,0.6,0.55,5.8,35.768,37.353,0.0,13.731,20.644,0.8929
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,timber,0.15,sheep_wool,0.05,south,0.9,0.9,0.55,3.5,34.987,38.563,0.0357,13.954,25.265,0.9762
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,timber,0.15,gi_sheet,0.002,xps,0.1,east,0.9,1.5,0.85,2.6,36.015,38.799,0.0,13.856,24.444,0.9583
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,brick,0.345,stone,0.15,xps,0.05,east,0.6,1.2,0.35,2.0,35.473,36.878,0.0,13.732,21.2,0.8929
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,stone,0.3,aerated_concrete,0.1,xps,0.05,west,1.2,0.6,0.75,3.5,35.663,37.15,0.0,13.73,20.638,0.8929
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,aerated_concrete,0.2,mud_brick,0.25,xps,0.1,north,1.2,1.5,0.45,1.2,35.282,36.872,0.0,13.782,23.451,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,brick,0.345,mud_brick,0.15,none,0.0,north,1.8,0.9,0.65,1.6,39.238,42.523,0.0,13.734,21.479,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,gi_sheet,0.002,mud_brick,0.25,xps,0.1,west,1.2,0.6,0.55,1.2,36.29,39.739,0.0,13.817,23.418,0.9464
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,stone,0.15,aerated_concrete,0.1,eps,0.1,east,0.6,0.9,0.55,3.5,35.447,37.005,0.0,13.755,22.144,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,plywood,0.019,timber,0.1,sheep_wool,0.1,north,1.5,0.9,0.85,1.2,36.601,41.508,0.0357,13.963,23.999,0.9762
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,plywood,0.012,aerated_concrete,0.1,eps,0.05,north,1.8,0.6,0.45,2.6,36.363,41.751,0.0714,13.979,22.958,0.9762
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,mud_brick,0.45,rcc_slab,0.2,mineral_wool,0.05,south,1.5,1.2,0.75,5.8,37.019,39.32,0.0,13.726,21.372,0.8869
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,stone,0.15,puf_sandwich_panel,0.075,mineral_wool,0.15,south,0.6,1.2,0.55,1.2,35.263,36.77,0.0,13.756,22.796,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,concrete,0.2,concrete,0.2,eps,0.025,south,1.5,0.6,0.55,5.8,37.509,40.082,0.0,13.741,20.9,0.9167
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,stone,0.15,timber,0.1,sheep_wool,0.15,west,1.2,0.9,0.55,1.6,35.293,36.652,0.0,13.756,22.339,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,aerated_concrete,0.3,concrete,0.1,sheep_wool,0.15,south,0.6,1.5,0.35,2.6,34.67,36.148,0.0,13.784,23.328,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,mud_brick,0.3,timber,0.15,sheep_wool,0.1,south,1.2,0.6,0.45,2.0,34.965,36.166,0.0,13.74,21.758,0.9048
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,mud_brick,0.15,stone,0.15,mineral_wool,0.1,east,1.5,1.5,0.65,1.2,36.094,37.864,0.0,13.758,25.081,0.9286
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,brick,0.115,mineral_wool,0.05,north,0.6,0.6,0.75,2.0,35.05,37.802,0.0179,13.889,24.673,0.9643
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,stone,0.3,mineral_wool,0.1,east,1.8,1.5,0.75,3.5,38.782,43.086,0.0,13.786,25.304,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,plywood,0.05,concrete,0.15,eps,0.1,east,1.2,1.2,0.75,1.2,36.317,39.146,0.0,13.833,24.31,0.9524
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,aerated_concrete,0.1,puf_sandwich_panel,0.1,sheep_wool,0.15,north,1.2,0.6,0.55,1.2,34.501,36.82,0.0179,13.899,24.229,0.9702
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,plywood,0.03,concrete,0.1,eps,0.15,east,0.9,0.9,0.55,5.8,35.161,38.012,0.0179,13.869,23.678,0.9643
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,plywood,0.05,puf_sandwich_panel,0.1,eps,0.025,south,0.9,0.9,0.35,3.5,36.085,41.733,0.0655,13.969,22.757,0.9702
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,concrete,0.3,timber,0.1,xps,0.15,west,1.8,0.9,0.45,3.5,35.02,36.145,0.0,13.735,21.393,0.8988
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,plywood,0.03,mud_brick,0.25,mineral_wool,0.15,south,0.6,0.6,0.55,3.5,34.734,36.656,0.0,13.812,23.476,0.9464
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,brick,0.115,puf_sandwich_panel,0.075,mineral_wool,0.15,south,0.9,1.2,0.65,2.6,35.169,36.914,0.0,13.789,23.165,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,rammed_earth,0.3,aerated_concrete,0.1,xps,0.05,north,0.6,1.5,0.65,1.6,35.695,37.246,0.0,13.743,21.736,0.9107
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,concrete,0.15,puf_sandwich_panel,0.05,sheep_wool,0.1,west,0.9,0.6,0.35,2.6,35.387,37.121,0.0,13.764,22.177,0.9226
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,puf_sandwich_panel,0.15,xps,0.15,north,1.8,0.6,0.45,2.0,33.861,36.521,0.1131,14.021,24.879,0.9821
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,rammed_earth,0.45,puf_sandwich_panel,0.05,mineral_wool,0.1,south,1.8,0.6,0.35,2.6,34.388,35.224,0.0,13.731,20.948,0.875
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,135.0,concrete,0.3,gi_sheet,0.002,xps,0.1,north,0.6,0.9,0.35,5.8,34.739,35.772,0.0,13.735,21.125,0.8929
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,180.0,gi_sheet,0.002,stone,0.3,sheep_wool,0.1,south,0.9,1.2,0.65,1.2,35.919,38.133,0.0,13.783,22.414,0.9345
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,90.0,plywood,0.012,timber,0.1,sheep_wool,0.15,north,1.5,1.5,0.55,3.5,36.299,40.778,0.0417,13.97,23.61,0.9762
Jaisalmer,26.9157,70.9083,hot_dry,3.0,3.0,2.6,45.0,concrete,0.15,brick,0.115,eps,0.2,north,1.5,0.9,0.85,5.8,35.893,37.618,0.0,13.756,22.104,0.9226
