site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.3,timber,0.15,eps,0.15,south,1.5,0.9,0.75,1.2,34.992,36.758,0.0655,24.449,31.344,0.75
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,stone,0.3,aerated_concrete,0.2,eps,0.05,south,1.5,1.5,0.55,1.2,35.249,37.563,0.0833,24.416,29.742,0.881
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.45,concrete,0.1,mineral_wool,0.05,north,0.6,1.2,0.65,5.8,34.346,36.358,0.0952,24.414,28.69,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,stone,0.45,puf_sandwich_panel,0.15,eps,0.15,north,0.9,0.9,0.85,5.8,33.501,35.313,0.2024,24.411,28.087,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.3,mud_brick,0.25,sheep_wool,0.15,north,0.9,0.6,0.35,5.8,34.022,35.381,0.0774,24.435,29.58,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,brick,0.23,mud_brick,0.15,eps,0.1,east,1.2,1.5,0.55,2.6,35.914,38.43,0.0774,24.423,30.049,0.869
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,concrete,0.15,gi_sheet,0.002,xps,0.05,east,1.5,1.2,0.85,1.6,37.063,39.965,0.0595,24.433,30.515,0.8512
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.45,timber,0.15,none,0.0,south,1.8,1.2,0.75,1.6,36.05,38.7,0.0774,24.415,30.009,0.8452
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,rammed_earth,0.15,concrete,0.15,xps,0.1,west,0.6,0.6,0.75,1.2,34.984,36.987,0.0774,24.43,29.577,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,plywood,0.03,aerated_concrete,0.2,xps,0.05,south,1.2,0.6,0.45,1.6,35.915,39.834,0.0536,24.51,30.232,0.8393
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,stone,0.3,mud_brick,0.25,mineral_wool,0.15,north,1.2,0.6,0.85,2.0,33.968,35.867,0.1131,24.413,28.567,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,brick,0.115,timber,0.1,none,0.0,north,0.6,1.5,0.55,1.2,38.328,44.138,0.0536,24.444,30.123,0.7619
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,aerated_concrete,0.2,gi_sheet,0.002,eps,0.05,north,1.5,1.2,0.65,3.5,36.505,39.605,0.0536,24.471,30.468,0.8393
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.3,concrete,0.2,sheep_wool,0.05,south,1.8,0.9,0.85,1.2,37.486,41.007,0.0655,24.436,30.72,0.8274
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.1,concrete,0.15,eps,0.05,north,1.8,1.2,0.85,1.2,36.903,40.066,0.0536,24.458,32.328,0.5
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,brick,0.115,stone,0.15,sheep_wool,0.1,west,0.6,1.5,0.65,2.0,35.438,37.445,0.0655,24.433,29.821,0.994
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,timber,0.2,stone,0.3,sheep_wool,0.1,south,1.8,0.6,0.85,5.8,35.843,38.384,0.0714,24.432,30.236,0.869
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,timber,0.15,mineral_wool,0.05,south,1.5,0.9,0.35,5.8,35.326,38.879,0.0536,24.525,30.229,0.8929
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.15,eps,0.1,south,0.6,0.9,0.85,2.6,34.904,37.756,0.0536,24.577,30.595,0.8631
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,brick,0.345,brick,0.115,xps,0.15,east,0.6,1.2,0.55,1.6,34.101,35.94,0.1012,24.417,29.075,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.075,rcc_slab,0.25,mineral_wool,0.1,west,1.2,1.5,0.65,3.5,36.629,40.093,0.0595,24.454,31.152,0.756
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,plywood,0.03,timber,0.15,xps,0.15,south,0.9,0.9,0.35,2.0,35.076,37.878,0.0536,24.513,30.291,0.9345
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.3,brick,0.115,xps,0.15,west,1.8,1.5,0.55,5.8,36.765,40.324,0.0655,24.444,30.711,0.8274
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.075,puf_sandwich_panel,0.1,none,0.0,north,1.5,1.2,0.65,5.8,36.221,41.184,0.0476,24.583,30.398,0.7857
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,puf_sandwich_panel,0.15,eps,0.05,south,1.2,1.2,0.65,2.0,36.386,42.474,0.0476,24.578,31.066,0.7083
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,concrete,0.1,mud_brick,0.15,eps,0.05,south,0.6,1.2,0.45,3.5,35.864,38.317,0.0655,24.435,29.635,0.9643
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,brick,0.115,mineral_wool,0.05,south,0.6,0.9,0.75,3.5,35.228,37.708,0.0536,24.495,30.886,0.7857
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,mud_brick,0.15,rcc_slab,0.15,eps,0.05,east,1.5,1.5,0.35,3.5,35.862,38.27,0.0655,24.431,29.771,0.9286
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,brick,0.345,gi_sheet,0.002,xps,0.05,west,1.5,0.9,0.75,1.2,35.483,37.733,0.0714,24.419,29.572,0.9643
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,gi_sheet,0.002,eps,0.1,south,0.9,0.6,0.55,1.6,34.762,36.614,0.0774,24.426,29.654,0.9702
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,plywood,0.019,rcc_slab,0.1,sheep_wool,0.1,south,0.6,1.5,0.35,3.5,35.718,39.129,0.0536,24.49,30.242,0.869
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,rcc_slab,0.25,eps,0.1,west,0.6,1.2,0.85,1.6,34.966,36.676,0.0595,24.455,30.418,0.9345
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.115,eps,0.05,west,1.8,0.6,0.85,2.6,37.01,41.99,0.0536,24.498,31.425,0.6548
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,brick,0.345,stone,0.3,eps,0.025,north,0.6,1.2,0.85,5.8,35.535,37.999,0.0774,24.414,28.89,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,gi_sheet,0.002,sheep_wool,0.15,north,1.5,1.2,0.85,3.5,35.749,39.653,0.0476,24.561,32.569,0.5357
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,rammed_earth,0.3,stone,0.15,eps,0.05,south,1.2,0.9,0.75,3.5,35.438,37.684,0.0774,24.419,29.214,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,plywood,0.03,rcc_slab,0.15,eps,0.1,east,1.2,0.9,0.85,2.6,36.128,38.923,0.0536,24.471,30.687,0.8155
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,mud_brick,0.15,sheep_wool,0.1,west,1.8,0.9,0.75,1.6,36.54,39.96,0.0536,24.486,30.977,0.756
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.1,aerated_concrete,0.2,sheep_wool,0.1,south,0.9,1.2,0.55,1.6,35.541,38.167,0.0595,24.48,30.428,0.9107
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,concrete,0.1,aerated_concrete,0.1,xps,0.05,east,1.8,0.9,0.35,2.0,36.023,38.721,0.0595,24.444,30.168,0.881
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,stone,0.15,mud_brick,0.25,xps,0.15,west,0.9,0.9,0.65,2.0,34.533,36.222,0.0774,24.422,29.204,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.1,stone,0.3,sheep_wool,0.1,south,0.6,1.5,0.55,2.0,35.088,37.02,0.0714,24.437,29.861,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,mud_brick,0.3,brick,0.115,eps,0.05,north,1.2,0.9,0.35,5.8,34.823,36.721,0.0774,24.42,29.189,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,timber,0.15,aerated_concrete,0.1,eps,0.025,north,0.6,0.6,0.65,3.5,35.769,38.637,0.0595,24.473,30.121,0.8929
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.25,xps,0.15,west,1.8,1.5,0.45,1.6,35.002,37.632,0.0952,24.414,29.298,0.9524
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,concrete,0.2,aerated_concrete,0.2,xps,0.05,west,1.5,1.5,0.65,2.6,37.239,40.625,0.0714,24.425,30.497,0.8274
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.115,eps,0.025,west,0.9,0.9,0.35,2.0,36.965,42.123,0.0536,24.49,29.892,0.7976
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.2,timber,0.15,eps,0.05,east,1.2,0.6,0.35,1.6,35.087,37.179,0.0595,24.462,30.124,0.9286
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,concrete,0.1,mud_brick,0.15,xps,0.15,west,0.6,1.5,0.55,2.6,34.94,36.667,0.0655,24.435,29.765,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.15,gi_sheet,0.002,eps,0.1,south,1.2,1.2,0.75,1.2,36.362,39.554,0.0536,24.48,30.858,0.7976
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.1,mud_brick,0.25,xps,0.15,east,0.9,0.9,0.75,1.6,35.027,36.988,0.0655,24.449,30.746,0.8512
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,rammed_earth,0.15,rcc_slab,0.15,eps,0.15,south,1.2,0.9,0.55,1.2,34.767,36.554,0.0774,24.431,30.191,0.875
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,mud_brick,0.15,mud_brick,0.25,eps,0.025,west,1.2,0.9,0.35,2.0,36.06,38.555,0.0655,24.428,29.59,0.9405
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.45,mud_brick,0.25,mineral_wool,0.05,east,1.5,1.2,0.45,1.2,34.549,36.747,0.0952,24.413,28.829,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,rammed_earth,0.15,concrete,0.2,none,0.0,east,0.9,0.6,0.45,3.5,38.577,43.502,0.0595,24.429,29.707,0.8274
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,plywood,0.019,mud_brick,0.15,eps,0.025,west,1.2,1.5,0.65,5.8,37.328,42.31,0.0536,24.482,30.208,0.7738
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.05,gi_sheet,0.002,none,0.0,north,0.9,0.9,0.65,2.0,39.636,52.776,0.0774,24.575,30.859,0.6726
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,rammed_earth,0.15,concrete,0.1,mineral_wool,0.05,north,1.5,1.2,0.85,1.6,36.617,39.245,0.0595,24.434,30.646,0.8393
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,mud_brick,0.3,brick,0.115,mineral_wool,0.1,east,0.9,1.2,0.75,1.2,34.691,36.633,0.0833,24.419,29.563,0.9702
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.075,concrete,0.15,sheep_wool,0.1,north,1.2,1.5,0.85,3.5,36.488,39.396,0.0536,24.477,30.92,0.7619
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,rcc_slab,0.15,xps,0.05,west,0.6,0.9,0.55,1.6,35.075,37.181,0.0595,24.476,30.449,0.9167
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.2,brick,0.115,mineral_wool,0.05,north,0.6,0.9,0.75,2.6,35.361,37.502,0.0655,24.451,30.468,0.869
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.15,brick,0.23,sheep_wool,0.1,north,1.2,0.9,0.35,2.6,35.077,37.077,0.0774,24.428,29.57,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,rammed_earth,0.45,timber,0.15,xps,0.05,north,1.8,1.5,0.85,2.0,35.714,38.263,0.0774,24.416,30.109,0.8393
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,plywood,0.05,brick,0.115,sheep_wool,0.15,north,0.6,1.2,0.55,1.2,35.2,37.477,0.0595,24.482,30.377,0.9226
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.1,stone,0.15,eps,0.2,south,1.5,0.6,0.85,1.2,35.079,37.211,0.0595,24.469,31.462,0.6905
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,rammed_earth,0.15,mud_brick,0.15,eps,0.2,west,1.2,0.9,0.65,2.0,35.487,37.827,0.0774,24.432,30.267,0.875
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,timber,0.2,brick,0.23,eps,0.2,north,1.5,0.9,0.85,3.5,34.927,36.651,0.0655,24.441,31.12,0.7917
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,brick,0.115,none,0.0,south,0.9,1.2,0.85,2.0,39.091,43.701,0.0595,24.424,30.479,0.7976
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,aerated_concrete,0.1,mud_brick,0.25,mineral_wool,0.1,east,1.8,0.6,0.85,2.0,36.375,39.449,0.0655,24.449,30.918,0.8155
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,brick,0.115,concrete,0.1,mineral_wool,0.15,north,0.9,1.2,0.55,2.6,34.9,36.658,0.0714,24.437,30.268,0.881
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,aerated_concrete,0.3,mud_brick,0.25,mineral_wool,0.15,south,0.6,1.5,0.85,1.6,34.928,36.803,0.0774,24.434,30.676,0.8155
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,plywood,0.03,puf_sandwich_panel,0.15,xps,0.15,north,1.2,1.2,0.65,2.0,35.467,38.748,0.0536,24.545,31.055,0.7083
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,gi_sheet,0.002,stone,0.3,eps,0.1,west,1.2,0.6,0.45,5.8,35.101,37.051,0.0655,24.442,29.481,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,concrete,0.2,gi_sheet,0.002,xps,0.15,south,0.6,1.2,0.35,2.6,34.432,36.09,0.0833,24.425,29.24,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,timber,0.15,concrete,0.15,eps,0.05,west,1.5,1.5,0.75,5.8,37.931,42.742,0.0595,24.452,31.158,0.7083
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,aerated_concrete,0.1,eps,0.2,south,1.2,1.5,0.65,5.8,35.971,39.899,0.0536,24.541,30.5,0.8214
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,timber,0.1,timber,0.1,xps,0.15,south,1.5,0.9,0.75,5.8,35.774,39.073,0.0595,24.487,31.297,0.7143
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,rammed_earth,0.3,concrete,0.15,eps,0.2,west,1.5,0.9,0.85,5.8,34.704,36.586,0.0774,24.419,29.188,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,rammed_earth,0.45,aerated_concrete,0.2,xps,0.15,east,1.8,1.2,0.55,5.8,35.032,37.41,0.0893,24.415,29.149,0.9643
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.3,mineral_wool,0.15,south,1.2,0.6,0.35,2.0,34.994,37.088,0.0714,24.441,29.89,0.9226
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,puf_sandwich_panel,0.05,mineral_wool,0.15,south,0.9,1.5,0.55,2.6,34.934,36.886,0.0774,24.427,30.103,0.869
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,stone,0.15,xps,0.1,north,0.6,0.6,0.55,1.2,34.363,36.067,0.0893,24.421,29.171,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,concrete,0.2,rcc_slab,0.15,mineral_wool,0.1,north,0.6,1.5,0.45,1.6,34.955,36.94,0.0833,24.421,29.324,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,stone,0.15,timber,0.1,eps,0.025,east,0.9,1.5,0.55,2.6,36.444,39.31,0.0655,24.429,29.601,0.9226
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,rammed_earth,0.3,puf_sandwich_panel,0.15,eps,0.025,north,1.5,0.6,0.65,1.6,35.182,37.206,0.0714,24.422,29.233,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,stone,0.15,brick,0.23,xps,0.05,east,1.2,0.9,0.75,1.6,35.823,38.192,0.0714,24.423,29.652,0.9583
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,plywood,0.012,timber,0.1,sheep_wool,0.05,west,1.2,0.9,0.55,1.6,36.456,41.393,0.0536,24.54,30.295,0.7738
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,gi_sheet,0.002,brick,0.115,mineral_wool,0.15,south,1.8,0.6,0.45,3.5,35.859,39.424,0.0595,24.483,30.204,0.875
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,plywood,0.03,gi_sheet,0.002,eps,0.1,south,0.9,0.9,0.85,1.2,35.766,39.597,0.0536,24.544,31.32,0.6845
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,stone,0.45,gi_sheet,0.002,sheep_wool,0.05,west,0.9,1.5,0.85,1.2,34.968,37.466,0.0893,24.411,28.56,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,plywood,0.03,gi_sheet,0.002,mineral_wool,0.15,west,1.5,0.9,0.85,1.2,36.284,40.06,0.0476,24.531,30.997,0.7202
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.45,brick,0.23,sheep_wool,0.05,north,1.5,0.6,0.35,1.6,34.313,36.411,0.1012,24.413,28.572,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.3,puf_sandwich_panel,0.1,sheep_wool,0.15,west,1.8,1.2,0.65,1.2,36.231,38.992,0.0774,24.422,30.523,0.7976
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,45.0,mud_brick,0.45,mud_brick,0.15,mineral_wool,0.05,west,1.5,0.9,0.55,1.2,35.018,37.512,0.0893,24.414,28.88,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,plywood,0.012,concrete,0.15,mineral_wool,0.05,east,1.2,0.9,0.55,5.8,36.448,40.21,0.0536,24.475,30.133,0.8333
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,stone,0.15,gi_sheet,0.002,eps,0.15,east,1.5,1.2,0.65,2.6,35.263,37.252,0.0714,24.43,30.426,0.8512
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,gi_sheet,0.002,aerated_concrete,0.2,sheep_wool,0.05,west,0.6,1.5,0.35,2.6,35.971,40.038,0.0536,24.511,29.868,0.8333
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,xps,0.05,north,1.5,0.6,0.55,3.5,36.109,41.132,0.0536,24.547,30.328,0.756
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,timber,0.15,puf_sandwich_panel,0.05,sheep_wool,0.05,north,0.9,0.9,0.65,2.0,35.556,38.356,0.0595,24.481,30.333,0.9048
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.3,brick,0.115,xps,0.15,east,1.2,0.9,0.65,1.6,34.623,36.209,0.0714,24.443,30.742,0.8393
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,180.0,concrete,0.2,gi_sheet,0.002,eps,0.2,west,0.9,0.6,0.85,3.5,34.383,35.932,0.0774,24.425,29.413,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.3,puf_sandwich_panel,0.1,eps,0.05,south,1.5,0.9,0.35,5.8,35.099,37.456,0.0655,24.455,29.969,0.9226
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,90.0,plywood,0.05,brick,0.23,eps,0.05,south,1.5,0.9,0.45,3.5,36.421,39.93,0.0595,24.46,30.399,0.8512
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.1,sheep_wool,0.05,south,1.5,1.5,0.85,2.0,37.259,43.74,0.0476,24.555,32.188,0.6012
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,0.0,brick,0.345,puf_sandwich_panel,0.15,sheep_wool,0.1,west,1.8,0.6,0.35,1.2,34.335,36.196,0.0952,24.419,29.211,1.0
Chennai,13.0827,80.2707,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.3,gi_sheet,0.002,xps,0.1,east,1.2,0.9,0.75,3.5,34.827,36.761,0.0833,24.421,29.847,0.8929
