site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,ach,roof_pitch_deg,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.05,xps,0.05,east,1.2,1.2,0.45,5.8,0.5,0.0,16.663,25.845,0.369,-11.338,1.798,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,stone,0.3,timber,0.1,none,0.0,north,1.5,0.6,0.65,5.8,4.0,5.0,19.227,25.557,0.7202,-11.665,-2.93,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,concrete,0.1,eps,0.2,west,0.9,0.6,0.35,1.2,2.0,0.0,13.058,16.535,0.0,-11.484,2.358,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.012,puf_sandwich_panel,0.15,eps,0.2,north,0.9,0.6,0.75,2.6,8.0,30.0,15.999,24.964,0.2976,-11.348,-4.249,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.05,brick,0.115,mineral_wool,0.05,north,1.2,1.5,0.55,5.8,0.5,0.0,16.547,23.15,0.3333,-11.507,1.693,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.019,rcc_slab,0.2,eps,0.1,south,1.5,0.9,0.45,2.0,3.0,25.0,15.739,20.791,0.2262,-11.565,-1.043,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.345,brick,0.23,xps,0.05,east,1.5,0.6,0.75,1.6,2.0,25.0,14.893,18.238,0.0536,-11.67,-2.394,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,timber,0.1,none,0.0,east,1.2,0.9,0.45,1.2,10.0,5.0,17.271,22.428,0.4881,-11.666,-4.525,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,timber,0.1,stone,0.3,none,0.0,south,1.8,1.2,0.65,1.2,0.5,20.0,21.06,29.698,0.7738,-11.619,2.841,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,timber,0.15,sheep_wool,0.15,north,1.8,0.6,0.65,3.5,6.0,15.0,14.432,17.652,0.0,-11.669,-4.554,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.2,aerated_concrete,0.2,mineral_wool,0.15,north,1.2,0.9,0.35,1.2,6.0,0.0,14.765,19.167,0.0893,-11.565,-2.392,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.25,eps,0.2,south,0.9,1.5,0.85,3.5,2.0,20.0,13.213,15.7,0.0,-11.674,-1.48,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,brick,0.115,mineral_wool,0.15,east,1.5,0.6,0.75,1.2,6.0,20.0,15.328,20.78,0.2083,-11.504,-2.522,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.075,eps,0.05,south,1.8,0.9,0.35,3.5,0.5,30.0,16.948,26.834,0.3869,-11.362,2.336,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,aerated_concrete,0.3,gi_sheet,0.002,mineral_wool,0.05,east,0.6,0.9,0.45,3.5,0.5,0.0,14.428,18.02,0.006,-11.577,3.136,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,aerated_concrete,0.3,timber,0.15,sheep_wool,0.15,south,1.2,1.2,0.55,3.5,0.5,25.0,13.665,16.242,0.0,-11.603,2.088,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.2,brick,0.115,eps,0.025,west,1.2,0.6,0.35,1.2,3.0,0.0,16.545,22.453,0.3393,-11.575,-0.003,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,timber,0.2,concrete,0.1,xps,0.05,west,1.2,1.5,0.55,2.6,4.0,5.0,16.67,23.051,0.3452,-11.582,-1.006,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.1,mud_brick,0.25,mineral_wool,0.05,south,0.9,0.6,0.45,1.2,3.0,10.0,14.61,18.817,0.0655,-11.556,0.474,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,rcc_slab,0.15,xps,0.15,east,1.5,0.6,0.35,2.6,3.0,0.0,13.529,16.167,0.0,-11.655,-1.951,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,timber,0.15,mineral_wool,0.15,west,0.6,1.5,0.75,1.2,3.0,30.0,16.374,25.173,0.2976,-11.474,-1.001,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.2,aerated_concrete,0.1,eps,0.1,east,0.6,1.5,0.75,5.8,10.0,10.0,15.988,20.466,0.2857,-11.646,-4.397,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.23,brick,0.115,xps,0.05,west,0.6,0.6,0.35,3.5,4.0,20.0,15.714,19.768,0.2381,-11.653,-2.893,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,mud_brick,0.45,gi_sheet,0.002,xps,0.05,south,0.6,1.2,0.55,5.8,2.0,30.0,14.005,16.84,0.0,-11.674,-3.408,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,timber,0.15,concrete,0.1,eps,0.15,east,1.2,0.6,0.35,1.2,6.0,0.0,14.81,19.19,0.0893,-11.566,-2.212,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.03,mud_brick,0.25,eps,0.025,east,1.5,1.2,0.75,3.5,4.0,0.0,18.561,27.827,0.5298,-11.559,0.936,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,stone,0.3,sheep_wool,0.15,north,1.5,1.2,0.75,3.5,2.0,0.0,13.712,16.408,0.0,-11.672,-1.857,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,puf_sandwich_panel,0.15,eps,0.1,south,0.6,1.2,0.75,1.2,2.0,0.0,15.579,23.626,0.244,-11.348,0.74,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,mud_brick,0.15,puf_sandwich_panel,0.1,xps,0.1,north,0.6,1.5,0.75,1.6,6.0,0.0,15.348,19.602,0.1369,-11.611,-2.568,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.15,sheep_wool,0.05,south,0.6,0.6,0.35,1.6,2.0,20.0,15.542,19.362,0.2024,-11.656,-1.32,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,timber,0.1,aerated_concrete,0.2,eps,0.05,west,1.2,1.5,0.35,1.6,10.0,20.0,16.614,24.157,0.3393,-11.528,-4.575,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,mud_brick,0.15,sheep_wool,0.05,west,1.8,1.2,0.75,2.0,8.0,0.0,18.516,31.212,0.5,-11.513,-3.03,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.23,stone,0.15,sheep_wool,0.05,north,0.6,1.5,0.75,3.5,4.0,15.0,16.171,20.448,0.3393,-11.654,-1.604,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,concrete,0.15,rcc_slab,0.1,sheep_wool,0.15,west,0.6,1.5,0.75,3.5,3.0,25.0,15.23,18.981,0.119,-11.646,-1.97,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,aerated_concrete,0.3,aerated_concrete,0.1,mineral_wool,0.05,west,0.9,0.6,0.45,5.8,2.0,0.0,14.671,18.597,0.0536,-11.583,0.424,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,aerated_concrete,0.3,brick,0.23,xps,0.15,north,0.9,0.6,0.85,2.0,6.0,20.0,14.944,18.768,0.0952,-11.627,-3.354,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.03,rcc_slab,0.2,sheep_wool,0.05,west,1.8,1.5,0.65,2.0,8.0,5.0,18.754,30.256,0.5298,-11.558,-1.47,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,stone,0.3,stone,0.3,xps,0.1,south,1.2,0.9,0.85,5.8,6.0,25.0,14.965,18.441,0.0893,-11.676,-4.104,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,mud_brick,0.15,puf_sandwich_panel,0.05,mineral_wool,0.15,south,1.2,0.9,0.45,5.8,3.0,0.0,14.71,18.339,0.0476,-11.612,-1.167,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.115,stone,0.15,mineral_wool,0.15,south,0.6,1.5,0.85,2.6,2.0,0.0,14.91,18.384,0.0536,-11.624,2.215,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,stone,0.3,aerated_concrete,0.1,mineral_wool,0.05,south,0.6,1.5,0.65,2.0,1.0,25.0,14.958,18.318,0.0714,-11.671,-2.519,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.115,brick,0.115,eps,0.05,west,1.5,1.2,0.45,2.6,8.0,10.0,17.589,24.818,0.4762,-11.614,-2.93,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,stone,0.45,puf_sandwich_panel,0.075,mineral_wool,0.15,south,0.9,1.5,0.55,1.6,3.0,0.0,13.566,16.12,0.0,-11.674,-3.183,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,mud_brick,0.3,brick,0.115,sheep_wool,0.1,west,0.9,1.5,0.55,2.6,3.0,0.0,15.273,18.958,0.131,-11.654,-0.883,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,timber,0.1,stone,0.15,xps,0.15,west,0.9,1.2,0.55,1.2,0.5,20.0,13.348,15.816,0.0,-11.585,2.832,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,timber,0.2,mud_brick,0.25,sheep_wool,0.15,east,1.2,0.6,0.55,2.0,2.0,0.0,13.663,16.502,0.0,-11.606,0.803,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,timber,0.1,sheep_wool,0.05,south,1.2,1.2,0.85,1.6,4.0,30.0,16.735,21.351,0.4464,-11.66,-1.405,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.345,rcc_slab,0.1,eps,0.05,north,1.2,1.5,0.75,1.6,3.0,30.0,15.847,19.697,0.3274,-11.668,-2.89,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.1,stone,0.15,xps,0.05,west,0.9,1.2,0.35,2.6,1.0,5.0,16.316,20.901,0.3333,-11.625,0.027,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,aerated_concrete,0.2,none,0.0,east,1.5,1.5,0.45,1.2,10.0,0.0,18.825,27.875,0.5595,-11.612,-3.237,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,gi_sheet,0.002,xps,0.15,east,1.2,1.5,0.45,1.2,2.0,10.0,14.267,19.488,0.1071,-11.322,4.568,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,rcc_slab,0.1,eps,0.025,east,1.8,0.9,0.45,2.0,10.0,10.0,18.292,29.403,0.4881,-11.498,-4.002,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,aerated_concrete,0.1,puf_sandwich_panel,0.05,eps,0.1,east,1.5,1.2,0.65,1.2,0.5,5.0,15.411,20.375,0.1964,-11.463,5.927,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.2,concrete,0.15,xps,0.1,west,0.6,0.9,0.75,2.0,10.0,25.0,15.751,19.969,0.2381,-11.659,-5.714,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,stone,0.3,eps,0.2,west,1.2,0.6,0.65,1.6,10.0,20.0,16.27,22.508,0.3155,-11.608,-5.189,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,timber,0.15,timber,0.1,sheep_wool,0.1,north,1.2,1.5,0.45,1.2,8.0,25.0,16.25,22.535,0.3155,-11.551,-3.975,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,timber,0.2,concrete,0.2,sheep_wool,0.1,east,1.2,1.2,0.45,5.8,2.0,25.0,15.085,18.878,0.1012,-11.617,-0.202,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.05,concrete,0.2,sheep_wool,0.05,south,0.9,1.2,0.55,2.6,6.0,15.0,16.685,23.242,0.3631,-11.569,-2.843,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,aerated_concrete,0.2,eps,0.025,north,1.2,1.2,0.55,5.8,1.0,0.0,17.962,28.211,0.4643,-11.438,-0.336,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,timber,0.15,eps,0.025,east,0.9,0.6,0.45,1.6,0.5,20.0,17.845,27.675,0.4583,-11.436,0.663,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.2,aerated_concrete,0.1,xps,0.1,east,0.6,1.5,0.75,1.2,0.5,30.0,14.453,17.511,0.0,-11.655,0.232,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,mud_brick,0.45,concrete,0.15,eps,0.15,east,1.8,1.2,0.45,5.8,1.0,0.0,13.456,15.933,0.0,-11.668,-1.629,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.05,mud_brick,0.25,xps,0.1,west,0.9,0.9,0.85,5.8,10.0,25.0,16.235,22.663,0.3095,-11.58,-5.189,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,mineral_wool,0.05,west,0.6,0.9,0.85,1.6,8.0,0.0,15.99,20.277,0.3095,-11.657,-4.193,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.2,mineral_wool,0.05,north,1.5,0.9,0.65,2.0,2.0,10.0,17.338,24.217,0.4345,-11.561,-0.528,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,gi_sheet,0.002,mineral_wool,0.15,north,0.9,1.2,0.45,2.0,4.0,5.0,14.343,19.668,0.1071,-11.363,0.736,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.03,timber,0.15,eps,0.15,south,1.8,0.9,0.45,2.6,1.0,15.0,15.552,23.01,0.2143,-11.441,3.672,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,stone,0.3,eps,0.025,south,0.9,0.6,0.65,2.6,3.0,15.0,17.831,24.599,0.4881,-11.604,-1.883,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.115,stone,0.15,mineral_wool,0.15,east,0.6,1.5,0.85,1.6,2.0,30.0,15.632,19.579,0.1845,-11.638,0.326,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,stone,0.3,rcc_slab,0.2,sheep_wool,0.05,north,1.5,0.6,0.45,3.5,6.0,15.0,15.716,19.692,0.3036,-11.672,-4.529,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,timber,0.15,xps,0.15,east,1.8,0.9,0.45,2.0,6.0,15.0,15.245,21.59,0.2083,-11.413,-1.155,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,mud_brick,0.3,puf_sandwich_panel,0.15,none,0.0,west,1.8,0.9,0.45,2.0,6.0,5.0,17.248,22.402,0.4762,-11.651,-3.427,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.3,rcc_slab,0.15,eps,0.05,east,0.9,0.9,0.65,2.0,10.0,0.0,16.199,20.633,0.375,-11.663,-4.748,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,timber,0.15,mineral_wool,0.15,east,1.8,1.5,0.75,2.0,3.0,5.0,17.694,28.766,0.4167,-11.421,6.854,0.0714
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,brick,0.115,eps,0.1,east,1.8,1.2,0.85,5.8,2.0,15.0,17.865,25.879,0.4643,-11.499,1.409,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,aerated_concrete,0.1,stone,0.15,none,0.0,south,1.5,0.6,0.55,1.6,3.0,30.0,21.043,33.099,0.6548,-11.589,-0.471,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.075,concrete,0.15,mineral_wool,0.15,south,0.6,0.6,0.55,3.5,3.0,25.0,14.003,17.665,0.0,-11.542,-0.156,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.019,rcc_slab,0.2,eps,0.05,south,1.2,1.2,0.75,1.6,6.0,15.0,17.874,27.162,0.4405,-11.558,-1.653,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,aerated_concrete,0.2,puf_sandwich_panel,0.075,none,0.0,east,1.5,1.5,0.75,2.0,10.0,0.0,17.349,25.61,0.3929,-11.528,-1.613,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,brick,0.115,none,0.0,south,0.6,1.2,0.45,3.5,1.0,5.0,19.775,31.56,0.5714,-11.47,2.721,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.2,puf_sandwich_panel,0.05,mineral_wool,0.05,west,0.6,0.9,0.75,5.8,4.0,25.0,15.833,21.811,0.244,-11.561,-1.537,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,stone,0.15,concrete,0.1,mineral_wool,0.15,south,1.5,1.5,0.55,3.5,6.0,10.0,16.403,21.06,0.3631,-11.644,-3.564,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,mud_brick,0.15,brick,0.23,mineral_wool,0.1,south,0.6,1.2,0.45,1.2,1.0,20.0,14.394,17.507,0.0,-11.643,0.669,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,puf_sandwich_panel,0.075,none,0.0,east,1.2,1.2,0.55,1.2,1.0,0.0,14.465,20.2,0.1488,-11.268,6.191,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,mud_brick,0.15,gi_sheet,0.002,sheep_wool,0.15,north,1.5,0.9,0.85,2.6,10.0,20.0,16.37,21.509,0.3155,-11.624,-3.549,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,concrete,0.2,gi_sheet,0.002,eps,0.1,south,1.5,0.6,0.55,1.6,0.5,10.0,14.057,16.859,0.0,-11.645,0.245,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,mud_brick,0.15,rcc_slab,0.1,xps,0.05,east,1.8,0.6,0.45,2.6,2.0,10.0,16.217,20.63,0.3274,-11.629,0.07,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,stone,0.45,puf_sandwich_panel,0.075,sheep_wool,0.15,north,0.6,1.2,0.55,2.6,3.0,0.0,12.818,15.051,0.0,-11.675,-4.044,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,mud_brick,0.45,brick,0.115,eps,0.05,south,1.5,0.9,0.75,1.2,2.0,30.0,14.467,17.557,0.0,-11.675,-3.075,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,brick,0.23,concrete,0.2,eps,0.025,north,1.2,1.5,0.65,2.0,1.0,20.0,17.543,22.519,0.6071,-11.656,-0.413,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,rcc_slab,0.2,eps,0.05,south,0.6,1.5,0.85,1.6,0.5,0.0,15.896,21.615,0.2381,-11.547,5.07,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.1,sheep_wool,0.1,west,1.8,0.9,0.65,1.2,6.0,0.0,16.251,24.847,0.3214,-11.344,-2.509,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,stone,0.3,aerated_concrete,0.2,xps,0.1,north,1.8,0.6,0.85,2.6,4.0,5.0,14.652,17.923,0.0,-11.666,-2.799,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,timber,0.1,gi_sheet,0.002,xps,0.05,west,0.6,0.6,0.55,3.5,6.0,15.0,16.074,23.031,0.2976,-11.491,-2.706,0.0
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,brick,0.115,rcc_slab,0.25,xps,0.15,west,0.6,0.9,0.35,5.8,0.5,0.0,13.121,15.469,0.0,-11.631,0.722,0.0
