site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,mud_brick,0.15,rcc_slab,0.25,xps,0.05,south,1.8,0.9,0.65,5.8,32.187,34.959,0.3571,18.529,25.476,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,brick,0.23,sheep_wool,0.1,south,1.2,0.6,0.55,5.8,30.68,33.289,0.7917,18.574,25.674,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.115,eps,0.025,west,0.9,0.9,0.65,2.6,32.679,38.664,0.4464,18.6,25.477,0.9881
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.3,concrete,0.2,sheep_wool,0.15,south,1.2,0.9,0.45,1.6,30.48,32.245,0.9464,18.539,25.456,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,rcc_slab,0.2,xps,0.05,south,1.8,1.5,0.35,2.6,30.999,33.549,0.6786,18.572,26.417,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.15,aerated_concrete,0.1,mineral_wool,0.05,south,1.2,1.5,0.85,2.0,32.975,36.618,0.256,18.543,27.102,0.994
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,concrete,0.3,rcc_slab,0.25,none,0.0,south,0.9,0.9,0.85,2.0,34.393,38.44,0.1369,18.516,25.017,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,brick,0.345,rcc_slab,0.1,xps,0.15,east,1.2,1.5,0.65,2.6,31.254,33.542,0.5,18.519,25.173,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.1,gi_sheet,0.002,eps,0.05,south,0.9,1.2,0.75,5.8,31.583,35.964,0.5595,18.612,25.596,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,timber,0.1,rcc_slab,0.1,eps,0.2,north,1.8,1.5,0.35,2.0,30.402,32.368,0.9048,18.575,26.565,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,concrete,0.2,concrete,0.2,xps,0.15,north,0.6,1.5,0.35,2.0,29.957,31.45,1.0,18.523,24.123,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.3,mud_brick,0.25,mineral_wool,0.05,north,1.5,0.6,0.45,2.6,30.504,32.256,0.9286,18.52,24.132,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.115,eps,0.05,east,1.5,0.9,0.75,1.2,31.924,35.598,0.4881,18.609,26.422,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,stone,0.15,rcc_slab,0.15,mineral_wool,0.05,east,1.2,0.6,0.65,1.6,31.399,33.528,0.5714,18.527,24.977,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.3,puf_sandwich_panel,0.05,sheep_wool,0.15,south,0.9,1.2,0.65,1.2,30.371,32.065,0.9762,18.525,25.263,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,plywood,0.019,gi_sheet,0.002,sheep_wool,0.15,east,1.2,0.9,0.45,1.6,30.933,35.263,0.625,18.67,25.96,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.1,mud_brick,0.15,eps,0.05,north,0.9,1.2,0.75,5.8,31.152,34.056,0.619,18.595,25.667,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,brick,0.345,timber,0.1,xps,0.05,north,0.6,0.9,0.65,3.5,30.25,31.895,1.0,18.52,24.203,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.115,eps,0.1,west,1.5,0.6,0.35,3.5,30.174,31.791,1.0,18.523,24.18,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,mud_brick,0.3,mud_brick,0.25,mineral_wool,0.05,east,1.2,1.5,0.65,2.6,31.904,34.443,0.3929,18.52,25.307,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.1,mud_brick,0.25,xps,0.05,north,1.8,1.2,0.55,2.6,31.905,34.748,0.4821,18.556,25.563,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,stone,0.45,brick,0.23,eps,0.1,east,1.8,1.2,0.65,2.0,29.775,31.504,1.0,18.511,24.205,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,mud_brick,0.45,stone,0.3,eps,0.05,south,1.8,1.5,0.85,1.2,32.961,36.369,0.3095,18.514,25.837,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,brick,0.345,brick,0.115,sheep_wool,0.15,south,1.5,0.9,0.65,5.8,30.78,32.804,0.75,18.519,24.647,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,brick,0.23,gi_sheet,0.002,eps,0.025,west,1.2,1.5,0.75,1.6,33.715,37.522,0.1488,18.53,26.346,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,stone,0.15,gi_sheet,0.002,sheep_wool,0.05,east,0.9,1.2,0.75,1.2,31.913,34.443,0.4524,18.532,25.221,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,stone,0.15,gi_sheet,0.002,eps,0.15,south,1.2,0.9,0.65,2.0,30.455,32.106,0.9643,18.532,24.733,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.1,gi_sheet,0.002,sheep_wool,0.05,south,1.8,1.5,0.75,3.5,32.859,38.627,0.4345,18.615,26.174,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,mud_brick,0.15,concrete,0.2,eps,0.2,east,1.2,0.6,0.65,1.2,30.133,31.608,1.0,18.531,25.206,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,mud_brick,0.3,aerated_concrete,0.1,sheep_wool,0.1,east,0.6,0.9,0.55,2.0,30.081,31.639,1.0,18.523,24.466,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,plywood,0.05,timber,0.1,none,0.0,north,1.8,1.2,0.85,3.5,33.514,42.12,0.4643,18.631,27.004,0.7679
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,timber,0.15,sheep_wool,0.05,west,1.2,1.5,0.55,2.0,31.473,35.396,0.5476,18.649,26.227,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,mud_brick,0.3,rcc_slab,0.25,none,0.0,west,1.8,0.6,0.35,1.6,33.507,36.744,0.1905,18.519,25.078,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,gi_sheet,0.002,concrete,0.1,sheep_wool,0.1,east,0.9,0.6,0.55,2.6,31.277,35.255,0.619,18.597,25.393,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,mud_brick,0.45,brick,0.115,none,0.0,south,1.8,1.5,0.65,1.6,34.615,38.287,0.1726,18.516,26.46,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,stone,0.15,aerated_concrete,0.2,eps,0.1,north,1.2,0.6,0.45,1.6,30.172,31.671,1.0,18.53,24.784,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,brick,0.345,brick,0.23,xps,0.05,south,1.5,0.6,0.85,1.2,30.557,32.441,0.8571,18.518,24.926,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,timber,0.2,concrete,0.15,sheep_wool,0.1,west,1.5,0.9,0.85,2.0,32.472,35.887,0.3571,18.551,26.778,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,plywood,0.03,aerated_concrete,0.1,xps,0.05,east,1.5,0.9,0.35,2.6,31.714,37.497,0.5595,18.643,25.958,0.9821
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,stone,0.15,xps,0.15,south,1.5,0.9,0.55,2.6,30.037,31.71,1.0,18.577,26.444,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,stone,0.3,aerated_concrete,0.2,eps,0.05,south,0.9,0.6,0.85,2.6,30.354,32.15,0.9643,18.517,24.308,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,rammed_earth,0.15,puf_sandwich_panel,0.05,mineral_wool,0.05,east,0.6,1.5,0.75,3.5,31.352,33.874,0.631,18.544,25.665,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,mud_brick,0.25,eps,0.05,west,0.6,1.2,0.85,2.6,30.758,32.81,0.7857,18.57,25.809,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,rammed_earth,0.3,brick,0.23,sheep_wool,0.05,west,1.8,0.9,0.55,3.5,31.105,33.062,0.6369,18.521,24.512,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,concrete,0.15,timber,0.1,mineral_wool,0.15,south,1.8,1.5,0.45,5.8,31.686,34.344,0.5357,18.536,24.761,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,stone,0.45,brick,0.115,xps,0.05,west,1.2,0.6,0.45,2.6,29.877,31.568,1.0,18.511,23.082,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,aerated_concrete,0.1,brick,0.115,mineral_wool,0.05,west,1.5,1.5,0.35,2.0,31.787,35.17,0.5,18.577,25.624,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,plywood,0.05,timber,0.15,xps,0.1,south,1.5,0.9,0.45,5.8,31.153,35.523,0.631,18.617,25.463,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.45,concrete,0.1,eps,0.05,east,0.6,1.5,0.75,5.8,30.46,32.28,0.9048,18.516,24.026,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,aerated_concrete,0.1,mineral_wool,0.15,east,1.2,1.2,0.85,3.5,31.389,34.868,0.5655,18.648,26.407,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,aerated_concrete,0.1,concrete,0.15,mineral_wool,0.1,south,0.9,0.6,0.55,1.2,30.668,32.943,0.8155,18.563,25.395,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,stone,0.15,mud_brick,0.15,sheep_wool,0.1,north,1.5,1.2,0.45,2.0,30.68,32.43,0.8571,18.528,25.308,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.3,rcc_slab,0.2,none,0.0,east,1.5,0.6,0.65,2.6,34.25,38.751,0.1548,18.539,26.033,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.15,mud_brick,0.15,eps,0.2,east,0.9,1.2,0.85,3.5,30.652,32.359,0.8929,18.536,25.349,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,stone,0.3,brick,0.23,eps,0.025,west,1.2,1.5,0.85,1.6,32.135,34.66,0.3631,18.516,24.642,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.1,xps,0.1,north,1.2,1.5,0.35,2.6,31.243,37.025,0.6012,18.667,25.674,0.994
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,concrete,0.1,concrete,0.15,sheep_wool,0.1,south,0.9,1.5,0.65,2.6,31.238,33.364,0.6488,18.538,25.1,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,concrete,0.2,rcc_slab,0.15,mineral_wool,0.15,east,0.9,0.6,0.55,1.6,30.082,31.617,1.0,18.524,24.45,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,brick,0.23,timber,0.15,xps,0.15,west,1.5,1.5,0.45,3.5,30.387,32.058,0.9762,18.529,24.598,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,rammed_earth,0.3,timber,0.1,sheep_wool,0.1,west,1.2,0.6,0.75,1.2,30.055,31.596,1.0,18.524,24.382,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,aerated_concrete,0.2,mineral_wool,0.15,north,1.2,0.9,0.45,2.6,29.908,32.111,0.9881,18.626,26.211,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,stone,0.3,rcc_slab,0.2,eps,0.1,south,1.2,1.5,0.35,2.0,30.341,32.219,0.9524,18.516,24.008,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,aerated_concrete,0.1,aerated_concrete,0.1,sheep_wool,0.05,east,1.2,1.2,0.35,1.2,31.427,35.174,0.5714,18.603,25.804,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,concrete,0.3,timber,0.1,eps,0.2,south,0.9,1.5,0.75,5.8,30.036,31.644,1.0,18.52,23.982,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,aerated_concrete,0.2,sheep_wool,0.05,north,0.9,1.5,0.75,2.0,31.84,36.746,0.5238,18.624,26.401,0.9167
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,aerated_concrete,0.1,xps,0.1,east,1.8,0.9,0.75,2.6,31.389,35.851,0.5595,18.642,26.819,0.8988
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,plywood,0.05,rcc_slab,0.1,eps,0.1,south,1.8,0.6,0.45,2.0,31.145,34.536,0.631,18.59,26.163,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.15,none,0.0,west,0.9,1.2,0.65,2.6,34.824,47.468,0.4345,18.379,25.332,0.8214
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,mud_brick,0.15,mineral_wool,0.1,west,1.5,0.6,0.85,2.0,31.298,34.627,0.6429,18.59,26.148,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.075,eps,0.025,north,0.9,1.2,0.35,2.6,30.34,34.044,0.7202,18.705,25.757,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.1,timber,0.15,eps,0.05,east,1.5,1.2,0.55,2.6,31.293,34.697,0.5774,18.596,26.619,0.994
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,brick,0.115,eps,0.025,east,1.5,1.5,0.55,2.6,32.093,36.343,0.4881,18.608,27.441,0.8988
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,mud_brick,0.45,timber,0.1,xps,0.15,west,0.9,0.9,0.85,2.0,29.351,30.733,1.0,18.516,23.613,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,rammed_earth,0.15,aerated_concrete,0.2,eps,0.05,north,0.6,1.5,0.65,5.8,31.107,33.387,0.6905,18.541,24.968,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,brick,0.345,timber,0.15,mineral_wool,0.05,north,0.9,0.9,0.35,1.6,30.094,31.682,1.0,18.52,24.361,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.1,timber,0.15,sheep_wool,0.1,south,0.9,0.6,0.45,1.2,30.577,33.42,0.7738,18.594,25.789,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,concrete,0.1,eps,0.025,east,0.9,1.2,0.85,5.8,32.161,36.314,0.4702,18.605,26.15,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,rammed_earth,0.45,stone,0.3,eps,0.2,east,0.6,1.5,0.65,1.6,29.189,30.501,1.0,18.514,23.319,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,mud_brick,0.45,stone,0.3,sheep_wool,0.1,south,0.9,0.6,0.55,1.6,29.395,30.851,1.0,18.513,23.185,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,brick,0.345,stone,0.3,xps,0.05,north,1.2,0.6,0.65,5.8,30.224,31.955,1.0,18.516,23.812,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,mud_brick,0.15,puf_sandwich_panel,0.15,mineral_wool,0.15,south,0.9,0.9,0.85,3.5,30.23,31.835,1.0,18.541,25.843,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,rammed_earth,0.45,brick,0.23,mineral_wool,0.1,west,0.6,0.9,0.85,2.0,29.526,30.963,1.0,18.515,23.456,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,mud_brick,0.3,timber,0.1,none,0.0,west,1.2,1.2,0.85,1.6,33.418,36.809,0.1905,18.524,25.241,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,gi_sheet,0.002,aerated_concrete,0.2,mineral_wool,0.05,east,0.6,0.9,0.85,1.6,31.721,36.938,0.5357,18.62,25.75,0.994
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,mud_brick,0.45,stone,0.15,eps,0.2,east,0.9,1.5,0.55,2.0,29.109,30.371,1.0,18.515,24.024,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,timber,0.15,aerated_concrete,0.1,eps,0.025,east,1.5,1.2,0.45,2.0,31.56,35.026,0.5536,18.584,26.414,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,aerated_concrete,0.3,rcc_slab,0.15,sheep_wool,0.05,south,1.8,1.2,0.65,2.6,32.945,36.525,0.2381,18.544,25.928,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,concrete,0.15,brick,0.23,sheep_wool,0.05,east,1.8,0.9,0.45,2.0,32.079,34.675,0.381,18.528,25.352,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,concrete,0.3,mud_brick,0.25,eps,0.05,east,0.9,0.9,0.85,1.2,30.5,32.36,0.8869,18.517,24.58,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,brick,0.345,stone,0.15,xps,0.15,south,0.9,0.6,0.65,5.8,29.316,30.604,1.0,18.518,23.648,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,rcc_slab,0.2,xps,0.15,south,1.8,0.6,0.75,1.6,30.218,31.937,1.0,18.571,26.647,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,aerated_concrete,0.1,timber,0.1,eps,0.1,east,0.9,1.2,0.55,5.8,30.853,33.858,0.6726,18.6,25.576,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,stone,0.45,concrete,0.2,eps,0.1,north,1.5,0.6,0.85,3.5,29.618,31.268,1.0,18.511,23.056,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,rcc_slab,0.1,mineral_wool,0.05,south,0.6,0.6,0.45,1.6,30.602,33.476,0.75,18.605,25.605,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,rcc_slab,0.25,eps,0.05,south,0.6,0.6,0.45,2.6,31.344,34.46,0.6012,18.559,25.037,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,135.0,timber,0.2,timber,0.1,eps,0.1,south,1.2,1.2,0.65,5.8,31.569,34.999,0.5774,18.57,25.576,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,gi_sheet,0.002,sheep_wool,0.1,west,1.2,0.9,0.35,5.8,30.883,35.663,0.631,18.663,25.079,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,stone,0.45,rcc_slab,0.25,eps,0.15,east,0.6,1.2,0.65,1.2,29.113,30.511,1.0,18.511,22.823,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,brick,0.115,xps,0.1,north,1.8,0.6,0.55,2.6,30.485,32.731,0.8274,18.605,25.934,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,stone,0.3,eps,0.025,north,1.8,0.6,0.55,2.6,31.375,33.855,0.6012,18.549,25.341,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,timber,0.1,timber,0.1,xps,0.05,east,0.9,0.6,0.75,1.6,31.038,34.24,0.6488,18.598,25.795,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,concrete,0.3,timber,0.1,eps,0.1,east,1.5,1.5,0.85,3.5,32.814,35.846,0.2798,18.52,26.005,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,180.0,plywood,0.05,rcc_slab,0.2,mineral_wool,0.1,east,1.5,0.6,0.75,1.2,31.602,34.686,0.5714,18.563,26.187,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,concrete,0.1,rcc_slab,0.1,none,0.0,west,0.9,0.9,0.65,5.8,35.254,44.314,0.3155,18.541,25.73,0.8988
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,45.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.1,north,1.8,0.9,0.45,3.5,31.631,37.173,0.5417,18.654,25.418,1.0
Bengaluru,12.9716,77.5946,temperate,3.0,3.0,2.6,0.0,gi_sheet,0.002,aerated_concrete,0.1,mineral_wool,0.15,south,1.2,1.5,0.65,3.5,31.564,36.506,0.5655,18.631,26.991,0.8988
