site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,ach,roof_pitch_deg,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,concrete,0.3,rcc_slab,0.1,eps,0.1,south,1.5,1.2,0.65,3.5,6.0,20.0,16.005,19.098,0.1607,-18.258,-8.853,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,stone,0.3,eps,0.15,north,0.9,1.2,0.75,3.5,4.0,10.0,14.581,17.609,0.0,-18.173,-4.001,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,timber,0.2,aerated_concrete,0.1,eps,0.025,east,1.8,0.9,0.65,2.6,10.0,15.0,17.282,25.138,0.4345,-18.128,-7.781,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,stone,0.3,puf_sandwich_panel,0.1,none,0.0,east,1.8,1.2,0.45,1.2,6.0,5.0,19.077,24.612,0.6726,-18.254,-7.936,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,stone,0.15,eps,0.2,north,1.8,0.6,0.65,3.5,4.0,20.0,13.907,15.731,0.0,-18.267,-8.306,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,plywood,0.03,timber,0.1,eps,0.1,south,1.8,1.5,0.55,3.5,3.0,0.0,16.297,23.54,0.375,-17.926,0.258,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,mud_brick,0.3,brick,0.115,xps,0.1,east,1.2,1.2,0.55,3.5,4.0,25.0,14.867,17.316,0.0,-18.253,-6.375,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,timber,0.15,brick,0.115,eps,0.025,east,1.5,1.2,0.35,1.2,4.0,0.0,16.953,23.06,0.369,-18.124,-4.134,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,aerated_concrete,0.1,eps,0.05,west,1.8,1.5,0.75,2.0,8.0,0.0,17.322,22.49,0.4048,-18.182,-7.509,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,stone,0.15,timber,0.15,eps,0.2,north,0.6,1.2,0.85,1.2,6.0,0.0,14.926,17.821,0.0,-18.22,-5.892,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,brick,0.345,mud_brick,0.15,xps,0.05,east,0.9,1.5,0.55,1.6,1.0,0.0,14.89,17.102,0.0,-18.25,-4.249,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,brick,0.115,mineral_wool,0.05,west,0.6,1.2,0.45,2.0,3.0,0.0,15.062,17.612,0.0,-18.241,-5.987,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,concrete,0.3,aerated_concrete,0.1,sheep_wool,0.15,north,1.8,1.2,0.55,1.2,2.0,30.0,14.686,16.8,0.0,-18.259,-7.108,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,timber,0.15,mineral_wool,0.05,north,1.5,1.5,0.45,1.6,0.5,10.0,15.973,19.278,0.1548,-18.196,-1.26,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,concrete,0.15,rcc_slab,0.1,eps,0.2,east,0.9,1.2,0.55,3.5,0.5,25.0,13.964,15.839,0.0,-18.231,-2.308,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,timber,0.15,concrete,0.15,xps,0.15,south,1.2,1.2,0.65,5.8,3.0,15.0,15.487,19.767,0.1131,-18.161,-3.666,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,concrete,0.2,aerated_concrete,0.2,eps,0.15,south,1.5,1.5,0.85,1.6,4.0,25.0,16.701,20.328,0.2976,-18.24,-6.847,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,puf_sandwich_panel,0.15,eps,0.2,north,1.8,1.2,0.75,1.2,2.0,0.0,16.023,22.28,0.3452,-17.867,-1.897,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,aerated_concrete,0.1,xps,0.15,south,0.9,0.9,0.35,3.5,8.0,30.0,14.714,17.108,0.0,-18.267,-10.444,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,concrete,0.3,stone,0.3,eps,0.1,east,0.9,1.2,0.45,1.6,1.0,30.0,14.001,15.732,0.0,-18.268,-7.45,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,concrete,0.3,puf_sandwich_panel,0.05,eps,0.025,east,1.5,0.6,0.65,1.6,3.0,0.0,16.189,19.391,0.1964,-18.247,-6.142,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,brick,0.115,gi_sheet,0.002,sheep_wool,0.1,east,1.2,1.5,0.65,2.6,3.0,10.0,16.927,22.062,0.3333,-18.171,-3.35,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,puf_sandwich_panel,0.15,mineral_wool,0.15,east,1.8,0.6,0.45,2.0,4.0,10.0,14.621,17.678,0.0,-18.194,-4.755,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,timber,0.15,brick,0.23,none,0.0,east,0.6,0.9,0.75,5.8,3.0,0.0,18.453,24.979,0.5714,-18.164,-4.505,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,stone,0.15,xps,0.05,north,0.9,1.5,0.45,2.0,4.0,0.0,16.447,21.959,0.3036,-18.103,-5.396,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,plywood,0.019,stone,0.3,eps,0.2,east,1.5,1.5,0.85,5.8,10.0,5.0,17.18,23.563,0.3988,-18.175,-6.207,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,mud_brick,0.3,stone,0.3,xps,0.05,east,0.9,1.5,0.75,3.5,6.0,10.0,15.701,18.582,0.1012,-18.256,-6.968,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,mud_brick,0.3,rcc_slab,0.25,sheep_wool,0.1,east,1.5,1.2,0.85,1.6,2.0,15.0,15.031,17.46,0.0,-18.255,-2.926,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,stone,0.45,concrete,0.1,sheep_wool,0.15,north,1.5,1.5,0.75,2.0,0.5,0.0,14.025,15.685,0.0,-18.268,-7.168,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,brick,0.23,eps,0.2,east,0.9,0.6,0.65,2.0,4.0,25.0,14.007,15.939,0.0,-18.256,-7.814,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,plywood,0.03,aerated_concrete,0.1,eps,0.2,north,0.6,1.2,0.55,1.6,1.0,5.0,13.123,16.34,0.0,-17.939,0.441,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.05,west,1.5,0.6,0.65,5.8,4.0,10.0,17.357,27.862,0.4405,-17.887,-4.952,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,stone,0.3,eps,0.05,south,1.5,1.5,0.55,2.6,2.0,25.0,15.394,17.917,0.0,-18.271,-8.244,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,concrete,0.15,gi_sheet,0.002,mineral_wool,0.05,north,1.8,1.2,0.65,3.5,2.0,20.0,17.205,21.309,0.4107,-18.216,-5.421,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,mud_brick,0.45,timber,0.15,sheep_wool,0.15,north,1.5,1.2,0.55,3.5,4.0,5.0,14.298,16.404,0.0,-18.258,-6.026,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.23,sheep_wool,0.15,south,1.5,1.2,0.45,2.6,3.0,0.0,14.296,17.745,0.0,-18.104,-0.967,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,timber,0.1,eps,0.025,north,0.6,0.6,0.85,1.6,3.0,5.0,14.676,20.367,0.1548,-17.869,-2.646,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,gi_sheet,0.002,eps,0.2,west,1.8,0.9,0.65,5.8,4.0,20.0,14.247,16.299,0.0,-18.261,-8.568,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,stone,0.15,mineral_wool,0.1,north,1.8,1.2,0.35,2.6,6.0,25.0,15.412,20.108,0.1607,-18.115,-6.706,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,concrete,0.15,rcc_slab,0.1,mineral_wool,0.1,east,0.9,1.2,0.85,1.2,6.0,10.0,16.116,19.775,0.1905,-18.223,-6.549,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,mud_brick,0.15,xps,0.05,north,1.5,1.2,0.35,3.5,10.0,15.0,16.009,22.618,0.2738,-18.059,-7.99,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,brick,0.23,aerated_concrete,0.2,eps,0.025,south,1.8,0.9,0.85,1.6,1.0,25.0,17.984,22.237,0.5952,-18.239,-3.558,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,mud_brick,0.3,timber,0.1,mineral_wool,0.15,east,1.8,1.2,0.55,2.6,1.0,0.0,14.288,16.184,0.0,-18.237,-2.395,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.1,concrete,0.2,xps,0.15,south,1.8,0.6,0.35,1.6,6.0,10.0,14.372,18.239,0.0179,-18.116,-6.223,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,mud_brick,0.3,gi_sheet,0.002,mineral_wool,0.1,east,1.8,0.6,0.35,2.6,0.5,10.0,13.591,15.152,0.0,-18.243,-3.786,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,stone,0.45,rcc_slab,0.2,eps,0.1,north,0.6,0.6,0.55,2.0,8.0,20.0,14.632,16.946,0.0,-18.276,-10.869,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,rcc_slab,0.1,eps,0.025,east,1.5,0.9,0.35,1.6,3.0,5.0,15.456,20.919,0.1905,-18.023,-1.699,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,mud_brick,0.3,aerated_concrete,0.1,xps,0.1,north,1.2,0.6,0.55,1.6,10.0,10.0,15.327,18.452,0.0595,-18.244,-8.889,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.3,aerated_concrete,0.2,eps,0.05,north,1.8,1.5,0.85,2.0,3.0,25.0,16.55,20.7,0.2857,-18.177,-4.482,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,stone,0.15,brick,0.23,eps,0.025,east,0.6,0.6,0.55,2.0,0.5,0.0,16.78,20.395,0.3393,-18.233,-4.628,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,aerated_concrete,0.2,mud_brick,0.25,eps,0.05,west,0.9,0.6,0.85,1.2,1.0,15.0,14.414,17.003,0.0,-18.187,-2.171,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,aerated_concrete,0.1,sheep_wool,0.05,east,1.8,1.2,0.85,1.6,4.0,0.0,17.318,27.649,0.4286,-17.868,1.205,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.3,stone,0.3,none,0.0,south,1.5,0.9,0.65,2.6,1.0,25.0,19.962,25.163,0.7202,-18.261,-5.981,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,rammed_earth,0.15,brick,0.23,eps,0.2,south,0.6,0.6,0.85,1.6,4.0,15.0,14.107,16.399,0.0,-18.224,-6.256,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.3,timber,0.1,xps,0.1,south,1.5,1.5,0.55,3.5,10.0,10.0,16.14,21.417,0.2679,-18.158,-6.736,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,rcc_slab,0.25,eps,0.2,west,0.6,0.9,0.55,3.5,0.5,10.0,13.291,15.494,0.0,-18.149,-1.705,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,timber,0.15,none,0.0,east,1.2,0.6,0.35,2.0,6.0,15.0,15.534,22.722,0.2679,-17.924,-5.516,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,plywood,0.012,rcc_slab,0.25,none,0.0,west,1.8,1.2,0.85,2.0,6.0,15.0,21.599,34.431,0.5714,-18.142,-6.606,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,timber,0.2,aerated_concrete,0.2,eps,0.025,west,0.9,1.5,0.45,1.6,3.0,5.0,15.39,19.438,0.125,-18.131,-3.951,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,timber,0.15,sheep_wool,0.1,east,1.5,0.6,0.85,1.2,4.0,0.0,14.511,16.635,0.0,-18.257,-6.195,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,stone,0.45,rcc_slab,0.25,eps,0.15,south,0.9,1.5,0.75,5.8,0.5,15.0,13.306,14.569,0.0,-18.275,-8.946,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,stone,0.15,aerated_concrete,0.2,xps,0.15,west,0.6,0.6,0.85,1.2,8.0,30.0,15.472,18.754,0.0952,-18.239,-9.217,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,aerated_concrete,0.2,puf_sandwich_panel,0.1,xps,0.05,east,0.9,1.2,0.85,1.6,6.0,0.0,15.441,20.371,0.1607,-18.09,-3.807,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,aerated_concrete,0.3,gi_sheet,0.002,eps,0.15,north,1.8,1.2,0.35,1.6,8.0,5.0,15.212,19.637,0.131,-18.145,-7.422,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,concrete,0.15,sheep_wool,0.05,west,1.8,1.2,0.65,2.0,8.0,30.0,17.106,21.823,0.375,-18.225,-8.724,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,concrete,0.1,stone,0.15,eps,0.2,east,1.8,0.9,0.85,1.6,4.0,30.0,15.646,18.824,0.125,-18.222,-3.95,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,timber,0.15,aerated_concrete,0.2,sheep_wool,0.1,east,0.6,0.9,0.45,2.0,10.0,0.0,15.453,20.982,0.1667,-18.104,-7.703,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,mud_brick,0.45,puf_sandwich_panel,0.05,sheep_wool,0.1,west,0.6,0.9,0.75,1.6,4.0,20.0,13.974,15.847,0.0,-18.264,-8.527,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,concrete,0.2,aerated_concrete,0.1,xps,0.15,east,0.6,0.9,0.55,2.0,8.0,20.0,15.369,18.597,0.0655,-18.239,-8.841,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,plywood,0.03,timber,0.1,sheep_wool,0.15,south,0.6,0.9,0.35,5.8,0.5,25.0,13.603,17.681,0.0,-17.958,0.699,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.15,eps,0.2,north,0.6,0.6,0.45,2.6,6.0,20.0,15.38,20.64,0.1488,-18.119,-6.922,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,rammed_earth,0.3,timber,0.15,eps,0.2,south,1.2,0.6,0.75,1.6,6.0,0.0,14.517,17.009,0.0,-18.237,-7.475,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,brick,0.115,brick,0.23,mineral_wool,0.05,west,1.8,0.9,0.65,2.0,0.5,10.0,16.483,19.906,0.2619,-18.209,-2.826,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,mud_brick,0.3,rcc_slab,0.2,mineral_wool,0.15,west,1.5,0.6,0.75,3.5,10.0,10.0,15.63,18.86,0.0893,-18.252,-9.302,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,rcc_slab,0.25,eps,0.2,east,1.8,1.5,0.55,2.6,8.0,25.0,16.211,21.193,0.2679,-18.151,-7.791,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,aerated_concrete,0.1,concrete,0.1,sheep_wool,0.1,north,0.6,1.2,0.65,2.0,10.0,0.0,15.821,21.643,0.25,-18.1,-7.225,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,brick,0.115,stone,0.15,eps,0.2,north,1.5,1.5,0.45,1.6,6.0,0.0,15.473,18.868,0.1071,-18.2,-6.412,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,gi_sheet,0.002,xps,0.05,west,1.5,1.5,0.35,2.6,1.0,0.0,14.47,19.851,0.1369,-17.794,-0.193,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,timber,0.2,gi_sheet,0.002,sheep_wool,0.05,south,1.8,0.6,0.45,1.6,6.0,20.0,16.173,21.881,0.2381,-18.126,-5.996,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,plywood,0.03,puf_sandwich_panel,0.05,eps,0.05,west,0.6,0.9,0.35,2.6,4.0,25.0,15.981,24.057,0.3333,-17.876,-5.254,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,plywood,0.019,timber,0.15,none,0.0,south,1.8,0.9,0.35,1.2,10.0,30.0,19.441,32.207,0.5,-18.536,-8.592,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,concrete,0.2,mud_brick,0.25,xps,0.1,north,0.9,0.9,0.85,2.6,3.0,15.0,14.898,17.263,0.0,-18.246,-6.707,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,mud_brick,0.15,timber,0.15,eps,0.15,east,1.8,1.5,0.65,5.8,0.5,0.0,15.427,18.426,0.0595,-18.191,1.919,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,stone,0.3,mineral_wool,0.05,west,0.6,1.5,0.45,2.6,0.5,10.0,13.762,15.366,0.0,-18.266,-7.134,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,timber,0.15,concrete,0.2,eps,0.025,south,1.8,0.9,0.45,3.5,4.0,30.0,17.316,22.818,0.4107,-18.186,-5.568,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,timber,0.15,gi_sheet,0.002,sheep_wool,0.05,north,1.2,0.9,0.85,1.2,3.0,25.0,16.496,21.914,0.3155,-18.097,-2.976,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,plywood,0.03,aerated_concrete,0.2,sheep_wool,0.05,south,1.8,1.5,0.75,1.2,0.5,0.0,18.636,28.844,0.5298,-17.97,0.069,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,stone,0.3,puf_sandwich_panel,0.15,xps,0.1,west,0.9,1.5,0.75,2.0,8.0,10.0,15.198,17.854,0.0,-18.257,-9.419,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,stone,0.3,gi_sheet,0.002,mineral_wool,0.1,east,0.6,1.2,0.45,1.2,2.0,10.0,14.116,15.984,0.0,-18.258,-6.72,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,180.0,aerated_concrete,0.1,gi_sheet,0.002,xps,0.05,south,0.6,0.6,0.65,1.2,1.0,0.0,14.561,18.923,0.0595,-18.007,-0.885,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,stone,0.45,concrete,0.1,mineral_wool,0.05,east,1.5,0.6,0.65,3.5,8.0,10.0,15.484,18.257,0.0536,-18.272,-9.613,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,135.0,aerated_concrete,0.1,timber,0.1,sheep_wool,0.1,north,1.2,1.5,0.65,1.2,3.0,0.0,15.756,20.777,0.2381,-18.031,-1.174,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,plywood,0.03,concrete,0.2,eps,0.2,east,1.5,0.6,0.65,1.2,2.0,20.0,14.283,17.384,0.0,-18.133,-1.886,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,brick,0.23,puf_sandwich_panel,0.075,none,0.0,west,0.9,0.6,0.45,5.8,2.0,5.0,17.915,22.717,0.5298,-18.225,-5.781,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.2,mineral_wool,0.15,south,1.5,1.5,0.75,2.6,4.0,0.0,17.478,24.518,0.4226,-18.127,-3.557,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,mud_brick,0.25,sheep_wool,0.15,north,1.5,0.9,0.55,1.6,8.0,30.0,16.355,22.477,0.2976,-18.144,-8.37,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,stone,0.3,puf_sandwich_panel,0.15,mineral_wool,0.15,east,0.9,1.2,0.45,2.0,8.0,30.0,15.112,17.704,0.0,-18.265,-10.059,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,45.0,concrete,0.15,concrete,0.2,xps,0.1,east,1.2,0.9,0.55,1.2,2.0,0.0,14.8,17.269,0.0,-18.227,-3.923,0.0
Dras,34.4306,75.7499,cold,3.0,3.0,2.6,90.0,concrete,0.2,stone,0.15,xps,0.05,south,1.8,1.5,0.55,3.5,6.0,15.0,17.439,21.877,0.4762,-18.242,-7.268,0.0
