site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,gi_sheet,0.002,sheep_wool,0.1,north,0.6,1.5,0.75,2.0,35.068,38.431,0.0774,9.896,23.901,0.9583
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,aerated_concrete,0.1,concrete,0.1,sheep_wool,0.1,west,0.9,1.5,0.35,2.6,35.462,37.846,0.0298,9.662,22.26,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,timber,0.1,gi_sheet,0.002,mineral_wool,0.15,north,0.6,1.2,0.65,1.2,34.738,36.903,0.0298,9.713,23.211,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,timber,0.15,aerated_concrete,0.1,none,0.0,west,0.6,1.2,0.55,3.5,37.967,43.061,0.0298,9.676,21.303,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,rammed_earth,0.3,gi_sheet,0.002,sheep_wool,0.05,east,1.5,1.2,0.65,5.8,37.355,40.138,0.0,9.554,20.506,0.7917
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,concrete,0.2,aerated_concrete,0.1,mineral_wool,0.15,north,0.6,1.5,0.45,1.6,34.919,36.425,0.0,9.558,20.73,0.7976
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,aerated_concrete,0.1,timber,0.1,sheep_wool,0.1,east,0.6,0.6,0.75,2.0,35.094,37.727,0.0298,9.712,22.808,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.2,puf_sandwich_panel,0.05,mineral_wool,0.05,south,0.9,1.5,0.35,1.6,34.994,37.179,0.0298,9.661,22.458,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,concrete,0.3,gi_sheet,0.002,eps,0.15,north,1.8,0.9,0.45,5.8,35.077,36.585,0.0,9.543,19.421,0.7619
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,gi_sheet,0.002,eps,0.15,east,1.5,0.9,0.55,2.6,35.64,40.961,0.0536,9.892,24.531,0.9583
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,mud_brick,0.3,rcc_slab,0.15,eps,0.2,south,1.8,0.6,0.35,2.6,34.226,35.334,0.0,9.544,19.788,0.756
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,mud_brick,0.3,rcc_slab,0.2,sheep_wool,0.15,south,0.6,1.5,0.65,1.2,34.474,35.681,0.0,9.542,20.475,0.7679
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,plywood,0.05,brick,0.23,xps,0.05,south,1.2,0.6,0.55,5.8,36.321,39.438,0.0238,9.641,21.581,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,timber,0.1,sheep_wool,0.15,east,0.9,0.9,0.65,3.5,34.362,36.798,0.0476,9.826,24.008,0.9524
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,brick,0.23,brick,0.115,eps,0.1,south,1.8,0.9,0.85,5.8,36.174,38.186,0.0,9.557,21.904,0.8512
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,brick,0.345,stone,0.15,mineral_wool,0.15,south,0.9,1.5,0.55,5.8,34.7,36.015,0.0,9.538,19.892,0.7619
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,rammed_earth,0.45,brick,0.23,none,0.0,east,0.9,0.6,0.75,2.6,37.974,40.741,0.0,9.532,18.523,0.75
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,plywood,0.03,gi_sheet,0.002,eps,0.025,east,1.2,1.5,0.75,1.2,38.543,46.221,0.0417,9.851,23.28,0.7738
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,plywood,0.05,concrete,0.15,none,0.0,west,1.8,1.5,0.45,1.2,41.818,51.612,0.0238,9.663,20.591,0.6429
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,stone,0.15,brick,0.23,xps,0.05,west,0.9,1.2,0.85,2.6,36.446,38.625,0.0,9.554,20.001,0.7917
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.2,mud_brick,0.15,sheep_wool,0.15,east,0.9,0.9,0.35,2.6,34.573,36.26,0.0179,9.613,22.499,0.9048
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,aerated_concrete,0.1,aerated_concrete,0.1,sheep_wool,0.1,east,1.2,0.9,0.35,2.0,35.3,38.069,0.0298,9.716,22.717,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,aerated_concrete,0.3,gi_sheet,0.002,eps,0.2,east,1.8,1.2,0.35,1.6,34.534,36.096,0.0238,9.628,23.731,0.9167
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,mud_brick,0.3,brick,0.115,eps,0.2,east,0.9,1.2,0.85,2.0,34.518,35.743,0.0,9.546,21.285,0.7857
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,plywood,0.019,aerated_concrete,0.1,xps,0.05,east,1.5,1.2,0.75,2.0,37.265,42.724,0.0357,9.822,24.061,0.8929
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,stone,0.15,brick,0.115,sheep_wool,0.15,west,1.5,1.5,0.45,2.0,36.796,39.4,0.0,9.563,21.631,0.8571
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,mud_brick,0.45,timber,0.1,mineral_wool,0.15,west,0.6,0.9,0.55,2.6,33.809,34.756,0.0,9.534,18.858,0.6607
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,gi_sheet,0.002,timber,0.1,eps,0.1,west,1.8,1.2,0.35,2.6,36.374,40.547,0.0357,9.801,21.863,0.9405
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.2,gi_sheet,0.002,eps,0.1,north,0.6,1.2,0.65,2.0,35.283,36.889,0.0,9.56,20.609,0.7976
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,concrete,0.2,stone,0.15,eps,0.2,west,0.9,0.9,0.65,5.8,34.575,35.847,0.0,9.55,19.883,0.7738
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.1,aerated_concrete,0.1,none,0.0,south,1.2,1.5,0.75,3.5,38.937,45.484,0.0298,9.715,21.211,0.7976
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,aerated_concrete,0.1,stone,0.15,eps,0.2,north,1.8,0.6,0.35,5.8,34.438,36.008,0.0238,9.628,22.346,0.9167
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.075,mud_brick,0.15,xps,0.1,south,1.5,0.6,0.75,2.6,35.292,38.168,0.0298,9.701,24.422,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,aerated_concrete,0.3,stone,0.3,mineral_wool,0.15,west,0.9,1.5,0.35,5.8,34.444,35.683,0.0,9.566,20.646,0.8095
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,concrete,0.1,rcc_slab,0.25,xps,0.15,east,0.6,0.6,0.45,2.6,34.569,35.911,0.0,9.568,20.882,0.8274
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,mud_brick,0.25,sheep_wool,0.15,south,1.5,0.9,0.75,2.0,34.822,36.592,0.0238,9.647,24.801,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,gi_sheet,0.002,concrete,0.2,eps,0.15,south,1.5,1.5,0.35,5.8,35.935,38.63,0.0298,9.643,20.725,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,timber,0.15,brick,0.115,eps,0.025,west,1.5,0.9,0.65,1.2,37.287,40.844,0.0238,9.641,22.122,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,timber,0.1,mud_brick,0.25,eps,0.2,west,0.9,1.2,0.45,3.5,34.462,35.942,0.0179,9.616,22.15,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,plywood,0.03,rcc_slab,0.15,none,0.0,north,1.8,1.2,0.45,3.5,41.248,50.967,0.0298,9.671,20.332,0.5536
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,stone,0.45,concrete,0.1,mineral_wool,0.05,north,0.9,1.5,0.55,5.8,35.526,37.417,0.0,9.525,17.501,0.6012
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,stone,0.15,brick,0.115,xps,0.15,west,1.5,1.5,0.35,1.6,36.217,38.502,0.0,9.562,21.486,0.8393
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,brick,0.345,brick,0.23,mineral_wool,0.05,north,0.9,0.9,0.85,3.5,35.778,37.607,0.0,9.537,19.252,0.75
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,rammed_earth,0.45,timber,0.1,sheep_wool,0.15,west,1.2,1.5,0.75,5.8,35.106,36.658,0.0,9.537,19.075,0.7262
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,brick,0.115,puf_sandwich_panel,0.05,xps,0.15,north,0.9,0.9,0.75,3.5,35.02,36.736,0.0179,9.609,22.679,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,concrete,0.3,brick,0.23,xps,0.1,east,1.5,0.6,0.35,1.6,34.715,36.06,0.0,9.536,19.11,0.7143
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.2,rcc_slab,0.1,mineral_wool,0.05,north,1.5,0.9,0.45,5.8,36.478,38.656,0.0,9.555,19.776,0.7857
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,aerated_concrete,0.2,rcc_slab,0.2,xps,0.1,east,0.9,1.5,0.75,1.2,36.06,38.447,0.0119,9.599,23.891,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,rammed_earth,0.3,puf_sandwich_panel,0.05,sheep_wool,0.05,east,1.5,0.6,0.75,2.6,35.829,37.748,0.0,9.553,20.835,0.7917
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,rcc_slab,0.2,xps,0.05,north,0.6,0.6,0.85,2.0,34.717,36.549,0.0238,9.651,22.971,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,brick,0.115,stone,0.3,eps,0.1,south,1.2,0.6,0.75,3.5,35.705,37.618,0.0,9.561,20.605,0.7976
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.15,puf_sandwich_panel,0.15,xps,0.15,south,0.9,0.6,0.35,2.6,34.515,35.894,0.0,9.576,21.006,0.8512
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.1,rcc_slab,0.1,mineral_wool,0.1,east,0.9,0.6,0.65,2.6,35.34,37.849,0.0238,9.653,22.809,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,mud_brick,0.15,xps,0.15,north,1.5,0.6,0.85,3.5,34.532,36.563,0.0298,9.695,23.457,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.2,brick,0.23,eps,0.15,south,1.5,0.9,0.75,1.6,35.08,36.801,0.0119,9.598,22.481,0.8988
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,timber,0.1,eps,0.1,west,0.9,1.2,0.55,1.6,34.819,37.67,0.0476,9.839,23.777,0.9524
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,rammed_earth,0.3,puf_sandwich_panel,0.075,sheep_wool,0.05,west,1.2,0.6,0.75,3.5,35.669,37.549,0.0,9.553,20.032,0.7857
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,plywood,0.05,puf_sandwich_panel,0.1,eps,0.15,south,1.2,1.2,0.75,1.6,36.689,42.726,0.0357,9.814,24.718,0.9524
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.1,mud_brick,0.15,eps,0.15,north,0.6,0.9,0.45,5.8,34.956,36.538,0.006,9.583,20.997,0.875
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,rammed_earth,0.45,mud_brick,0.15,xps,0.15,north,0.6,0.6,0.55,1.2,33.646,34.504,0.0,9.533,18.937,0.6607
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,stone,0.15,concrete,0.15,eps,0.2,east,0.6,1.5,0.45,3.5,35.002,36.532,0.0,9.557,20.523,0.7917
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,mud_brick,0.3,mud_brick,0.25,none,0.0,south,0.6,0.9,0.65,3.5,37.959,40.811,0.0,9.541,19.261,0.7798
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,rammed_earth,0.3,concrete,0.15,sheep_wool,0.15,north,0.9,0.9,0.85,5.8,34.83,36.175,0.0,9.545,19.775,0.7679
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,concrete,0.1,sheep_wool,0.15,south,0.9,1.2,0.85,1.6,35.75,39.426,0.0298,9.721,23.923,0.9405
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.05,xps,0.05,west,1.2,0.9,0.35,1.2,36.328,41.056,0.0714,9.864,21.695,0.9464
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,mud_brick,0.15,gi_sheet,0.002,sheep_wool,0.15,east,0.9,1.2,0.45,1.6,35.085,36.798,0.0119,9.59,21.817,0.8929
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,brick,0.115,timber,0.1,sheep_wool,0.15,north,0.6,0.6,0.35,3.5,34.728,36.32,0.0179,9.602,21.646,0.8988
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,stone,0.15,gi_sheet,0.002,mineral_wool,0.15,west,1.8,0.6,0.55,1.6,35.9,38.053,0.0,9.567,21.53,0.8571
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.3,concrete,0.15,eps,0.15,south,0.9,0.9,0.85,2.0,35.028,36.553,0.0,9.537,19.344,0.7262
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,aerated_concrete,0.2,timber,0.15,eps,0.05,west,1.8,1.2,0.75,5.8,37.05,40.254,0.0298,9.651,21.835,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,brick,0.115,gi_sheet,0.002,sheep_wool,0.05,south,1.5,1.5,0.55,2.0,37.51,40.885,0.0179,9.613,21.43,0.9167
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,concrete,0.1,mud_brick,0.25,xps,0.1,south,0.6,0.6,0.55,3.5,35.222,36.96,0.0,9.572,20.87,0.8512
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,rammed_earth,0.3,stone,0.3,xps,0.1,east,0.9,0.9,0.75,5.8,35.135,36.692,0.0,9.538,19.563,0.756
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.1,eps,0.1,north,1.8,1.2,0.65,1.2,37.333,41.627,0.0298,9.707,22.277,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,mud_brick,0.3,aerated_concrete,0.2,mineral_wool,0.05,north,0.6,0.6,0.75,1.2,35.071,36.569,0.0,9.547,19.941,0.7738
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,timber,0.15,stone,0.3,eps,0.025,west,0.9,1.2,0.55,1.2,36.65,39.096,0.0119,9.581,21.058,0.8929
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,gi_sheet,0.002,brick,0.115,xps,0.1,east,1.8,1.5,0.65,2.6,37.927,42.632,0.0298,9.71,22.526,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,gi_sheet,0.002,brick,0.115,xps,0.05,west,1.5,0.6,0.35,2.6,37.223,42.435,0.0357,9.711,21.783,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,timber,0.1,concrete,0.2,eps,0.2,north,1.2,0.6,0.75,2.6,34.558,36.112,0.0179,9.617,22.471,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,concrete,0.15,puf_sandwich_panel,0.1,eps,0.1,south,1.2,1.5,0.35,1.2,35.854,38.035,0.006,9.58,21.938,0.8988
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,timber,0.1,puf_sandwich_panel,0.15,eps,0.05,east,1.2,0.6,0.75,2.6,35.293,38.156,0.0357,9.735,23.328,0.9345
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,mud_brick,0.45,brick,0.23,eps,0.025,north,0.9,1.5,0.55,3.5,36.066,38.107,0.0,9.531,18.549,0.6488
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,brick,0.23,mud_brick,0.25,xps,0.05,west,0.6,1.5,0.65,2.0,35.744,37.554,0.0,9.55,20.088,0.7798
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,brick,0.115,timber,0.1,xps,0.1,east,1.2,1.2,0.85,2.6,36.132,38.408,0.0119,9.605,23.382,0.9167
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,plywood,0.019,mud_brick,0.15,none,0.0,north,1.8,0.6,0.45,2.6,40.648,50.492,0.0298,9.695,19.492,0.5238
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,mud_brick,0.45,concrete,0.2,eps,0.025,south,1.2,0.9,0.65,5.8,36.079,38.102,0.0,9.531,18.43,0.6429
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,brick,0.115,aerated_concrete,0.2,sheep_wool,0.1,west,1.8,0.6,0.45,2.0,35.569,37.558,0.0179,9.599,21.49,0.9048
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,stone,0.15,puf_sandwich_panel,0.15,mineral_wool,0.1,south,0.9,0.9,0.75,1.2,35.651,37.631,0.0,9.568,21.221,0.8512
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.075,rcc_slab,0.1,sheep_wool,0.15,south,1.8,0.6,0.65,1.2,34.662,36.843,0.0298,9.723,24.717,0.9405
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,mud_brick,0.25,sheep_wool,0.15,north,1.2,0.9,0.45,2.0,34.323,35.86,0.0238,9.648,23.006,0.9226
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,brick,0.23,puf_sandwich_panel,0.1,mineral_wool,0.15,west,1.8,1.2,0.35,3.5,35.491,37.391,0.0,9.564,20.67,0.8036
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,gi_sheet,0.002,eps,0.15,east,1.8,1.5,0.65,1.6,38.259,47.785,0.0417,9.893,26.242,0.8333
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,rammed_earth,0.45,rcc_slab,0.2,xps,0.15,west,0.9,1.2,0.45,1.2,33.912,34.932,0.0,9.532,18.698,0.6429
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,gi_sheet,0.002,concrete,0.15,xps,0.15,north,0.9,1.5,0.65,1.2,35.94,38.552,0.0298,9.667,22.495,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,aerated_concrete,0.1,stone,0.3,mineral_wool,0.1,south,1.2,1.5,0.35,5.8,35.355,37.216,0.0179,9.587,21.5,0.8988
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,mud_brick,0.15,concrete,0.2,mineral_wool,0.1,south,1.8,0.6,0.55,3.5,35.729,37.697,0.0,9.565,21.463,0.8512
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,stone,0.3,stone,0.15,sheep_wool,0.05,west,1.8,0.6,0.55,1.2,36.37,38.527,0.0,9.533,19.086,0.75
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,stone,0.45,stone,0.3,sheep_wool,0.15,south,0.9,0.9,0.75,5.8,34.266,35.575,0.0,9.522,17.51,0.5179
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,rammed_earth,0.3,aerated_concrete,0.2,eps,0.15,south,1.8,0.6,0.85,3.5,35.393,37.097,0.0,9.55,21.479,0.7917
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,stone,0.3,timber,0.1,eps,0.2,north,0.6,1.2,0.65,2.6,34.238,35.382,0.0,9.536,19.021,0.6964
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,rammed_earth,0.3,gi_sheet,0.002,sheep_wool,0.1,south,1.5,0.9,0.75,5.8,35.54,37.266,0.0,9.553,20.05,0.7857
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,rammed_earth,0.3,aerated_concrete,0.1,eps,0.05,east,0.9,1.5,0.35,2.0,35.454,37.133,0.0,9.552,20.425,0.7857
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,timber,0.1,rcc_slab,0.1,eps,0.1,north,0.9,1.5,0.75,1.6,35.764,38.228,0.0298,9.659,24.189,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,concrete,0.15,gi_sheet,0.002,xps,0.1,north,1.8,0.6,0.45,2.0,35.385,37.139,0.006,9.577,20.977,0.869
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,rammed_earth,0.45,puf_sandwich_panel,0.075,sheep_wool,0.05,north,0.6,1.2,0.65,2.0,34.68,35.999,0.0,9.537,19.457,0.75
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,mud_brick,0.15,puf_sandwich_panel,0.05,sheep_wool,0.05,north,1.5,1.5,0.75,3.5,37.176,40.15,0.0119,9.594,21.358,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,concrete,0.2,gi_sheet,0.002,sheep_wool,0.1,east,0.6,0.9,0.55,2.0,35.345,37.038,0.0,9.56,20.695,0.7976
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,stone,0.15,aerated_concrete,0.2,none,0.0,east,1.2,1.2,0.45,2.0,39.813,45.066,0.0179,9.565,18.644,0.5595
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,mud_brick,0.15,gi_sheet,0.002,sheep_wool,0.05,east,1.2,1.2,0.55,2.0,36.928,39.666,0.0119,9.591,21.328,0.9107
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,135.0,timber,0.15,timber,0.1,eps,0.2,west,0.9,0.6,0.65,3.5,34.172,35.775,0.0357,9.669,22.923,0.9286
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,0.0,aerated_concrete,0.1,concrete,0.2,sheep_wool,0.15,west,1.8,0.9,0.55,1.6,36.325,39.3,0.0238,9.621,23.376,0.9167
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,aerated_concrete,0.1,puf_sandwich_panel,0.15,mineral_wool,0.05,west,1.2,1.5,0.75,2.0,37.503,43.478,0.0357,9.741,22.98,0.9405
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,gi_sheet,0.002,aerated_concrete,0.1,mineral_wool,0.05,east,1.8,0.9,0.85,5.8,37.556,43.398,0.0357,9.8,22.594,0.875
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.05,sheep_wool,0.15,south,0.6,0.6,0.75,1.2,35.24,38.721,0.0595,9.855,22.36,0.9524
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,90.0,concrete,0.15,mud_brick,0.15,none,0.0,north,0.9,0.6,0.75,5.8,40.555,46.228,0.0179,9.564,18.791,0.5893
Prayagraj,25.4358,81.8463,composite,3.0,3.0,2.6,45.0,brick,0.23,stone,0.15,xps,0.15,east,1.5,0.9,0.85,2.0,35.421,37.026,0.0,9.552,21.082,0.7917
