site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,ach,roof_pitch_deg,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,concrete,0.15,puf_sandwich_panel,0.15,sheep_wool,0.1,west,1.2,1.2,0.55,2.0,2.0,30.0,34.392,36.971,0.1012,21.232,29.121,0.9583
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,concrete,0.2,mud_brick,0.15,mineral_wool,0.1,north,0.9,0.6,0.45,3.5,2.0,20.0,32.665,34.17,0.2262,21.223,27.575,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,timber,0.1,xps,0.1,east,1.5,1.2,0.75,2.0,4.0,0.0,35.463,42.57,0.125,21.371,30.663,0.6488
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,brick,0.115,mud_brick,0.25,eps,0.15,north,0.9,0.6,0.65,1.6,10.0,30.0,32.323,34.44,0.3274,21.231,26.076,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.2,concrete,0.1,xps,0.05,east,0.6,1.2,0.65,3.5,6.0,15.0,33.108,35.774,0.1964,21.26,27.605,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,concrete,0.2,mud_brick,0.25,xps,0.15,south,0.6,1.5,0.85,3.5,8.0,0.0,32.855,34.852,0.2143,21.225,27.289,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,mud_brick,0.15,sheep_wool,0.05,north,0.9,0.9,0.65,3.5,2.0,0.0,33.809,36.563,0.0833,21.306,29.988,0.8155
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,concrete,0.2,concrete,0.2,none,0.0,north,1.5,1.5,0.75,2.0,2.0,0.0,37.539,42.664,0.0655,21.226,30.351,0.6607
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,plywood,0.019,aerated_concrete,0.2,mineral_wool,0.05,west,1.2,1.5,0.55,5.8,6.0,25.0,33.629,38.65,0.381,21.331,27.582,0.8988
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,mud_brick,0.15,rcc_slab,0.15,eps,0.025,south,1.5,1.2,0.65,1.2,0.5,20.0,36.575,40.244,0.0833,21.233,31.148,0.5357
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.2,brick,0.115,mineral_wool,0.05,west,1.2,0.6,0.45,2.0,3.0,0.0,33.555,35.922,0.0893,21.265,28.79,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,mud_brick,0.15,mud_brick,0.25,eps,0.15,south,1.5,1.2,0.65,1.2,10.0,5.0,33.403,36.147,0.125,21.233,27.232,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.025,east,1.5,1.5,0.35,1.2,3.0,5.0,35.452,42.574,0.3155,21.383,29.658,0.6726
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,aerated_concrete,0.1,aerated_concrete,0.2,sheep_wool,0.05,east,0.6,1.5,0.45,2.0,10.0,25.0,32.76,36.616,0.4226,21.289,26.682,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,timber,0.1,gi_sheet,0.002,xps,0.05,south,1.5,0.9,0.85,3.5,2.0,0.0,34.819,38.588,0.0774,21.321,29.847,0.7619
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,concrete,0.15,stone,0.3,xps,0.05,east,0.9,1.2,0.85,2.6,2.0,0.0,34.393,36.787,0.1071,21.226,29.6,0.8571
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,aerated_concrete,0.3,gi_sheet,0.002,eps,0.2,west,1.2,1.5,0.55,5.8,4.0,20.0,32.98,35.122,0.1369,21.257,27.842,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.45,puf_sandwich_panel,0.075,sheep_wool,0.05,west,1.8,0.9,0.55,1.2,6.0,25.0,32.371,33.84,0.2798,21.215,26.167,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,rammed_earth,0.3,aerated_concrete,0.1,none,0.0,south,1.2,0.9,0.35,5.8,10.0,15.0,33.686,36.647,0.1131,21.224,27.138,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,stone,0.15,sheep_wool,0.15,north,1.5,1.2,0.45,5.8,10.0,5.0,32.238,35.172,0.4345,21.285,27.236,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.1,stone,0.15,xps,0.15,west,0.9,1.2,0.55,2.0,1.0,10.0,33.49,35.268,0.0833,21.265,29.624,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,rammed_earth,0.3,timber,0.15,none,0.0,west,1.8,0.9,0.35,1.6,2.0,0.0,34.649,37.399,0.0833,21.227,28.788,0.9821
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.1,east,0.6,0.9,0.55,5.8,4.0,0.0,33.66,37.925,0.3333,21.379,28.414,0.8929
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.3,stone,0.3,eps,0.2,west,1.2,0.6,0.45,1.6,8.0,5.0,31.947,33.502,0.4107,21.234,26.352,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,gi_sheet,0.002,brick,0.23,none,0.0,east,1.8,0.9,0.45,2.6,2.0,20.0,36.71,46.015,0.3036,21.098,29.671,0.6369
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,rammed_earth,0.3,puf_sandwich_panel,0.05,sheep_wool,0.15,west,1.8,1.2,0.65,5.8,1.0,25.0,34.652,37.612,0.131,21.223,29.344,0.869
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,mud_brick,0.15,aerated_concrete,0.2,none,0.0,east,0.6,0.9,0.65,3.5,6.0,15.0,34.752,38.845,0.0833,21.238,28.523,0.8929
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,stone,0.45,timber,0.1,eps,0.1,south,1.5,0.6,0.35,3.5,1.0,0.0,31.732,33.443,0.494,21.213,26.408,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,timber,0.2,rcc_slab,0.15,eps,0.05,south,1.5,0.9,0.55,3.5,0.5,25.0,34.179,36.398,0.0833,21.249,31.278,0.5119
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,rammed_earth,0.45,mud_brick,0.15,eps,0.15,north,1.2,0.6,0.35,1.2,3.0,30.0,31.561,32.929,0.5,21.213,25.964,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.05,south,0.6,0.9,0.35,2.0,8.0,0.0,33.248,38.41,0.4286,21.376,27.407,0.8988
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,mud_brick,0.15,stone,0.15,sheep_wool,0.15,south,0.6,1.5,0.85,1.2,2.0,25.0,33.172,34.875,0.2143,21.23,29.466,0.9048
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,timber,0.2,brick,0.23,eps,0.025,west,1.8,1.2,0.45,5.8,10.0,0.0,33.791,37.545,0.1607,21.252,27.515,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.1,timber,0.1,mineral_wool,0.15,east,1.8,1.5,0.65,5.8,1.0,15.0,34.301,37.314,0.0655,21.3,32.804,0.4286
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,mud_brick,0.45,brick,0.115,eps,0.2,south,1.5,1.2,0.65,1.6,1.0,5.0,33.068,35.667,0.25,21.217,29.164,0.7619
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,aerated_concrete,0.3,concrete,0.15,xps,0.15,south,1.2,0.6,0.85,2.0,10.0,20.0,32.174,34.231,0.3929,21.242,26.153,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,brick,0.115,sheep_wool,0.05,south,1.8,0.6,0.65,5.8,6.0,5.0,33.842,38.206,0.2619,21.319,28.455,0.881
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,plywood,0.019,timber,0.15,mineral_wool,0.05,east,1.5,0.9,0.45,2.6,6.0,15.0,33.645,38.33,0.3512,21.344,28.007,0.8631
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,rcc_slab,0.2,mineral_wool,0.1,south,1.2,1.5,0.65,2.6,1.0,20.0,34.311,36.927,0.2024,21.223,30.179,0.625
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,plywood,0.03,brick,0.115,xps,0.15,east,0.9,0.6,0.65,2.0,4.0,10.0,33.27,36.138,0.2262,21.305,28.582,0.9881
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,brick,0.23,xps,0.15,west,1.2,1.5,0.45,2.0,1.0,15.0,34.532,37.206,0.0833,21.277,30.204,0.9107
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,brick,0.345,stone,0.15,sheep_wool,0.1,east,0.9,0.6,0.75,2.0,1.0,20.0,32.539,34.45,0.3512,21.217,27.516,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,timber,0.1,rcc_slab,0.25,xps,0.15,west,1.5,0.6,0.85,2.0,2.0,0.0,34.252,36.747,0.0952,21.255,29.259,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,concrete,0.3,aerated_concrete,0.2,eps,0.2,west,1.5,0.9,0.55,2.0,10.0,0.0,32.166,33.758,0.2798,21.221,26.074,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,timber,0.2,rcc_slab,0.2,xps,0.05,east,0.6,0.6,0.85,1.6,3.0,15.0,33.366,35.492,0.125,21.247,28.862,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.05,mud_brick,0.15,xps,0.1,north,0.9,1.2,0.85,1.2,0.5,5.0,34.445,36.799,0.0655,21.305,32.027,0.4405
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,gi_sheet,0.002,aerated_concrete,0.1,sheep_wool,0.15,north,1.8,1.2,0.75,1.6,2.0,25.0,34.901,39.665,0.2024,21.347,30.711,0.625
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.45,concrete,0.15,eps,0.1,south,1.2,1.2,0.75,3.5,0.5,30.0,33.045,35.863,0.2857,21.213,27.04,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,stone,0.15,timber,0.15,none,0.0,north,0.6,0.9,0.55,1.2,8.0,30.0,35.054,39.845,0.1131,21.226,27.989,0.8929
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,stone,0.15,aerated_concrete,0.1,eps,0.1,west,0.6,1.2,0.45,1.6,3.0,25.0,32.815,34.509,0.2143,21.228,27.418,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,gi_sheet,0.002,puf_sandwich_panel,0.05,none,0.0,west,0.9,0.6,0.75,1.2,6.0,20.0,35.676,45.24,0.4524,20.069,28.154,0.6964
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,plywood,0.03,gi_sheet,0.002,none,0.0,south,0.9,1.5,0.85,3.5,0.5,30.0,37.79,51.305,0.3869,21.291,32.112,0.5833
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.15,mineral_wool,0.1,east,0.6,0.6,0.65,5.8,3.0,30.0,32.46,35.168,0.4345,21.393,28.633,0.9524
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,stone,0.45,gi_sheet,0.002,mineral_wool,0.1,south,1.5,0.9,0.55,2.0,2.0,20.0,31.928,33.762,0.3869,21.211,26.136,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,concrete,0.2,brick,0.115,none,0.0,north,0.6,0.6,0.75,2.6,8.0,30.0,35.566,40.231,0.0714,21.222,28.536,0.8631
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,aerated_concrete,0.1,mud_brick,0.25,xps,0.05,north,0.9,0.6,0.45,3.5,2.0,20.0,33.565,35.854,0.0952,21.257,29.015,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.3,gi_sheet,0.002,mineral_wool,0.15,north,1.8,0.9,0.35,5.8,6.0,30.0,32.38,34.496,0.3393,21.251,26.804,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.115,timber,0.1,sheep_wool,0.1,south,1.8,0.6,0.35,5.8,2.0,10.0,33.731,36.066,0.0893,21.251,28.586,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,plywood,0.05,gi_sheet,0.002,mineral_wool,0.05,east,0.9,0.6,0.65,5.8,6.0,5.0,33.621,38.248,0.3571,21.354,28.195,0.8393
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.075,aerated_concrete,0.1,xps,0.15,west,0.6,0.6,0.35,1.2,1.0,0.0,32.977,34.811,0.1012,21.374,30.265,0.9583
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,stone,0.45,stone,0.3,xps,0.05,west,0.6,1.2,0.85,2.6,1.0,5.0,32.251,34.33,0.369,21.211,26.326,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,mud_brick,0.15,concrete,0.2,mineral_wool,0.15,east,1.8,1.5,0.35,2.0,8.0,20.0,32.419,34.305,0.244,21.23,27.277,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,mud_brick,0.3,rcc_slab,0.25,none,0.0,north,1.5,0.6,0.35,1.6,1.0,20.0,35.889,39.087,0.0833,21.218,29.454,0.8571
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,brick,0.23,timber,0.1,none,0.0,east,1.5,0.9,0.45,5.8,10.0,10.0,34.344,37.997,0.0893,21.23,27.523,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,timber,0.1,gi_sheet,0.002,eps,0.2,east,0.9,0.9,0.45,3.5,6.0,0.0,32.65,35.382,0.3631,21.316,28.023,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,stone,0.3,brick,0.23,xps,0.05,east,0.9,1.2,0.65,1.2,8.0,25.0,32.636,34.374,0.2381,21.214,26.224,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.345,aerated_concrete,0.2,eps,0.2,north,1.2,1.2,0.55,1.6,2.0,25.0,32.255,33.781,0.3571,21.218,27.46,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.45,rcc_slab,0.15,eps,0.1,north,1.5,1.2,0.75,3.5,4.0,30.0,32.442,34.016,0.3214,21.213,26.845,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,mud_brick,0.3,mud_brick,0.25,xps,0.1,north,0.6,0.9,0.55,2.6,3.0,20.0,32.099,33.427,0.3571,21.218,26.845,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.23,brick,0.115,sheep_wool,0.05,east,0.6,1.5,0.45,1.6,10.0,30.0,32.862,35.145,0.1726,21.223,26.648,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,plywood,0.019,concrete,0.1,sheep_wool,0.15,south,1.2,0.6,0.55,5.8,0.5,5.0,34.359,37.393,0.0714,21.31,30.976,0.6369
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,stone,0.15,stone,0.3,xps,0.05,west,1.8,1.2,0.55,2.0,10.0,5.0,33.071,35.296,0.1548,21.224,26.498,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.115,mud_brick,0.25,xps,0.1,north,1.8,1.2,0.75,3.5,2.0,0.0,34.497,36.85,0.0833,21.24,30.042,0.8095
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,rammed_earth,0.15,stone,0.15,none,0.0,west,0.6,1.5,0.85,2.6,0.5,25.0,37.489,43.18,0.0655,21.231,30.364,0.625
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.25,eps,0.025,west,1.5,0.9,0.65,2.6,1.0,20.0,36.323,41.481,0.0655,21.262,29.709,0.75
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,timber,0.15,puf_sandwich_panel,0.075,sheep_wool,0.05,north,0.9,0.9,0.85,3.5,10.0,30.0,32.577,36.148,0.4345,21.283,26.644,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,stone,0.15,concrete,0.15,xps,0.05,south,1.2,1.2,0.55,2.0,1.0,5.0,34.175,36.331,0.119,21.229,28.859,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,plywood,0.03,gi_sheet,0.002,eps,0.1,north,1.5,0.9,0.85,2.6,8.0,0.0,33.556,38.218,0.381,21.378,27.679,0.9048
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,concrete,0.3,concrete,0.15,sheep_wool,0.05,north,1.2,1.5,0.35,1.6,2.0,5.0,33.666,35.749,0.2143,21.219,27.781,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,concrete,0.2,rcc_slab,0.2,eps,0.2,east,0.9,1.2,0.55,3.5,4.0,20.0,32.225,33.599,0.2798,21.222,27.413,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.1,eps,0.15,west,1.5,0.9,0.85,2.6,2.0,20.0,34.315,37.518,0.0774,21.301,29.137,0.9464
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,gi_sheet,0.002,stone,0.3,xps,0.1,south,0.9,0.6,0.75,2.6,10.0,20.0,32.66,35.416,0.3274,21.249,26.827,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,aerated_concrete,0.2,rcc_slab,0.25,eps,0.025,north,1.5,1.5,0.45,3.5,3.0,30.0,34.245,37.043,0.0774,21.24,28.78,0.9821
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,brick,0.115,aerated_concrete,0.1,eps,0.2,north,1.8,1.5,0.85,3.5,6.0,0.0,34.433,37.697,0.0714,21.256,28.166,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.3,stone,0.15,eps,0.05,south,0.9,0.6,0.45,2.6,8.0,25.0,32.452,34.632,0.3036,21.239,26.829,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,aerated_concrete,0.3,stone,0.15,mineral_wool,0.1,west,1.8,1.2,0.35,5.8,6.0,0.0,33.294,35.908,0.119,21.246,27.732,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,rammed_earth,0.3,concrete,0.2,mineral_wool,0.15,east,0.9,0.9,0.45,1.6,3.0,0.0,32.483,34.024,0.2738,21.222,27.506,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.23,gi_sheet,0.002,eps,0.05,south,1.8,1.2,0.55,2.6,0.5,0.0,35.831,39.042,0.0893,21.234,29.767,0.869
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,stone,0.15,stone,0.15,sheep_wool,0.05,north,1.2,0.9,0.75,5.8,10.0,30.0,33.07,35.511,0.1429,21.223,26.25,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,0.0,stone,0.15,aerated_concrete,0.1,eps,0.05,south,1.2,1.2,0.75,1.2,3.0,0.0,34.219,36.702,0.0893,21.235,30.091,0.7679
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,45.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.2,west,0.9,0.6,0.55,5.8,6.0,15.0,33.159,37.584,0.3869,21.367,27.294,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,rammed_earth,0.15,concrete,0.2,mineral_wool,0.15,north,1.2,0.9,0.35,5.8,6.0,25.0,32.266,33.971,0.2738,21.229,26.633,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,180.0,timber,0.2,rcc_slab,0.15,eps,0.2,east,0.6,0.9,0.65,2.6,4.0,20.0,32.698,34.59,0.1607,21.249,27.938,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,timber,0.2,timber,0.1,xps,0.05,west,1.8,0.9,0.65,2.0,6.0,30.0,33.267,36.248,0.2321,21.264,27.451,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,mud_brick,0.3,puf_sandwich_panel,0.075,xps,0.1,east,0.6,0.6,0.45,2.6,3.0,15.0,32.1,33.385,0.3452,21.223,27.222,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,plywood,0.019,brick,0.115,mineral_wool,0.05,east,1.8,1.5,0.55,3.5,0.5,0.0,35.5,39.82,0.0595,21.313,33.017,0.4226
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,mud_brick,0.45,gi_sheet,0.002,mineral_wool,0.15,east,1.2,0.9,0.35,2.0,10.0,0.0,31.695,33.024,0.4405,21.218,26.011,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,brick,0.115,eps,0.2,east,1.2,0.6,0.55,2.0,10.0,20.0,32.032,35.259,0.5119,21.312,26.674,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,brick,0.23,puf_sandwich_panel,0.15,mineral_wool,0.15,east,0.9,1.2,0.55,2.6,6.0,15.0,32.559,34.329,0.2262,21.229,27.366,1.0
Mumbai,19.076,72.8777,warm_humid,3.0,3.0,2.6,135.0,plywood,0.012,timber,0.1,mineral_wool,0.15,north,0.9,0.9,0.75,1.6,0.5,15.0,34.255,37.202,0.0595,21.35,31.114,0.5893
