site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c,cold_mean_c,cold_comfort_fraction
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,brick,0.115,aerated_concrete,0.1,none,0.0,west,1.8,0.6,0.35,2.0,35.874,42.624,0.1905,19.752,27.825,0.7917
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,concrete,0.15,aerated_concrete,0.2,eps,0.025,south,1.5,1.2,0.85,2.6,35.207,39.841,0.0833,19.736,28.474,0.9405
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,plywood,0.012,puf_sandwich_panel,0.1,mineral_wool,0.1,west,0.9,0.9,0.85,1.2,32.865,37.49,0.4167,19.882,27.293,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,timber,0.2,concrete,0.1,xps,0.1,south,1.2,0.6,0.45,5.8,32.135,34.397,0.4286,19.759,27.289,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,mud_brick,0.3,rcc_slab,0.2,sheep_wool,0.15,north,1.8,0.6,0.85,1.6,31.856,33.764,0.4226,19.72,25.762,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.3,aerated_concrete,0.2,eps,0.025,south,0.9,0.9,0.45,3.5,33.02,35.558,0.25,19.72,25.813,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,brick,0.115,aerated_concrete,0.1,eps,0.2,west,0.9,1.2,0.35,5.8,31.907,33.99,0.4881,19.751,26.179,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,timber,0.15,rcc_slab,0.25,sheep_wool,0.15,south,1.8,0.9,0.55,1.2,32.887,35.466,0.2143,19.747,28.891,0.9821
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,stone,0.15,aerated_concrete,0.2,none,0.0,west,0.6,0.6,0.65,2.0,35.343,40.854,0.1488,19.731,26.906,0.9762
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,mud_brick,0.15,brick,0.115,eps,0.05,west,0.6,0.6,0.55,1.2,33.051,35.658,0.2083,19.737,26.65,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,timber,0.15,xps,0.1,west,0.9,1.5,0.85,3.5,33.897,39.007,0.3333,19.834,27.529,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,timber,0.2,puf_sandwich_panel,0.1,xps,0.05,north,1.2,1.2,0.65,1.6,32.985,35.839,0.2917,19.78,27.594,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.03,aerated_concrete,0.2,sheep_wool,0.05,north,0.9,0.6,0.35,5.8,33.064,37.702,0.375,19.828,27.057,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.3,brick,0.23,eps,0.1,east,1.5,0.6,0.55,2.6,31.958,33.865,0.4226,19.741,27.526,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.03,concrete,0.1,eps,0.15,west,1.5,0.9,0.75,2.0,33.194,36.653,0.2976,19.8,27.327,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.2,gi_sheet,0.002,eps,0.15,south,1.2,0.9,0.55,3.5,32.514,35.281,0.375,19.78,28.302,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,brick,0.115,stone,0.3,xps,0.15,west,1.5,1.2,0.35,3.5,32.473,34.861,0.2798,19.73,26.025,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,plywood,0.012,timber,0.1,eps,0.2,east,1.5,0.6,0.45,5.8,32.624,36.721,0.4226,19.855,27.298,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,rammed_earth,0.45,stone,0.15,mineral_wool,0.05,south,0.6,1.2,0.55,3.5,31.949,34.148,0.4167,19.716,25.152,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,stone,0.45,timber,0.15,sheep_wool,0.1,south,1.5,0.6,0.55,5.8,31.235,33.085,0.6012,19.712,25.094,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,brick,0.345,concrete,0.15,sheep_wool,0.05,south,0.6,1.5,0.55,2.0,32.688,35.224,0.2917,19.719,26.31,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,mud_brick,0.15,aerated_concrete,0.1,mineral_wool,0.1,north,1.8,0.6,0.35,5.8,32.275,34.48,0.3631,19.742,26.433,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.3,brick,0.23,mineral_wool,0.15,north,1.5,1.5,0.55,1.2,32.795,34.969,0.2381,19.741,26.924,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,stone,0.3,eps,0.2,east,1.5,1.5,0.65,5.8,32.891,35.36,0.2262,19.75,27.777,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,brick,0.23,eps,0.05,east,1.2,0.9,0.85,1.2,33.895,38.313,0.1369,19.777,28.96,0.8929
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.1,sheep_wool,0.1,north,1.2,1.2,0.75,2.0,33.896,38.412,0.2857,19.801,27.43,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,timber,0.2,brick,0.115,eps,0.2,north,0.9,1.2,0.85,3.5,32.311,34.485,0.3631,19.759,27.006,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,rammed_earth,0.15,timber,0.15,sheep_wool,0.1,south,1.8,0.6,0.55,5.8,32.762,35.303,0.2202,19.743,26.336,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,plywood,0.019,brick,0.115,xps,0.1,north,0.6,1.5,0.75,5.8,33.088,36.955,0.3571,19.806,27.287,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.012,gi_sheet,0.002,sheep_wool,0.1,east,1.5,1.5,0.45,2.0,34.151,41.199,0.381,19.888,29.424,0.6667
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,brick,0.345,rcc_slab,0.2,eps,0.15,east,0.9,0.9,0.75,1.6,31.625,33.61,0.506,19.718,26.295,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,rammed_earth,0.3,rcc_slab,0.25,eps,0.15,west,1.5,0.9,0.85,5.8,31.95,33.804,0.4107,19.72,25.422,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.1,brick,0.23,eps,0.1,west,1.8,1.5,0.75,3.5,34.227,37.338,0.119,19.738,26.77,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,gi_sheet,0.002,aerated_concrete,0.2,eps,0.15,west,0.9,1.2,0.55,2.0,32.855,36.807,0.3869,19.826,26.792,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.075,eps,0.025,east,1.2,0.6,0.55,2.0,33.71,40.72,0.4226,19.879,27.437,0.7798
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,brick,0.345,concrete,0.1,xps,0.1,north,0.9,0.9,0.55,1.6,31.676,33.49,0.4762,19.72,25.446,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.03,concrete,0.1,mineral_wool,0.15,north,0.9,0.9,0.75,1.2,32.693,35.674,0.3512,19.794,27.748,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,timber,0.2,puf_sandwich_panel,0.15,eps,0.1,west,1.5,0.9,0.45,5.8,32.208,34.737,0.4107,19.779,26.782,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,mud_brick,0.25,mineral_wool,0.1,north,0.9,1.2,0.85,5.8,32.527,35.015,0.3393,19.77,26.932,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,timber,0.15,rcc_slab,0.2,xps,0.1,east,1.2,0.6,0.35,2.0,31.936,33.914,0.4643,19.752,26.773,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,mud_brick,0.45,timber,0.15,sheep_wool,0.05,north,1.8,0.6,0.65,2.0,31.864,33.779,0.4286,19.717,26.371,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,brick,0.115,concrete,0.2,sheep_wool,0.15,east,1.5,0.6,0.45,2.6,32.336,34.446,0.3036,19.737,27.036,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,brick,0.23,mud_brick,0.15,sheep_wool,0.05,west,1.2,1.5,0.55,2.0,33.532,36.146,0.1905,19.727,26.866,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.3,aerated_concrete,0.2,xps,0.15,west,1.8,1.5,0.55,2.0,33.388,36.009,0.1488,19.757,27.691,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.25,mineral_wool,0.1,west,0.9,1.5,0.65,2.0,32.935,35.826,0.256,19.723,27.174,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,rammed_earth,0.45,aerated_concrete,0.1,xps,0.15,east,0.6,1.2,0.45,5.8,31.034,32.609,0.7619,19.718,25.327,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,concrete,0.2,gi_sheet,0.002,mineral_wool,0.05,east,0.6,0.6,0.65,1.6,32.699,35.057,0.2619,19.729,26.562,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.1,concrete,0.2,eps,0.05,west,1.2,1.5,0.35,3.5,33.48,36.422,0.1667,19.737,26.389,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,plywood,0.012,aerated_concrete,0.1,xps,0.1,west,0.6,0.9,0.85,3.5,32.729,37.096,0.4345,19.86,27.105,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,mud_brick,0.3,brick,0.115,sheep_wool,0.05,south,1.2,0.6,0.65,3.5,32.774,35.21,0.2679,19.722,26.746,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.2,mud_brick,0.15,xps,0.1,east,1.5,1.5,0.55,2.6,33.295,36.048,0.2202,19.727,28.258,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,mud_brick,0.15,eps,0.025,west,0.9,0.6,0.65,1.6,34.218,40.042,0.3214,19.792,27.014,0.9702
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,stone,0.3,rcc_slab,0.25,mineral_wool,0.15,north,1.2,1.5,0.75,1.2,32.205,34.346,0.375,19.716,25.46,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,mud_brick,0.3,aerated_concrete,0.2,eps,0.025,north,1.8,1.2,0.75,5.8,33.814,36.617,0.1667,19.724,27.176,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.25,sheep_wool,0.05,north,1.5,0.9,0.65,1.6,34.237,38.34,0.1726,19.762,26.942,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,timber,0.15,sheep_wool,0.15,east,1.5,0.9,0.55,2.0,33.676,39.363,0.3393,19.834,28.059,0.8631
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,brick,0.345,timber,0.15,mineral_wool,0.05,south,1.5,1.2,0.85,1.6,33.771,37.2,0.2202,19.721,26.559,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,brick,0.345,aerated_concrete,0.2,xps,0.05,east,0.9,0.9,0.55,5.8,31.987,33.872,0.4048,19.721,26.235,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.2,stone,0.15,eps,0.15,east,1.2,1.2,0.65,2.0,32.363,34.535,0.3452,19.751,28.865,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,timber,0.15,puf_sandwich_panel,0.1,sheep_wool,0.15,north,1.5,1.5,0.65,2.0,33.42,36.754,0.2619,19.795,27.541,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.15,south,0.9,1.2,0.75,1.2,32.962,35.881,0.2798,19.769,26.907,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,stone,0.45,gi_sheet,0.002,sheep_wool,0.05,north,1.2,1.2,0.45,3.5,32.159,34.486,0.3869,19.713,24.791,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,rammed_earth,0.3,puf_sandwich_panel,0.15,mineral_wool,0.15,south,1.2,0.6,0.55,3.5,31.313,32.83,0.6488,19.725,26.386,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,plywood,0.019,mud_brick,0.15,eps,0.1,north,1.8,1.2,0.45,1.2,33.435,37.181,0.2917,19.794,27.631,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,aerated_concrete,0.2,xps,0.05,north,1.2,0.6,0.35,5.8,32.098,35.565,0.4821,19.844,26.951,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,stone,0.15,gi_sheet,0.002,eps,0.15,west,1.5,0.9,0.45,2.0,32.118,34.124,0.3571,19.734,26.006,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.1,concrete,0.15,sheep_wool,0.15,west,0.6,1.2,0.65,2.6,32.137,34.406,0.4345,19.767,26.868,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,mud_brick,0.25,sheep_wool,0.1,west,1.8,0.9,0.45,1.2,33.363,36.689,0.244,19.769,27.079,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,timber,0.1,stone,0.15,eps,0.025,north,0.6,1.5,0.75,2.6,33.93,37.818,0.1905,19.763,28.462,0.9167
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,concrete,0.1,concrete,0.2,eps,0.025,south,0.9,1.5,0.85,5.8,35.139,39.529,0.1012,19.737,28.435,0.9226
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,timber,0.2,puf_sandwich_panel,0.075,mineral_wool,0.1,east,1.2,0.6,0.35,1.2,31.755,33.832,0.5417,19.776,27.072,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,timber,0.15,timber,0.15,eps,0.05,east,1.8,0.9,0.35,1.2,33.195,36.876,0.2738,19.782,27.978,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,stone,0.15,gi_sheet,0.002,eps,0.05,north,0.6,1.2,0.45,5.8,33.096,35.804,0.2143,19.733,26.114,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,mud_brick,0.15,stone,0.15,xps,0.1,west,0.9,1.2,0.55,1.6,32.416,34.473,0.2857,19.733,26.536,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,brick,0.345,puf_sandwich_panel,0.075,xps,0.1,east,1.8,1.2,0.55,2.0,32.507,34.549,0.3036,19.722,26.309,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,aerated_concrete,0.2,aerated_concrete,0.1,xps,0.1,south,1.5,1.2,0.55,2.6,33.414,37.343,0.2143,19.776,27.386,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,puf_sandwich_panel,0.1,xps,0.15,south,0.6,0.6,0.45,5.8,31.279,33.98,0.6369,19.896,27.019,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,mud_brick,0.15,eps,0.15,east,0.6,0.6,0.35,1.6,31.427,33.511,0.6429,19.798,27.23,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,timber,0.1,stone,0.15,sheep_wool,0.05,west,1.8,1.2,0.35,2.6,33.452,36.815,0.2202,19.763,26.973,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.3,gi_sheet,0.002,xps,0.1,south,0.6,0.9,0.55,5.8,31.806,33.847,0.5179,19.761,26.624,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,gi_sheet,0.002,brick,0.23,eps,0.05,south,0.6,1.5,0.45,5.8,33.611,37.792,0.2679,19.773,27.626,0.9881
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,stone,0.3,stone,0.15,eps,0.2,west,1.8,0.6,0.75,5.8,32.009,34.536,0.4167,19.716,25.874,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.3,stone,0.15,eps,0.2,east,1.5,0.9,0.45,2.6,31.579,33.483,0.5119,19.718,26.049,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,brick,0.345,concrete,0.15,mineral_wool,0.1,west,1.8,0.9,0.65,1.2,32.395,34.471,0.3571,19.719,26.032,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,plywood,0.019,stone,0.15,xps,0.05,east,1.8,1.5,0.55,1.2,35.395,42.104,0.1071,19.779,29.441,0.7202
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,concrete,0.3,timber,0.15,xps,0.05,west,1.2,0.9,0.85,1.2,33.186,36.247,0.2321,19.72,27.036,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,stone,0.3,brick,0.23,eps,0.15,south,1.5,1.2,0.85,2.0,32.307,34.543,0.369,19.716,27.858,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,brick,0.345,puf_sandwich_panel,0.1,sheep_wool,0.15,west,0.6,0.9,0.75,1.6,31.332,32.832,0.5952,19.721,25.552,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.1,puf_sandwich_panel,0.075,eps,0.2,south,1.5,0.6,0.45,2.0,32.195,35.398,0.4643,19.816,27.66,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,concrete,0.15,gi_sheet,0.002,eps,0.025,north,0.9,0.9,0.65,1.2,34.349,37.963,0.1131,19.738,27.154,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,mud_brick,0.45,mud_brick,0.15,xps,0.15,north,1.2,0.9,0.65,1.2,31.126,32.809,0.6845,19.716,24.981,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,brick,0.345,rcc_slab,0.1,mineral_wool,0.05,west,1.2,1.2,0.85,5.8,33.53,36.72,0.2202,19.72,26.141,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,gi_sheet,0.002,aerated_concrete,0.2,xps,0.05,west,1.2,1.5,0.65,5.8,34.164,40.158,0.3452,19.828,27.173,0.9583
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,rammed_earth,0.3,puf_sandwich_panel,0.075,sheep_wool,0.05,west,0.9,0.6,0.65,1.2,32.052,33.963,0.3929,19.726,25.97,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,aerated_concrete,0.3,concrete,0.2,xps,0.1,west,1.8,1.2,0.85,3.5,33.342,35.908,0.1667,19.742,27.002,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,stone,0.15,mud_brick,0.15,xps,0.15,east,1.2,0.6,0.45,2.0,31.676,33.422,0.4881,19.728,26.256,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,brick,0.23,mud_brick,0.15,xps,0.05,east,0.9,1.2,0.35,1.6,32.721,34.97,0.2619,19.727,26.472,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,mud_brick,0.15,brick,0.23,xps,0.15,west,0.9,1.2,0.35,2.0,32.008,33.995,0.375,19.732,26.135,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,timber,0.15,sheep_wool,0.1,south,1.8,1.5,0.85,3.5,36.414,49.272,0.2143,19.852,31.386,0.5833
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.1,puf_sandwich_panel,0.1,none,0.0,west,1.2,0.6,0.85,3.5,34.134,40.262,0.3512,19.82,27.434,0.8393
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,timber,0.1,timber,0.15,sheep_wool,0.15,east,1.8,1.5,0.55,2.6,34.631,41.348,0.1667,19.797,29.555,0.7262
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.03,concrete,0.15,eps,0.15,north,0.9,1.5,0.55,5.8,32.759,35.829,0.3512,19.782,27.313,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,mud_brick,0.15,concrete,0.1,eps,0.1,east,1.8,0.6,0.75,1.2,32.627,34.864,0.2619,19.737,28.169,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,gi_sheet,0.002,concrete,0.2,xps,0.1,north,1.5,0.9,0.65,3.5,33.346,36.74,0.256,19.77,27.335,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,plywood,0.05,concrete,0.15,xps,0.1,west,0.6,0.9,0.55,5.8,32.312,34.979,0.3988,19.778,26.744,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,mud_brick,0.15,brick,0.115,eps,0.025,east,0.9,1.5,0.55,1.6,34.611,38.371,0.1071,19.738,27.94,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.115,xps,0.05,west,1.2,1.2,0.55,2.6,33.816,39.289,0.2857,19.813,28.635,0.8512
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,mud_brick,0.25,xps,0.15,west,1.5,0.6,0.55,5.8,31.727,33.791,0.5655,19.772,26.645,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,gi_sheet,0.002,stone,0.3,eps,0.1,east,0.9,0.6,0.45,2.0,32.336,34.751,0.3631,19.749,26.64,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,135.0,aerated_concrete,0.1,timber,0.15,mineral_wool,0.1,north,0.6,0.6,0.85,1.6,32.291,35.043,0.4167,19.794,27.323,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,eps,0.2,east,0.6,0.6,0.35,1.2,30.937,32.335,0.8333,19.721,25.311,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.3,rcc_slab,0.1,eps,0.15,south,0.9,1.5,0.85,3.5,32.573,34.802,0.2738,19.75,26.909,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,stone,0.45,gi_sheet,0.002,eps,0.1,west,1.5,0.9,0.65,2.6,31.422,33.339,0.5357,19.713,24.537,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,rammed_earth,0.3,puf_sandwich_panel,0.1,mineral_wool,0.05,north,0.9,0.9,0.55,1.6,32.08,34.002,0.3929,19.726,25.812,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.1,brick,0.115,mineral_wool,0.05,east,0.9,0.6,0.45,1.6,33.126,36.539,0.3095,19.779,27.362,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,plywood,0.012,gi_sheet,0.002,mineral_wool,0.15,west,1.2,0.9,0.55,1.6,32.956,37.341,0.3988,19.867,27.492,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,45.0,aerated_concrete,0.2,gi_sheet,0.002,sheep_wool,0.15,west,1.8,1.5,0.55,1.2,34.347,39.695,0.1131,19.783,28.061,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,mud_brick,0.3,brick,0.23,eps,0.2,east,1.8,0.6,0.75,2.0,32.043,34.417,0.3929,19.721,26.478,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,90.0,plywood,0.03,brick,0.23,eps,0.025,west,1.8,0.6,0.85,2.0,34.456,39.153,0.1964,19.773,27.549,1.0
Pune,18.5204,73.8567,temperate,3.0,3.0,2.6,180.0,aerated_concrete,0.2,stone,0.3,mineral_wool,0.15,south,1.5,0.6,0.35,1.2,31.442,33.026,0.6369,19.736,26.209,1.0
