timestamp_utc,t2m,rh2m,t2mdew,precip,ws10m,wd10m,ps,ghi
2024-01-06 07:00:00+00:00,19.4,82,16.2,0.1,8.2,23,1006.5,208.0
2024-01-06 08:00:00+00:00,19.9,79,16.1,0.1,6.5,19,1005.5,244.0
2024-01-06 09:00:00+00:00,20.2,76,15.9,0.0,5.4,352,1004.9,221.0
2024-01-06 10:00:00+00:00,20.3,75,15.8,0.0,5.5,328,1004.8,180.0
2024-01-06 11:00:00+00:00,19.9,78,15.9,0.0,7.9,317,1005.1,77.0
2024-01-06 12:00:00+00:00,19.0,81,15.7,0.0,7.1,311,1005.4,26.0
2024-01-06 13:00:00+00:00,18.3,81,15.0,0.0,5.9,308,1006.7,0.0
2024-01-06 14:00:00+00:00,17.9,84,15.2,0.0,5.1,309,1006.9,0.0
2024-01-06 15:00:00+00:00,17.8,85,15.3,0.0,5.6,320,1007.4,0.0
2024-01-06 16:00:00+00:00,17.5,88,15.4,0.0,8.9,339,1007.9,0.0
2024-01-06 17:00:00+00:00,16.4,92,15.1,0.0,8.4,353,1007.6,0.0
2024-01-06 18:00:00+00:00,15.4,94,14.4,0.0,6.5,357,1007.6,0.0
2024-01-06 19:00:00+00:00,13.9,96,13.3,0.0,8.8,351,1007.3,0.0
2024-01-06 20:00:00+00:00,13.8,96,13.3,0.0,6.4,333,1007.0,0.0
2024-01-06 21:00:00+00:00,13.5,97,13.0,0.0,5.5,328,1006.6,0.0
2024-01-06 22:00:00+00:00,13.4,97,12.9,0.0,5.8,338,1006.4,0.0
2024-01-06 23:00:00+00:00,13.9,96,13.3,0.0,6.6,347,1006.5,0.0
2024-01-07 00:00:00+00:00,13.7,97,13.2,0.0,4.0,355,1006.9,0.0
2024-01-07 01:00:00+00:00,15.2,95,14.3,0.0,3.3,319,1008.5,0.0
2024-01-07 02:00:00+00:00,15.4,93,14.2,0.0,4.1,322,1009.4,10.0
2024-01-07 03:00:00+00:00,16.2,89,14.3,0.0,4.4,351,1010.4,81.0
2024-01-07 04:00:00+00:00,17.5,83,14.6,0.0,5.4,4,1011.0,235.0
2024-01-07 05:00:00+00:00,19.1,76,14.8,0.0,5.1,8,1010.6,431.0
2024-01-07 06:00:00+00:00,20.3,72,15.0,0.0,5.1,4,1009.6,556.0
2024-01-07 07:00:00+00:00,21.2,68,15.0,0.0,5.2,326,1008.1,605.0
2024-01-07 08:00:00+00:00,21.8,63,14.5,0.0,7.0,305,1007.2,525.0
2024-01-07 09:00:00+00:00,21.9,61,14.1,0.0,6.4,308,1006.3,358.0
2024-01-07 10:00:00+00:00,21.9,60,13.7,0.0,6.2,306,1005.9,311.0
2024-01-07 11:00:00+00:00,21.1,69,15.1,0.0,3.6,276,1005.9,169.0
2024-01-07 12:00:00+00:00,18.3,77,14.3,0.0,7.2,288,1005.9,38.0
2024-01-07 13:00:00+00:00,16.6,87,14.4,0.0,8.4,310,1006.3,0.0
2024-01-07 14:00:00+00:00,15.1,90,13.6,0.0,9.2,315,1006.6,0.0
2024-01-07 15:00:00+00:00,14.6,92,13.2,0.0,8.9,320,1007.1,0.0
2024-01-07 16:00:00+00:00,14.5,92,13.1,0.0,7.1,315,1007.6,0.0
2024-01-07 17:00:00+00:00,13.7,93,12.6,0.0,8.5,324,1007.5,0.0
2024-01-07 18:00:00+00:00,13.0,94,12.1,0.0,9.3,344,1007.2,0.0
2024-01-07 19:00:00+00:00,13.4,93,12.3,0.0,6.9,351,1007.0,0.0
2024-01-07 20:00:00+00:00,13.8,93,12.8,0.0,5.8,22,1006.9,0.0
2024-01-07 21:00:00+00:00,13.5,95,12.8,0.0,4.0,63,1006.7,0.0
2024-01-07 22:00:00+00:00,13.4,97,12.9,0.0,3.1,111,1006.8,0.0
2024-01-07 23:00:00+00:00,13.3,98,13.0,0.0,3.2,333,1007.0,0.0
2024-01-08 00:00:00+00:00,11.5,98,11.3,0.0,6.6,338,1007.5,0.0
2024-01-08 01:00:00+00:00,11.9,96,11.4,0.0,6.5,6,1008.7,0.0
2024-01-08 02:00:00+00:00,12.5,96,11.9,0.0,3.9,22,1009.7,16.0
2024-01-08 03:00:00+00:00,14.2,90,12.5,0.0,4.5,14,1010.5,140.0
2024-01-08 04:00:00+00:00,16.4,82,13.4,0.0,4.1,15,1010.9,311.0
2024-01-08 05:00:00+00:00,18.5,75,13.9,0.0,4.1,38,1010.6,455.0
2024-01-08 06:00:00+00:00,19.9,69,14.1,0.0,2.8,40,1009.5,560.0
2024-01-08 07:00:00+00:00,20.7,67,14.4,0.0,1.8,349,1008.0,604.0
2024-01-08 08:00:00+00:00,21.2,66,14.7,0.0,1.3,326,1007.1,569.0
2024-01-08 09:00:00+00:00,21.6,65,14.8,0.0,2.9,277,1006.5,480.0
2024-01-08 10:00:00+00:00,21.5,66,14.8,0.0,5.0,270,1006.2,355.0
2024-01-08 11:00:00+00:00,20.7,73,15.6,0.0,3.5,246,1005.8,187.0
2024-01-08 12:00:00+00:00,17.6,84,15.0,0.0,6.9,219,1005.7,41.0
2024-01-08 13:00:00+00:00,16.6,88,14.7,0.0,8.3,2,1006.4,0.0
2024-01-08 14:00:00+00:00,15.5,91,14.0,0.0,8.9,14,1006.8,0.0
2024-01-08 15:00:00+00:00,14.8,91,13.3,0.0,9.0,23,1007.3,0.0
2024-01-08 16:00:00+00:00,15.3,89,13.4,0.0,6.7,16,1007.5,0.0
2024-01-08 17:00:00+00:00,13.9,93,12.8,0.0,6.6,347,1007.4,0.0
2024-01-08 18:00:00+00:00,13.1,96,12.4,0.0,5.5,328,1007.0,0.0
2024-01-08 19:00:00+00:00,13.7,97,13.2,0.0,1.1,252,1006.8,0.0
2024-01-08 20:00:00+00:00,13.3,100,13.3,0.0,2.2,279,1006.7,0.0
2024-01-08 21:00:00+00:00,11.5,100,11.5,0.0,4.6,309,1006.5,0.0
2024-01-08 22:00:00+00:00,10.9,100,10.9,0.0,5.5,349,1006.2,0.0
2024-01-08 23:00:00+00:00,10.9,100,10.9,0.0,5.0,360,1006.1,0.0
2024-01-09 00:00:00+00:00,10.6,100,10.6,0.0,5.5,23,1006.1,0.0
2024-01-09 01:00:00+00:00,11.3,96,10.8,0.0,5.3,62,1007.3,0.0
2024-01-09 02:00:00+00:00,12.0,96,11.3,0.0,4.5,76,1007.9,16.0
2024-01-09 03:00:00+00:00,13.8,90,12.1,0.0,2.5,82,1008.6,140.0
2024-01-09 04:00:00+00:00,16.0,83,13.2,0.0,1.5,45,1009.3,312.0
2024-01-09 05:00:00+00:00,18.0,76,13.7,0.0,1.3,34,1009.3,459.0
2024-01-09 06:00:00+00:00,19.6,71,14.3,0.0,3.9,56,1007.6,562.0
2024-01-09 07:00:00+00:00,20.8,69,14.8,0.0,4.5,14,1006.2,608.0
2024-01-09 08:00:00+00:00,21.6,66,15.1,0.0,3.8,319,1005.5,585.0
2024-01-09 09:00:00+00:00,22.1,64,14.9,0.0,5.7,342,1004.7,498.0
2024-01-09 10:00:00+00:00,22.1,63,14.6,0.0,7.0,339,1004.4,359.0
2024-01-09 11:00:00+00:00,21.3,69,15.4,0.0,5.4,323,1004.6,190.0
2024-01-09 12:00:00+00:00,18.4,77,14.4,0.0,6.7,324,1004.8,42.0
2024-01-09 13:00:00+00:00,16.9,83,14.0,0.0,6.5,326,1005.4,0.0
2024-01-09 14:00:00+00:00,16.0,85,13.4,0.0,6.9,332,1006.1,0.0
2024-01-09 15:00:00+00:00,15.9,83,12.9,0.0,7.3,327,1006.5,0.0
2024-01-09 16:00:00+00:00,15.4,83,12.4,0.0,6.9,332,1006.5,0.0
2024-01-09 17:00:00+00:00,14.9,83,12.1,0.0,7.7,311,1006.9,0.0
2024-01-09 18:00:00+00:00,14.7,84,12.0,0.0,10.0,308,1006.9,0.0
2024-01-09 19:00:00+00:00,14.7,83,11.9,0.0,9.7,321,1006.7,0.0
2024-01-09 20:00:00+00:00,14.8,83,11.9,0.0,9.2,321,1006.6,0.0
2024-01-09 21:00:00+00:00,14.1,87,12.0,0.0,7.4,317,1006.3,0.0
2024-01-09 22:00:00+00:00,13.6,91,12.1,0.0,6.4,308,1005.9,0.0
2024-01-09 23:00:00+00:00,13.0,94,12.0,0.0,5.6,297,1005.4,0.0
2024-01-10 00:00:00+00:00,12.4,95,11.7,0.0,5.4,278,1005.7,0.0
2024-01-10 01:00:00+00:00,12.7,96,12.1,0.0,7.2,276,1006.7,0.0
2024-01-10 02:00:00+00:00,13.0,95,12.2,0.0,9.8,264,1007.2,16.0
2024-01-10 03:00:00+00:00,14.5,88,12.4,0.0,10.9,262,1007.9,133.0
2024-01-10 04:00:00+00:00,16.2,81,13.0,0.0,11.5,266,1007.9,299.0
2024-01-10 05:00:00+00:00,17.9,75,13.5,0.0,11.9,270,1007.7,451.0
2024-01-10 06:00:00+00:00,19.2,70,13.7,0.0,13.8,285,1006.5,561.0
2024-01-10 07:00:00+00:00,20.3,67,14.0,0.0,13.9,287,1004.9,609.0
2024-01-10 08:00:00+00:00,20.9,66,14.3,0.0,14.9,277,1003.9,591.0
2024-01-10 09:00:00+00:00,21.1,66,14.5,0.0,15.1,273,1003.3,506.0
2024-01-10 10:00:00+00:00,21.0,65,14.3,0.0,15.2,277,1003.0,369.0
2024-01-10 11:00:00+00:00,20.1,68,14.1,0.0,12.8,281,1003.1,199.0
2024-01-10 12:00:00+00:00,17.9,74,13.2,0.0,10.0,285,1003.6,46.0
2024-01-10 13:00:00+00:00,16.2,83,13.3,0.0,9.7,285,1004.8,0.0
2024-01-10 14:00:00+00:00,15.1,87,13.0,0.0,9.0,299,1005.4,0.0
2024-01-10 15:00:00+00:00,14.0,90,12.3,0.0,8.2,311,1006.1,0.0
2024-01-10 16:00:00+00:00,12.9,92,11.5,0.0,7.6,315,1006.2,0.0
2024-01-10 17:00:00+00:00,12.1,92,10.8,0.0,7.2,307,1006.6,0.0
2024-01-10 18:00:00+00:00,11.4,92,10.2,0.0,7.3,290,1006.9,0.0
2024-01-10 19:00:00+00:00,11.1,94,10.1,0.0,8.1,302,1006.7,0.0
2024-01-10 20:00:00+00:00,10.5,95,9.7,0.0,7.2,307,1006.9,0.0
2024-01-10 21:00:00+00:00,9.7,96,9.1,0.0,6.4,297,1006.8,0.0
2024-01-10 22:00:00+00:00,8.8,98,8.5,0.0,7.0,282,1006.7,0.0
2024-01-10 23:00:00+00:00,8.3,99,8.2,0.0,6.8,273,1006.6,0.0
2024-01-11 00:00:00+00:00,8.1,100,8.0,0.0,6.8,267,1007.0,0.0
2024-01-11 01:00:00+00:00,9.5,100,9.5,0.0,5.8,248,1008.4,0.0
2024-01-11 02:00:00+00:00,10.0,99,9.9,0.0,7.9,254,1009.0,14.0
2024-01-11 03:00:00+00:00,10.6,98,10.3,0.0,7.6,275,1009.9,104.0
2024-01-11 04:00:00+00:00,12.5,90,11.0,0.0,7.6,275,1010.6,255.0
2024-01-11 05:00:00+00:00,14.9,83,12.1,0.0,7.6,262,1010.3,453.0
2024-01-11 06:00:00+00:00,16.8,78,12.8,0.0,7.9,267,1009.2,583.0
2024-01-11 07:00:00+00:00,18.5,70,12.9,0.0,8.8,282,1007.6,641.0
2024-01-11 08:00:00+00:00,19.6,65,12.9,0.0,9.7,292,1006.5,622.0
2024-01-11 09:00:00+00:00,20.1,63,12.9,0.0,10.3,295,1005.7,533.0
2024-01-11 10:00:00+00:00,20.1,62,12.6,0.0,10.1,297,1005.3,388.0
2024-01-11 11:00:00+00:00,19.1,68,13.2,0.0,7.0,291,1005.2,209.0
2024-01-11 12:00:00+00:00,15.3,84,12.6,0.0,9.5,281,1005.2,49.0
2024-01-11 13:00:00+00:00,13.2,91,11.7,0.0,10.0,300,1005.8,0.0
2024-01-11 14:00:00+00:00,12.3,92,11.0,0.0,9.2,291,1006.0,0.0
2024-01-11 15:00:00+00:00,11.2,95,10.5,0.0,8.7,277,1006.8,0.0
2024-01-11 16:00:00+00:00,10.7,97,10.2,0.0,7.9,270,1007.0,0.0
2024-01-11 17:00:00+00:00,10.3,99,10.1,0.0,7.5,287,1007.0,0.0
2024-01-11 18:00:00+00:00,9.9,99,9.7,0.0,7.5,305,1006.7,0.0
2024-01-11 19:00:00+00:00,9.6,98,9.4,0.0,7.5,325,1006.3,0.0
2024-01-11 20:00:00+00:00,10.1,98,9.9,0.0,6.0,287,1006.2,0.0
2024-01-11 21:00:00+00:00,8.1,100,8.1,0.0,6.8,252,1006.0,0.0
2024-01-11 22:00:00+00:00,8.2,100,8.2,0.0,3.9,248,1005.8,0.0
2024-01-11 23:00:00+00:00,8.3,100,8.3,0.0,5.6,243,1006.2,0.0
2024-01-12 00:00:00+00:00,8.1,100,8.1,0.0,4.7,238,1006.6,0.0
2024-01-12 01:00:00+00:00,8.4,100,8.4,0.0,4.8,257,1007.7,0.0
2024-01-12 02:00:00+00:00,8.9,99,8.8,0.0,6.0,245,1008.4,12.0
2024-01-12 03:00:00+00:00,9.7,97,9.3,0.0,6.6,257,1009.0,74.0
2024-01-12 04:00:00+00:00,11.3,98,11.0,0.0,6.2,260,1009.5,166.0
2024-01-12 05:00:00+00:00,13.4,89,11.6,0.0,6.8,270,1009.2,293.0
2024-01-12 06:00:00+00:00,15.8,79,12.2,0.0,7.0,282,1008.3,523.0
2024-01-12 07:00:00+00:00,17.4,72,12.2,0.0,7.7,281,1007.0,619.0
2024-01-12 08:00:00+00:00,18.6,64,11.8,0.0,9.7,292,1006.0,627.0
2024-01-12 09:00:00+00:00,19.3,61,11.6,0.0,10.0,296,1005.5,539.0
2024-01-12 10:00:00+00:00,19.3,58,10.9,0.0,9.2,291,1005.1,394.0
2024-01-12 11:00:00+00:00,18.3,67,12.1,0.0,5.9,281,1005.1,214.0
2024-01-12 12:00:00+00:00,14.4,83,11.6,0.0,9.8,262,1005.0,50.0
2024-01-12 13:00:00+00:00,12.8,89,11.0,0.0,10.0,300,1005.7,0.0
2024-01-12 14:00:00+00:00,12.0,90,10.4,0.0,9.7,312,1006.2,0.0
2024-01-12 15:00:00+00:00,11.2,91,9.8,0.0,9.6,304,1006.4,0.0
2024-01-12 16:00:00+00:00,10.3,94,9.3,0.0,9.9,303,1006.6,0.0
2024-01-12 17:00:00+00:00,9.7,95,8.9,0.0,9.4,310,1006.6,0.0
2024-01-12 18:00:00+00:00,8.9,97,8.4,0.0,9.6,304,1006.3,0.0
2024-01-12 19:00:00+00:00,9.4,97,9.0,0.0,7.3,281,1006.0,0.0
2024-01-12 20:00:00+00:00,8.8,100,8.8,0.0,6.2,234,1005.4,0.0
2024-01-12 21:00:00+00:00,7.9,100,7.9,0.0,8.2,218,1004.7,0.0
2024-01-12 22:00:00+00:00,8.0,100,8.0,0.0,8.9,223,1004.4,0.0
2024-01-12 23:00:00+00:00,8.8,100,8.8,0.0,7.2,243,1004.7,0.0
2024-01-13 00:00:00+00:00,9.7,100,9.7,0.0,5.1,278,1005.3,0.0
2024-01-13 01:00:00+00:00,8.4,100,8.4,0.0,5.9,313,1006.6,0.0
2024-01-13 02:00:00+00:00,8.2,99,8.1,0.0,3.3,319,1006.9,14.0
2024-01-13 03:00:00+00:00,9.7,99,9.5,0.0,0.7,180,1007.6,107.0
2024-01-13 04:00:00+00:00,11.5,95,10.8,0.0,1.1,180,1008.3,242.0
2024-01-13 05:00:00+00:00,14.6,87,12.4,0.0,1.1,198,1008.1,464.0
2024-01-13 06:00:00+00:00,16.9,74,12.2,0.0,2.5,262,1007.2,601.0
2024-01-13 07:00:00+00:00,18.6,64,11.7,0.0,5.9,284,1006.2,651.0
2024-01-13 08:00:00+00:00,19.7,59,11.4,0.0,8.7,287,1005.6,628.0
2024-01-13 09:00:00+00:00,20.2,54,10.6,0.0,10.0,291,1004.8,539.0
2024-01-13 10:00:00+00:00,20.1,54,10.4,0.0,9.6,290,1004.2,394.0
2024-01-13 11:00:00+00:00,18.8,66,12.3,0.0,5.0,291,1004.1,213.0
2024-01-13 12:00:00+00:00,15.4,76,11.3,0.0,8.8,282,1004.3,52.0
2024-01-13 13:00:00+00:00,13.1,86,10.8,0.0,10.4,316,1004.9,0.0
