,indoor_t_c,outdoor_t_c,q_solar_w
2017-01-04 02:00:00+05:30,17.289522962517896,14.38,0.0
2017-01-04 03:00:00+05:30,17.035529866056255,14.16375,0.0
2017-01-04 04:00:00+05:30,16.792142604460533,14.0075,0.0
2017-01-04 05:00:00+05:30,16.557343530815743,14.06375,0.0
2017-01-04 06:00:00+05:30,16.33731875138451,14.032499999999999,0.0
2017-01-04 07:00:00+05:30,16.153998742286657,13.93,3.213278719622974
2017-01-04 08:00:00+05:30,16.079939830680317,14.29375,16.770810625862325
2017-01-04 09:00:00+05:30,16.116937939560657,14.736249999999998,28.803458800571867
2017-01-04 10:00:00+05:30,16.234876056311798,15.466249999999999,31.07895271113795
2017-01-04 11:00:00+05:30,16.47846119310642,16.46125,38.993628004732194
2017-01-04 12:00:00+05:30,16.78779986879631,17.4525,35.430073085155016
2017-01-04 13:00:00+05:30,17.121182995551067,18.51375,34.73545551399943
2017-01-04 14:00:00+05:30,17.484671041337272,19.88,31.76223458354584
2017-01-04 15:00:00+05:30,17.839100233149978,20.8125,24.40740700544929
2017-01-04 16:00:00+05:30,18.114366862821008,20.7425,14.224596223460509
2017-01-04 17:00:00+05:30,18.24983106437873,19.11375,4.624380597560994
2017-01-04 18:00:00+05:30,18.23412613386298,17.221249999999998,0.3030612532400051
2017-01-04 19:00:00+05:30,18.061936570745715,16.1475,0.0
2017-01-04 20:00:00+05:30,17.862087896450223,15.751249999999999,0.0
2017-01-04 21:00:00+05:30,17.68079535293597,15.61125,0.0
2017-01-04 22:00:00+05:30,17.45796259769973,15.38875,0.0
2017-01-04 23:00:00+05:30,17.205421129658447,15.3425,0.0
2017-01-05 00:00:00+05:30,16.937792507158996,15.1675,0.0
2017-01-05 01:00:00+05:30,16.70608563793467,14.74,0.0
2017-01-05 02:00:00+05:30,16.485204961537853,14.16,0.0
2017-01-05 03:00:00+05:30,16.246697667273903,13.3825,0.0
2017-01-05 04:00:00+05:30,16.002599880500725,12.860000000000001,0.0
2017-01-05 05:00:00+05:30,15.7432541160667,12.646249999999998,0.0
2017-01-05 06:00:00+05:30,15.480011071981405,12.508750000000001,0.0
2017-01-05 07:00:00+05:30,15.254560599465716,12.497500000000002,2.2801459396017125
2017-01-05 08:00:00+05:30,15.147198702211881,13.326250000000002,13.47805691526499
2017-01-05 09:00:00+05:30,15.180843854928565,15.0225,25.505236859864763
2017-01-05 10:00:00+05:30,15.396226489542455,17.1375,33.638695960271406
2017-01-05 11:00:00+05:30,15.77938886995377,19.001250000000002,31.8533900835961
2017-01-05 12:00:00+05:30,16.239218540341746,20.36375,41.10242036912891
2017-01-05 13:00:00+05:30,16.634575623845947,21.2725,33.878417612846825
2017-01-05 14:00:00+05:30,17.05877045414114,21.83125,27.57197299107502
2017-01-05 15:00:00+05:30,17.44001881721103,21.931250000000002,19.45643257761648
2017-01-05 16:00:00+05:30,17.736272206128334,21.2275,10.198758681995844
2017-01-05 17:00:00+05:30,17.900076921264045,19.517500000000002,2.466863963199871
2017-01-05 18:00:00+05:30,17.967133394290535,17.98625,0.1462986688505301
2017-01-05 19:00:00+05:30,17.94835786414219,17.0775,0.0
2017-01-05 20:00:00+05:30,17.849813896444715,16.5125,0.0
2017-01-05 21:00:00+05:30,17.699248081811465,16.09625,0.0
2017-01-05 22:00:00+05:30,17.539140420636368,15.8125,0.0
2017-01-05 23:00:00+05:30,17.37193606560686,15.642500000000002,0.0
2017-01-06 00:00:00+05:30,17.205985969692602,15.508750000000001,0.0
2017-01-06 01:00:00+05:30,17.037688934264754,15.285,0.0
2017-01-06 02:00:00+05:30,16.867020024000972,14.99875,0.0
2017-01-06 03:00:00+05:30,16.68440179726744,14.74625,0.0
2017-01-06 04:00:00+05:30,16.492543949793138,14.46,0.0
2017-01-06 05:00:00+05:30,16.293209464574446,14.021249999999998,0.0
2017-01-06 06:00:00+05:30,16.094611079817145,13.56125,0.0
2017-01-06 07:00:00+05:30,15.922222717175387,13.5375,1.126906697399857
2017-01-06 08:00:00+05:30,15.841689071092826,14.52625,8.543589515107577
2017-01-06 09:00:00+05:30,15.857195999090422,15.888750000000002,15.203765568363815
2017-01-06 10:00:00+05:30,15.993027575727664,17.5425,21.475662986854292
2017-01-06 11:00:00+05:30,16.34810091752268,19.4525,28.59366485084839
2017-01-06 12:00:00+05:30,16.70947428146355,21.198749999999997,18.792248151861525
2017-01-06 13:00:00+05:30,17.0919471161312,22.50375,20.279442191394565
2017-01-06 14:00:00+05:30,17.504339174577538,23.1825,17.35482187622862
2017-01-06 15:00:00+05:30,17.891201687754243,23.296249999999997,10.233554071570264
2017-01-06 16:00:00+05:30,18.214278854345388,22.526249999999997,5.937458635387272
2017-01-06 17:00:00+05:30,18.415429590327275,20.855,1.9568267195649964
2017-01-06 18:00:00+05:30,18.520706518950494,19.22625,0.12848407782748206
2017-01-06 19:00:00+05:30,18.55034460065964,18.07125,0.0
2017-01-06 20:00:00+05:30,18.47971915017985,17.11875,0.0
2017-01-06 21:00:00+05:30,18.30546686342224,16.232499999999998,0.0
2017-01-06 22:00:00+05:30,18.069670623402615,15.40375,0.0
2017-01-06 23:00:00+05:30,17.793197987273473,14.712499999999999,0.0
2017-01-07 00:00:00+05:30,17.48402902829257,14.123750000000001,0.0
2017-01-07 01:00:00+05:30,17.14844372027907,13.5475,0.0
2017-01-07 02:00:00+05:30,16.827206599664827,12.967500000000001,0.0
2017-01-07 03:00:00+05:30,16.490527768866816,12.4375,0.0
2017-01-07 04:00:00+05:30,16.122336170876178,11.9625,0.0
2017-01-07 05:00:00+05:30,15.751618514154584,11.55875,0.0
2017-01-07 06:00:00+05:30,15.380907912054942,11.22,0.0
2017-01-07 07:00:00+05:30,15.05377452221756,11.20625,9.43939178986291
2017-01-07 08:00:00+05:30,14.97837364524749,12.77,41.86128129688355
2017-01-07 09:00:00+05:30,15.162507643787865,15.432499999999997,81.53007635098574
2017-01-07 10:00:00+05:30,15.801815636803571,18.62125,124.10925153120179
2017-01-07 11:00:00+05:30,16.92358513362219,21.3125,214.32808090129748
2017-01-07 12:00:00+05:30,18.40745254103448,23.0475,339.271065854168
2017-01-07 13:00:00+05:30,19.660045285910066,23.9675,273.1586894624553
2017-01-07 14:00:00+05:30,20.702185355811036,24.26875,197.9514606755412
2017-01-07 15:00:00+05:30,21.48983968027994,24.19125,121.14022164686224
2017-01-07 16:00:00+05:30,21.965399270633547,23.4825,51.54182478294715
2017-01-07 17:00:00+05:30,22.14324183207635,20.83125,10.135644506550463
2017-01-07 18:00:00+05:30,22.036957852905807,18.12625,0.5598422780363406
2017-01-07 19:00:00+05:30,21.728922265693186,16.72625,0.0
2017-01-07 20:00:00+05:30,21.252054887461714,15.838750000000001,0.0
2017-01-07 21:00:00+05:30,20.741686715206136,15.03875,0.0
2017-01-07 22:00:00+05:30,20.219801974915192,14.331249999999999,0.0
2017-01-07 23:00:00+05:30,19.611233943840734,13.68,0.0
2017-01-08 00:00:00+05:30,18.967720475323986,13.065000000000001,0.0
2017-01-08 01:00:00+05:30,18.32538291404815,12.47125,0.0
2017-01-08 02:00:00+05:30,17.70168651182624,11.887500000000001,0.0
2017-01-08 03:00:00+05:30,17.099902483991514,11.32625,0.0
2017-01-08 04:00:00+05:30,16.520219788381883,10.81375,0.0
2017-01-08 05:00:00+05:30,15.97099599335176,10.44875,0.0
2017-01-08 06:00:00+05:30,15.465726307234654,10.32125,0.0
2017-01-08 07:00:00+05:30,15.053558083009698,10.44125,28.710433037779495
2017-01-08 08:00:00+05:30,15.132285482693222,11.6075,136.02043397358008
2017-01-08 09:00:00+05:30,15.532166507361934,13.735,233.31397668829717
2017-01-08 10:00:00+05:30,16.79003290110908,17.82625,363.5876689656745
2017-01-08 11:00:00+05:30,18.69456765841028,21.625,463.9674163767982
2017-01-08 12:00:00+05:30,20.379183877604945,23.70625,458.98856389017294
2017-01-08 13:00:00+05:30,22.05677538528085,24.898749999999996,429.64946472940187
2017-01-08 14:00:00+05:30,23.501765856313877,25.5325,359.5451873351449
2017-01-08 15:00:00+05:30,24.510069949662814,25.365000000000002,250.82996276740323
2017-01-08 16:00:00+05:30,25.0399391100612,24.345000000000006,141.2758518802894
2017-01-08 17:00:00+05:30,24.968176866777306,21.9375,23.928900064486434
2017-01-08 18:00:00+05:30,24.66035646469712,19.89,1.0579357163423566
2017-01-08 19:00:00+05:30,24.225894181228696,18.86875,0.0
2017-01-08 20:00:00+05:30,23.71954536016379,18.105,0.0
2017-01-08 21:00:00+05:30,23.166063798151146,17.47,0.0
2017-01-08 22:00:00+05:30,22.528059624400896,17.04125,0.0
2017-01-08 23:00:00+05:30,21.89173677772184,16.653750000000002,0.0
2017-01-09 00:00:00+05:30,21.26895907128689,16.20625,0.0
2017-01-09 01:00:00+05:30,20.684384947332173,15.736250000000002,0.0
2017-01-09 02:00:00+05:30,20.130792691189164,15.50375,0.0
2017-01-09 03:00:00+05:30,19.590570513994457,15.107500000000002,0.0
2017-01-09 04:00:00+05:30,19.050091128410394,14.283750000000001,0.0
2017-01-09 05:00:00+05:30,18.511859799135348,13.56375,0.0
2017-01-09 06:00:00+05:30,17.995073974591417,13.225,0.0
2017-01-09 07:00:00+05:30,17.570839277927767,13.293750000000001,23.193277966327884
2017-01-09 08:00:00+05:30,17.583833519658775,14.16125,103.65286836328531
2017-01-09 09:00:00+05:30,17.768366551808054,15.97375,128.79561369284718
2017-01-09 10:00:00+05:30,18.44010379107974,19.63625,147.596629169466
2017-01-09 11:00:00+05:30,19.70489806558041,22.868750000000002,197.23931983583833
2017-01-09 12:00:00+05:30,20.788834228306182,24.554999999999996,194.1130746283649
2017-01-09 13:00:00+05:30,21.780601034347377,25.4575,168.89053847782424
2017-01-09 14:00:00+05:30,22.778147349570375,25.826249999999998,167.4517713317187
2017-01-09 15:00:00+05:30,23.424633971811094,25.64625,102.09102960900591
2017-01-09 16:00:00+05:30,23.805382264291072,24.799999999999997,46.06647005013633
2017-01-09 17:00:00+05:30,23.830506879857605,22.31125,9.389479141490842
2017-01-09 18:00:00+05:30,23.589717527949784,19.919999999999998,0.5434351329473696
2017-01-09 19:00:00+05:30,23.23882249104705,18.736250000000002,0.0
2017-01-09 20:00:00+05:30,22.846464579672816,18.17125,0.0
2017-01-09 21:00:00+05:30,22.436318501361562,17.7725,0.0
2017-01-09 22:00:00+05:30,21.967786413626673,17.3175,0.0
2017-01-09 23:00:00+05:30,21.478433495128332,16.848750000000003,0.0
2017-01-10 00:00:00+05:30,20.979848520912846,16.361250000000002,0.0
2017-01-10 01:00:00+05:30,20.486840815262177,15.85125,0.0
2017-01-10 02:00:00+05:30,20.00095921757643,15.360000000000001,0.0
2017-01-10 03:00:00+05:30,19.544723098142725,14.89875,0.0
2017-01-10 04:00:00+05:30,19.0940382360794,14.455,0.0
2017-01-10 05:00:00+05:30,18.639235363759912,14.065,0.0
2017-01-10 06:00:00+05:30,18.191719178255543,13.692500000000003,0.0
2017-01-10 07:00:00+05:30,17.779564725967596,13.250000000000002,13.269492883162751
2017-01-10 08:00:00+05:30,17.614633980982653,13.55125,57.34140682728034
2017-01-10 09:00:00+05:30,17.66776304500575,15.083749999999998,90.95899329578513
2017-01-10 10:00:00+05:30,17.99662743630463,17.26125,116.64183810311928
2017-01-10 11:00:00+05:30,18.658540260111053,19.46375,142.76954555235136
2017-01-10 12:00:00+05:30,19.268786083062782,21.2075,108.61658364065
2017-01-10 13:00:00+05:30,19.81621662025322,22.451249999999998,88.78828411417584
2017-01-10 14:00:00+05:30,20.504398602818142,23.17875,109.13551680130189
2017-01-10 15:00:00+05:30,21.068317385400423,23.22,87.36701561461621
2017-01-10 16:00:00+05:30,21.428842614273805,22.46125,50.922052015982544
2017-01-10 17:00:00+05:30,21.474412189219855,19.853749999999998,12.3784057579881
2017-01-10 18:00:00+05:30,21.189188765601763,17.0425,0.7572304803208096
2017-01-10 19:00:00+05:30,20.76478205447487,15.549999999999999,0.0
2017-01-10 20:00:00+05:30,20.325245592463226,14.62125,0.0
2017-01-10 21:00:00+05:30,19.79258234269693,13.74875,0.0
2017-01-10 22:00:00+05:30,19.15420978307204,12.955,0.0
2017-01-10 23:00:00+05:30,18.48795593490148,12.22625,0.0
2017-01-11 00:00:00+05:30,17.82692399874975,11.547500000000003,0.0
2017-01-11 01:00:00+05:30,17.19214158683465,10.9125,0.0
2017-01-11 02:00:00+05:30,16.613221784494645,10.329999999999998,0.0
2017-01-11 03:00:00+05:30,16.048206560184518,9.751249999999999,0.0
2017-01-11 04:00:00+05:30,15.505056863181073,9.161249999999999,0.0
2017-01-11 05:00:00+05:30,14.998984203203548,8.6275,0.0
2017-01-11 06:00:00+05:30,14.525910276264165,8.18375,0.0
2017-01-11 07:00:00+05:30,14.148272434941097,8.073749999999999,24.079513489735298
2017-01-11 08:00:00+05:30,14.20361403920599,9.84375,96.40175018524947
2017-01-11 09:00:00+05:30,14.487200195298165,12.765,142.4724292085542
2017-01-11 10:00:00+05:30,15.369368658353418,16.927500000000002,202.27665484607832
2017-01-11 11:00:00+05:30,16.95872912445853,20.125,340.4398894491832
2017-01-11 12:00:00+05:30,18.916812569775026,21.78125,530.436219104788
2017-01-11 13:00:00+05:30,21.158518628674976,22.855,630.4113596334978
2017-01-11 14:00:00+05:30,23.103268544870783,23.41875,577.2288284948786
2017-01-11 15:00:00+05:30,24.509237873346052,23.287499999999998,451.1086812543451
2017-01-11 16:00:00+05:30,25.19397764765362,22.2675,264.2116168633553
2017-01-11 17:00:00+05:30,24.86477731702,18.7875,57.59212689129924
2017-01-11 18:00:00+05:30,24.18910228366083,15.516250000000001,3.029216760625095
2017-01-11 19:00:00+05:30,23.412629323255842,14.07625,0.0
2017-01-11 20:00:00+05:30,22.600360867619656,13.343750000000002,0.0
2017-01-11 21:00:00+05:30,21.7345352177383,12.849999999999998,0.0
2017-01-11 22:00:00+05:30,20.822508236691327,12.54375,0.0
2017-01-11 23:00:00+05:30,19.950543498898558,12.19375,0.0
2017-01-12 00:00:00+05:30,19.153096533237772,11.665,0.0
2017-01-12 01:00:00+05:30,18.43155740698171,10.98375,0.0
2017-01-12 02:00:00+05:30,17.760409105485095,10.07875,0.0
2017-01-12 03:00:00+05:30,17.120130707059747,8.98125,0.0
2017-01-12 04:00:00+05:30,16.510033277797664,7.90625,0.0
2017-01-12 05:00:00+05:30,15.935422992980078,7.0575,0.0
2017-01-12 06:00:00+05:30,15.382662821496567,6.455,0.0
2017-01-12 07:00:00+05:30,14.878534136794482,6.3225,8.183335248015972
2017-01-12 08:00:00+05:30,14.636198899575236,8.435,39.911170878227644
2017-01-12 09:00:00+05:30,14.689788933275644,11.37375,82.49910913457822
2017-01-12 10:00:00+05:30,15.147145829403863,15.37125,130.79599648123116
2017-01-12 11:00:00+05:30,16.127652065513036,18.8975,189.04242874178163
2017-01-12 12:00:00+05:30,17.17119537909685,20.88375,228.3866336771285
2017-01-12 13:00:00+05:30,18.513474922401056,22.0875,322.6521505138825
2017-01-12 14:00:00+05:30,19.831895725148787,22.6825,322.9206128762867
2017-01-12 15:00:00+05:30,20.94085462687602,22.51625,268.48820082715315
2017-01-12 16:00:00+05:30,21.54287276059459,21.439999999999998,150.3661052451569
2017-01-12 17:00:00+05:30,21.49756416887325,18.031249999999996,30.22850034045003
2017-01-12 18:00:00+05:30,21.061044390960472,15.035,1.6397670522241088
2017-01-12 19:00:00+05:30,20.485859775937225,13.795,0.0
2017-01-12 20:00:00+05:30,19.896871502530523,13.00375,0.0
2017-01-12 21:00:00+05:30,19.311192508691136,12.218749999999998,0.0
2017-01-12 22:00:00+05:30,18.697364910294134,11.43625,0.0
2017-01-12 23:00:00+05:30,18.122323626638714,10.852500000000001,0.0
2017-01-13 00:00:00+05:30,17.622016586766854,10.692499999999999,0.0
2017-01-13 01:00:00+05:30,17.104355269349604,10.775,0.0
2017-01-13 02:00:00+05:30,16.611499200623932,10.52,0.0
2017-01-13 03:00:00+05:30,16.15404827440724,9.74625,0.0
2017-01-13 04:00:00+05:30,15.695083614595022,8.68375,0.0
2017-01-13 05:00:00+05:30,15.222401602530846,7.5600000000000005,0.0
2017-01-13 06:00:00+05:30,14.730559828325227,6.60875,0.0
2017-01-13 07:00:00+05:30,14.274631700312119,6.3774999999999995,13.977007815138476
2017-01-13 08:00:00+05:30,14.166303902691464,8.979999999999999,62.28139030150768
2017-01-13 09:00:00+05:30,14.321654670525895,12.5225,100.07404601292187
2017-01-13 10:00:00+05:30,15.00493137330731,16.192500000000003,180.76762746997878
2017-01-13 11:00:00+05:30,16.7507675209926,19.601250000000004,389.4963871087041
2017-01-13 12:00:00+05:30,18.48499537640964,21.810000000000002,489.9028351703222
2017-01-13 13:00:00+05:30,20.45633111507567,23.09,548.6148146579897
2017-01-13 14:00:00+05:30,22.188318275497533,23.71125,483.0967045803963
2017-01-13 15:00:00+05:30,23.430078018874294,23.5375,364.8062563596296
2017-01-13 16:00:00+05:30,24.016640365893835,22.225,192.40096512271737
2017-01-13 17:00:00+05:30,23.777678675097164,18.88125,35.5973301481003
2017-01-13 18:00:00+05:30,23.259008252765597,16.2175,1.7033100509184314
2017-01-13 19:00:00+05:30,22.628382733311728,15.27375,0.0
2017-01-13 20:00:00+05:30,21.97350519145006,15.115,0.0
2017-01-13 21:00:00+05:30,21.28027348825816,14.955,0.0
2017-01-13 22:00:00+05:30,20.5194683563534,14.618749999999999,0.0
2017-01-13 23:00:00+05:30,19.80650382232431,14.23,0.0
2017-01-14 00:00:00+05:30,19.154828485544673,14.098749999999999,0.0
2017-01-14 01:00:00+05:30,18.54421475126705,13.766250000000001,0.0
2017-01-14 02:00:00+05:30,17.966375181952834,12.885000000000002,0.0
2017-01-14 03:00:00+05:30,17.393516776712275,11.71125,0.0
2017-01-14 04:00:00+05:30,16.80034242250899,10.30625,0.0
2017-01-14 05:00:00+05:30,16.195221836899698,8.99625,0.0
2017-01-14 06:00:00+05:30,15.590067257332006,7.79375,0.0
2017-01-14 07:00:00+05:30,15.061227367675269,7.29625,20.876848354781398
2017-01-14 08:00:00+05:30,15.015324325213422,9.726249999999999,104.60045680401316
2017-01-14 09:00:00+05:30,15.266916502461285,13.274999999999999,169.27797137734981
2017-01-14 10:00:00+05:30,16.01663550464346,17.126250000000002,213.88890661317325
2017-01-14 11:00:00+05:30,17.41170187467295,20.0275,306.12297413066204
2017-01-14 12:00:00+05:30,18.998525737945055,21.6425,409.2851925872067
2017-01-14 13:00:00+05:30,20.895772531449083,22.655,521.9081423616103
2017-01-14 14:00:00+05:30,22.855291109932057,23.12625,564.3958162548856
2017-01-14 15:00:00+05:30,24.293954146078846,22.9825,453.60768202329893
2017-01-14 16:00:00+05:30,25.02353435803473,21.89625,270.4683895319339
2017-01-14 17:00:00+05:30,24.747586583384727,18.38,66.53159560615234
2017-01-14 18:00:00+05:30,24.075150633679304,15.091249999999999,3.6661594440035405
2017-01-14 19:00:00+05:30,23.301568577098628,13.673749999999998,0.0
2017-01-14 20:00:00+05:30,22.53286487270027,13.13875,0.0
2017-01-14 21:00:00+05:30,21.72725919216779,12.962499999999999,0.0
2017-01-14 22:00:00+05:30,20.95544982425699,12.989999999999998,0.0
2017-01-14 23:00:00+05:30,20.296237331112756,12.995000000000001,0.0
2017-01-15 00:00:00+05:30,19.740073823131127,13.161249999999999,0.0
2017-01-15 01:00:00+05:30,19.244332855871477,12.90125,0.0
2017-01-15 02:00:00+05:30,18.75415560652636,11.998749999999998,0.0
2017-01-15 03:00:00+05:30,18.25150555012779,10.63375,0.0
2017-01-15 04:00:00+05:30,17.73080787075364,9.40375,0.0
2017-01-15 05:00:00+05:30,17.196133066171438,8.39125,0.0
2017-01-15 06:00:00+05:30,16.64595818732697,7.545,0.0
2017-01-15 07:00:00+05:30,16.110801640481853,7.047499999999999,8.378968673453624
2017-01-15 08:00:00+05:30,15.813562643397507,8.82625,36.088563885095965
2017-01-15 09:00:00+05:30,15.75347626999913,11.82,60.53161423674426
2017-01-15 10:00:00+05:30,16.030634603804483,15.405,101.17280992452069
2017-01-15 11:00:00+05:30,16.81401923008785,18.508750000000003,170.18559197044056
2017-01-15 12:00:00+05:30,17.862095694362868,20.26125,229.78856865628268
2017-01-15 13:00:00+05:30,18.944989699680068,21.261249999999997,262.8418194095528
2017-01-15 14:00:00+05:30,20.096207564428482,21.74875,288.276567089643
2017-01-15 15:00:00+05:30,20.926634738677848,21.562500000000004,207.94126943969837
2017-01-15 16:00:00+05:30,21.324111978245355,20.43375,99.1701575334746
2017-01-15 17:00:00+05:30,21.179201200273475,17.41625,19.54224885505313
2017-01-15 18:00:00+05:30,20.73288479019172,14.787500000000001,1.066229372141887
2017-01-15 19:00:00+05:30,20.165027681404908,13.75875,0.0
2017-01-15 20:00:00+05:30,19.636605450032512,13.54125,0.0
2017-01-15 21:00:00+05:30,19.026434231420197,13.505,0.0
2017-01-15 22:00:00+05:30,18.390717851623844,13.72125,0.0
2017-01-15 23:00:00+05:30,17.795957191690395,13.666249999999998,0.0
2017-01-16 00:00:00+05:30,17.22382913578724,13.043750000000001,0.0
2017-01-16 01:00:00+05:30,16.63575360253268,11.84,0.0
2017-01-16 02:00:00+05:30,16.11078505729086,10.45625,0.0
2017-01-16 03:00:00+05:30,15.642297495698935,9.218749999999998,0.0
2017-01-16 04:00:00+05:30,15.18790559541052,8.13,0.0
2017-01-16 05:00:00+05:30,14.740354506859005,7.18375,0.0
2017-01-16 06:00:00+05:30,14.290971791483944,6.39375,0.0
2017-01-16 07:00:00+05:30,13.842101405604485,6.045,2.673302884260731
2017-01-16 08:00:00+05:30,13.560332294396853,8.09375,15.227721821680499
2017-01-16 09:00:00+05:30,13.489206331409832,11.306249999999999,29.029071023719077
2017-01-16 10:00:00+05:30,13.639814972063753,15.186250000000001,44.42740887883559
2017-01-16 11:00:00+05:30,14.173061741668581,18.01,80.60748584768362
2017-01-16 12:00:00+05:30,15.122744694688734,19.505,152.71249558125191
2017-01-16 13:00:00+05:30,16.32659254681294,20.47625,248.36671805391416
2017-01-16 14:00:00+05:30,17.74868133318891,20.98,306.4944907544203
2017-01-16 15:00:00+05:30,18.745316910109057,20.93125,209.56282822878407
2017-01-16 16:00:00+05:30,19.32787215128504,20.18,99.45200372336296
2017-01-16 17:00:00+05:30,19.47802184543229,17.59,21.253873866322206
2017-01-16 18:00:00+05:30,19.24017938903533,14.60125,1.194451127297025
